Modulo nnlm-es-dim128-with-normalization-2
Topicos : noticiaun via colombia uniandes unisabana unimedios mas comsabana hoy 2016 estudiantes anos 
 rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at ; j : 1. Sim : 0.11988956; No similar. 
 hablar medio ambiente musica duran cancion llama verano leccion manejo labelurl  ; j : 1855. Sim : 0.25803795; No similar. 
 medellin debe trabajar mas micro potenciar invertir accesibilidad espacios isabel basombr labelurl ; j : 1856. Sim : 0.2549794; No similar. 
 natalia herrera estudiante medicina comparte experiencia liderandes conozcala solidaridaduniandes l; j : 1857. Sim : 0.23125137; No similar. 
 hernanolano olviden inscripcion materias manana unisabana derechousabana cpoliticasus usingenieria ; j : 1858. Sim : 0.5239503; Baja. 
 15 junio eafit sinfonicaeafit sinfonicaant esperan x concierto temporada 2017 labelurl  ; j : 1859. Sim : 0.14070056; No similar. 
 rt endirectosabana noticiasendirecto trabajamos usted empiece dia bien informado escuchanos dias un; j : 1860. Sim : 0.36263832; No similar. 
 pocas horas auditorio fundadores recibira sinfonicaeafit sinfonicaant x concierto 2017 labelurl  ; j : 1861. Sim : 0.21010992; No similar. 
 noche sinfonicaeafit ofrecera concierto gratuito conmemorar 50 anos risaralda labelurl  ; j : 1862. Sim : 0.34321553; No similar. 
 noticiaun unmanizales epicentro festival internacional teatro teatromanizales labelurl via unimedio; j : 1863. Sim : 0.43620273; No similar. 
 rt comsabana k1 unisabana escuchando expertos canoncolombia fotografia labelurl  ; j : 1864. Sim : 0.31626204; No similar. 
 horarios bus 16 20 enero proximamente informaremos servicio transporte funcionara d labelurl  ; j : 1865. Sim : 0.2932492; No similar. 
 momento inicia transmision charla pelicula desierto dirigida jonas cuaron veala labelurl  ; j : 1866. Sim : 0.35629877; No similar. 
 15 aplicaciones moviles indispensables volver clase lista recomendada unisabana via revistadinero l; j : 1867. Sim : 0.33168074; No similar. 
 beca talento estrategico comestrategicam comsabana otorgada laura milena mercado labelurl labelurl ; j : 1868. Sim : 0.32942763; No similar. 
 hoyenelrosario perspectivas colombia frente problema drogas foroungasscol labelurl labelurl  ; j : 1869. Sim : 0.274386; No similar. 
 noticiaun crece impacto peama orinoquia labelurl unorinoquia sedesun via unimedios  ; j : 1870. Sim : 0.4300526; No similar. 
 rt uniandesicya bienvenidos cascos batas dimos bienvenida futuros ingenieros civiles ambientales un; j : 1871. Sim : 0.23019563; No similar. 
 desafios oportunidades aseguradoras sistema seguridad social colombiano conoce mas labelurl  ; j : 1872. Sim : 0.28181982; No similar. 
 rt comsabana recuerden alumnos comsocial hacen periodismo 247 esperen mayor informacion unisabana l; j : 1873. Sim : 0.4060313; No similar. 
 arboretum palmetum recibe nombre profesor leon morales soto video click labelurl mejoracontinuaun  ; j : 1874. Sim : 0.09399448; No similar. 
 noticiaun profesor recibe premio obra integral cientifico orgulloun labelurl via unimedios  ; j : 1875. Sim : 0.37220877; No similar. 
 manana estrena pelicula nocheherida nicolas rincon documentalista cine labelurl via labelurl  ; j : 1876. Sim : 0.35511675; No similar. 
 8 festival jazz andes ballake sissoko vicent segal 14 septiembre 700 pm labelurl  ; j : 1877. Sim : 0.25004783; No similar. 
 inniciativas 2016 innovacion impacto hoy 15 manana 16 noviembre inform inscripciones labelurl  ; j : 1878. Sim : 0.513827; Baja. 
 rt politicaur comenzo tendencias perspectivas relaciones internacionales america latina summer scho; j : 1879. Sim : 0.3513975; No similar. 
 rt economiauandes documentocede no12 rol inversion funcion produccion habilidades cognitivas eviden; j : 1880. Sim : 0.3291213; No similar. 
 unisabanaradio inicia jornadaactualizacioncomunicacion comsabana auditorio k1 bienvenidos alumnisab; j : 1881. Sim : 0.3069752; No similar. 
 rt admonuniandes mepongolostenis participe carrera senek apoye beca quiero estudiar labelurl labelu; j : 1882. Sim : 0.0943873; No similar. 
 comenzo mammedellin conferencia contar hambre herramientas enfrentar problema urgente labelurl  ; j : 1883. Sim : 0.18493901; No similar. 
 juan carlos henao rector uexternado carlosholmestru estandares internacionales acogio jep labelurl ; j : 1884. Sim : 0.3432242; No similar. 
 rt comsabana tercerfiafest auditorios llenos asi avanza tercer fiafest iedmadrid unisabana labelurl; j : 1885. Sim : 0.45550862; No similar. 
 presentacion analisis resultados rank mundial investigacion universidades sir 2017 urosari labelurl; j : 1886. Sim : 0.32087454; No similar. 
 noticiaun pregrado administracion recibe nuevos reconocimientos labelurl orgulloun unmanizales unim; j : 1887. Sim : 0.47150767; No similar. 
 muro existe pretensioso pensar seria barrera simon florez campusglobaleafit labelurl  ; j : 1888. Sim : 0.06923514; No similar. 
 vivo marihuana medicinal implica aprobacion colombia labelurl  ; j : 1889. Sim : 0.29783568; No similar. 
 27 31 marzo semana fopre cafe yoapoyoalfopre labelurl labelurl  ; j : 1890. Sim : 0.3003069; No similar. 
 edicion 111 eafitense encuentran necesario tomar medidas mejoren aire medellin ve labelurl  ; j : 1891. Sim : 0.30085003; No similar. 
 rt mediuniandes hoy grados 201720 facultad medicina uniandes labelurl  ; j : 1892. Sim : 0.32443446; No similar. 
 noticiaun nuevas materias seguir ruta emprendimiento unmanizales labelurl via unimedios  ; j : 1893. Sim : 0.45851436; No similar. 
 rt apgguzman reputationunav simplemente gracias vamos cargados reflexiones buenas ideas proxima uni; j : 1894. Sim : 0.27853277; No similar. 
 agradeceria maestros dia felizdiamaestro graciasprofe labelurl  ; j : 1895. Sim : 0.37594703; No similar. 
 rt inguniandes hoy 530 pm herramientas nuevas generaciones planificadores urbanos regionales labelu; j : 1896. Sim : 0.31278887; No similar. 
 comunidadun hoy llega mundo cabaret auditorioleondegreiff nancy herrera mac mcclure labelurl cultur; j : 1897. Sim : 0.38310847; No similar. 
 rt oaduniandes ayeryhoy restaurante villa paulina quinta perteneciente antigua fabrica tejidos thro; j : 1898. Sim : 0.14668854; No similar. 
 crecimiento desbordado automotores afecta notablemente movilidad medellin area metropolit labelurl ; j : 1899. Sim : 0.24903734; No similar. 
 conozca mas diplohack 2016 iniciativa busca soluciones mejorar libertad prensa colombia labelurl  ; j : 1900. Sim : 0.3695256; No similar. 
 edificio cable patrimonio arquitectonico uncolombia video labelurl mejoracontinuaun unmanizales  ; j : 1901. Sim : 0.070257194; No similar. 
 colombia paises mas crecido mundo produccion cientifica labelurl labelurl  ; j : 1902. Sim : 0.5047832; Baja. 
 75 estudiantes colombia competencias matematicas basicas pablo sanguinetti agendacaf red2016  ; j : 1903. Sim : 0.55988896; Baja. 
 nicolas calderon estudiante comsabana listo vivir grammylatino hace parte claraluna nominado labelu; j : 1904. Sim : 0.4093713; No similar. 
 pierdas presentacion libro soltando amarras consulta detalles labelurl labelurl  ; j : 1905. Sim : 0.14399755; No similar. 
 rt obsdemocracia abc propuestas mision electoral especial especial cerosetenta obsdemocracia labelu; j : 1906. Sim : 0.16862148; No similar. 
 diariamente somosorgulloun contaremos mundo camaras 24 agosto preparate labelurl  ; j : 1907. Sim : 0.4356884; No similar. 
 rt bienestarsabana delegacion unisabana llega paipa competir finales torneoredoun deseamos mejor  ; j : 1908. Sim : 0.31218284; No similar. 
 rt comsabana felizdomingo hoy presentan icfescol esperamos unisabana comsocial comaudiovisual label; j : 1909. Sim : 0.38905483; No similar. 
 estudiantes ingenieria mecanica muestran trabajo semestre grandprixsabana usingenieria labelurl  ; j : 1910. Sim : 0.35888526; No similar. 
 pierdas recomendaciones optimizar tiempo trabajo vida personal labelurl labelurl  ; j : 1911. Sim : 0.10361715; No similar. 
 profesor mauricio velasco recibe galardon jose fernando escobar trabajo investigativo felicitacione; j : 1912. Sim : 0.27486998; No similar. 
 modo opencampus2017 unisabana esperamos 16 17de febrero labelurl  ; j : 1913. Sim : 0.29177117; No similar. 
 hoy celebrar dia amor amistad bufe especial desayuno restante escuela labelurl  ; j : 1914. Sim : 0.27052316; No similar. 
 noticias orgulloun gestion cultural unmanizales celebra 15 anos reacreditacion via lapatriacom labe; j : 1915. Sim : 0.48955458; No similar. 
 politicas seguridad retos hora reconocer derechos deberes ciudadanos labelurl  ; j : 1916. Sim : 0.22453874; No similar. 
 noticiaun nueva carrera infraestructura temas ultimo consejo superior universitario 2016 labelurl l; j : 1917. Sim : 0.37938616; No similar. 
 noticiaun facultad ciencias muestra potencial investigacion semana fcienciasun labelurl  ; j : 1918. Sim : 0.344541; No similar. 
 rt revistasemana 50 capitalinos votaria si plebiscito segun estudio unisabana labelurl  ; j : 1919. Sim : 0.34813803; No similar. 
 si pierdes paso mercurio manana preocupes podras volver verlo dentro 33 anos ano 2049 untelevision ; j : 1920. Sim : 0.3951639; No similar. 
 noticiaun medio siglo formando administradores empresas eje cafetero orgulloun unmanizales labelurl; j : 1921. Sim : 0.451237; No similar. 
 cinco acciones proteger hijos internet articulo jcdiazbohorquez via abcdelbebecom labelurl  ; j : 1922. Sim : 0.34041104; No similar. 
 publican investigacion profesores rosaristas guardian descubre mas labelurl labelurl  ; j : 1923. Sim : 0.31899667; No similar. 
 fismed noticia peru labelurl ucrania labelurl 1tvua peru21pe labelurl  ; j : 1924. Sim : 0.32178602; No similar. 
 felicidad poporo oro vez ganamos jessup 2017 labelurl labelurl  ; j : 1925. Sim : 0.13039733; No similar. 
 rt inguniandes vamos romper record 1500 bicis poder uniandes hoy diasincarro labelurl  ; j : 1926. Sim : 0.27591234; No similar. 
 reaccion negativa nociones asco miedo mas fuertes lado juan c cardenas decano economiauandes  ; j : 1927. Sim : 0.33081797; No similar. 
 grandes maestros jose felix patino medico educacion uncolombia labelurl via elespectador  ; j : 1928. Sim : 0.4987289; No similar. 
 cine series blog culturaaudiovisual jeronimorivera labelurl  ; j : 1929. Sim : 0.11024455; No similar. 
 pierdas catedra rosarista historia actualidad nuevo liderazgo danielburitica labelurl labelurl  ; j : 1930. Sim : 0.23817472; No similar. 
 hacer mas pequeno mas eficiente rafanietoloaiza lospresidenciables2018 labelurl  ; j : 1931. Sim : 0.4329378; No similar. 
 rt cerosetenta los5de070 semana eventos faltaron labelurl uniandes metronomomusic rightsin  ; j : 1932. Sim : 0.33872116; No similar. 
 comunidadun frutas verduras dieta ingredientes esenciales receta bienestar labelurl  ; j : 1933. Sim : 0.019585278; No similar. 
 rt usingenieria carlos mario montes jefe exito academico unisabana habla estrategias graduacion opo; j : 1934. Sim : 0.36176887; No similar. 
 estudiantes unmedellin upbcolombia construyen medellin vehiculo submarino labelurl  ; j : 1935. Sim : 0.29367855; No similar. 
 compasion puente miedo rabia permite movernos hacia entendimiento frankpearl  ; j : 1936. Sim : 0.08910715; No similar. 
 rt serpilopaga atentos amplio fecha piloprofe labelurl labelurl  ; j : 1937. Sim : 0.12698305; No similar. 
 faltan do dias asambleaseafit encuentro debatir ser mejores falten labelurl  ; j : 1938. Sim : 0.25319225; No similar. 
 rt uniandinosiempr feliz dia cada ingenieros uniandinosiempre inguniandes labelurl  ; j : 1939. Sim : 0.27686843; No similar. 
 lograr crecimiento inclusivo colombia juanmanuelgalan lospresidenciables2018 labelurl  ; j : 1940. Sim : 0.24849017; No similar. 
 general r jose leonardo gallego panel politica global drogas foroungasscol labelurl  ; j : 1941. Sim : 0.23369822; No similar. 
 rt jrestrp orgulloso juanmgallego1 profesor econurosario urosarionews premio juan luis londonogran ; j : 1942. Sim : 0.19107197; No similar. 
 cladea 2016 escuelas administracion region reunen eafit labelurl labelurl  ; j : 1943. Sim : 0.50586337; Baja. 
 justicia venganza acercamiento idea compartida justicia labelurl labelurl  ; j : 1944. Sim : 0.05683051; No similar. 
 redcomovamoscol califico medellin 9 ciudades mejores condiciones estudiantes  ; j : 1945. Sim : 0.40177968; No similar. 
 rt serpilopaga matchserpilopaga actividades recreativas integracion labelurl  ; j : 1946. Sim : 0.3804046; No similar. 
 hoyeneafit auditorio fundadores recibe sinfonicaeafit v concierto temporada 2017 mass in blu labelu; j : 1947. Sim : 0.24758518; No similar. 
 rt inguniandes acerca nueva jornada diapaiz puedes hacer parte espacio reflexionconoce participar l; j : 1948. Sim : 0.09127814; No similar. 
 primeros 30 dias trump opinion carlos arevalo jefe area derecho internacional via eltiempo labelurl; j : 1949. Sim : 0.4070307; No similar. 
 prueba cinturon seguridad vehiculos shellecomarathon paso prueba seguimos adela labelurl  ; j : 1950. Sim : 0.32884216; No similar. 
 53 millennials colombianos sienten capaces contribuir temas sociales d agostino delloite labelurl  ; j : 1951. Sim : 0.34618843; No similar. 
 mas 50 episodios rodados primer ano emision dialogomayortv labelurl labelurl  ; j : 1952. Sim : 0.4654663; No similar. 
 premio excelencia fulbright helena alviar labelurl  ; j : 1953. Sim : 0.06887707; No similar. 
 rede deben tener algoritmos premien noticias verdaderas falsas j gonzalez  ; j : 1954. Sim : 0.22537512; No similar. 
 primer dia clase voyentren buen inicio semestre labelurl  ; j : 1955. Sim : 0.2459913; No similar. 
 manuel sanchez profesor universidad santa cruz roma presenta vision pontifex labelurl  ; j : 1956. Sim : 0.24931619; No similar. 
 rt behrentz universidad colombiana cinco mejores america latina uniandes eltiempo via timeshighered; j : 1957. Sim : 0.41587946; No similar. 
 noticiaun nuevo edificio enfermeria prioridad actual rectoria labelurl launcuenta via unimedios  ; j : 1958. Sim : 0.4395894; No similar. 
 buscamos 400 filantropos apoyar jovenes brillantes talentosos solidaridaduniandes labelurl  ; j : 1959. Sim : 0.29299384; No similar. 
 noticiaun optimizan movilidad campus unmanizales orgulloun labelurl via unimedios labelurl  ; j : 1960. Sim : 0.41834086; No similar. 
 fotogaleria do publicaciones 10 mejores libros academicos 2016 apuntesmaestros labelurl  ; j : 1961. Sim : 0.44636253; No similar. 
 rt hernanolano hablando jackvalero catholicvoices seminariospapaunisabana sede episcopadocol unisab; j : 1962. Sim : 0.19754097; No similar. 
 cine lomejordelano mejores peliculas 2016 segun blog tiempo cine jeronimorivera recomendado  ; j : 1963. Sim : 0.3428112; No similar. 
 eafit acompanamos estrategia sosporelaire pequenos cambios tener aire mas limpio labelurl  ; j : 1964. Sim : 0.24601467; No similar. 
 noticiaun tendra red centros innovacion emprendimiento vriun labelurl via unimedios  ; j : 1965. Sim : 0.5231801; Baja. 
 noticiaun dia carro faltan pedagogia obras viales labelurl via unimedios ieuun labelurl  ; j : 1966. Sim : 0.56997985; Baja. 
 rt orgulloun estudiantes reciben green talents award comunidadun orgulloun labelurl  ; j : 1967. Sim : 0.19699608; No similar. 
 rt behrentz filantropia maravillosa historia fabiomurillo uniandes via eltiempo labelurl  ; j : 1968. Sim : 0.20244645; No similar. 
 reflexiones retos deben asumir forman maestros colombia labelurl labelurl  ; j : 1969. Sim : 0.23532185; No similar. 
 tbt prado san alberto magno labelurl  ; j : 1970. Sim : 0.24801223; No similar. 
 resultado excelenciauniandes ser quinta universidad region aca contamos latamrankings labelurl  ; j : 1971. Sim : 0.3771863; No similar. 
 momento eafit contamos dr michele dipietro autor libro funciona aprendizaje labelurl  ; j : 1972. Sim : 0.18088745; No similar. 
 nuevo codigo motivo perfecto comience invertirse mas inspecciones policia andres  ; j : 1973. Sim : 0.2889918; No similar. 
 24082017 sera dia especial protagonistas pelicula uncolombia labelurl  ; j : 1974. Sim : 0.3501746; No similar. 
 rt estadoalterado invitados luz hermoso recital natalia valencia eafit sera proximo 10 marzo entrad; j : 1975. Sim : 0.3080964; No similar. 
 rt icetex debes ser mejor finanzas estudia corea becas cubren pasajes alojamiento mas labelurl  ; j : 1976. Sim : 0.24257824; No similar. 
