Modulo nnlm-es-dim128-with-normalization-2
Topicos : eafit hoy rector be paz juan manana esperamos universidad conferencia luis 
 rt edtechtimes can learn be use for good dr obdulio velasquez rector of unisabana in colombia think; j : 1. Sim : 0.45030624; No similar. 
 recuerden manana esperamos leccion inaugural escuela derecho 2017 auditorio 38101 entrada lib label; j : 1599. Sim : 0.6076984; Baja. 
 millennials estan preocupando temas nacionales internacionales daniela maturana labelurl  ; j : 1600. Sim : 0.14882936; No similar. 
 rt upbcolombia aumento parque automotor principales razones aumento contaminacion aire maria victor; j : 1601. Sim : 0.19497053; No similar. 
 90 anos fidel castro nueva naturaleza influencia cuba labelurl labelurl  ; j : 1602. Sim : 0.3321323; No similar. 
 viernes unisabana febrero buen fin semana foto alvarogopi coordinador comunicaciones ctaunisabana l; j : 1603. Sim : 0.31762022; No similar. 
 eafit inicia taller internacionalizacion 10 agosto 800 be 500 pm auditorio 19 501 labelurl  ; j : 1604. Sim : 0.30908933; No similar. 
 hoy manana pierdan eventos conmemoramos eafit diainternacionaldelamujer  ; j : 1605. Sim : 0.5495382; Baja. 
 ahora rector eafit habla estudiantes ganadores ediciones anteriores epemti experiencias labelurl  ; j : 1606. Sim : 0.3879773; No similar. 
 rt apgguzman continuacion luis carlos bravo inalde presenta bondades metodo caso colombia universid; j : 1607. Sim : 0.45051914; No similar. 
 deseo feliz estadia disfruten universidad juan luis mejia estudiantes especializacion fin labelurl ; j : 1608. Sim : 0.71696144; Media. 
 paraleer nuevo articulo rector mantillaignacio probabilidad azar loterias labelurl via labelurl  ; j : 1609. Sim : 0.37390816; No similar. 
 rt apgguzman arranca presentacion sigla laboratorio audiovisual fiafest labelurl  ; j : 1610. Sim : 0.25300425; No similar. 
 invitamos proximo jueves 27 julio lanzamiento libro funciona aprendizaje falten labelurl  ; j : 1611. Sim : 0.35048696; No similar. 
 premios nobel investigadores docentes daran cita eafit lacealames16 lacealames2016 labelurl  ; j : 1612. Sim : 0.38406777; No similar. 
 cambio agenda haymedellin17 hoyeneafit kirsty lang conversacion erika valero 530 pm auditorio label; j : 1613. Sim : 0.37992778; No similar. 
 listos comenzar foro larepublicaco universidadyempresa casos exito academia empresa labelurl  ; j : 1614. Sim : 0.2550483; No similar. 
 tecnnovauee termina mas 60 citas empresarios investigadores uniandes  ; j : 1615. Sim : 0.29158297; No similar. 
 dia mundial propiedad intelectual rol pi impulso innovacion 26 abril 800 be labelurl  ; j : 1616. Sim : 0.4045617; No similar. 
 nueva electiva virtual gestion produccion paz postconflicto labelurl  ; j : 1617. Sim : 0.43992588; No similar. 
 construccion idea universidad fundamental integridad juan luis mejia ara labelurl  ; j : 1618. Sim : 0.6892133; Media. 
 concurso diseno barcos regata ecologica labelurl estudiantes todas facultades labelurl  ; j : 1619. Sim : 0.24334805; No similar. 
 codigo debe acompanado verdadero cambio cultura ciudadana juan luis mejia policiaparalapaz labelurl; j : 1620. Sim : 0.6046916; Baja. 
 finn erling kydland edmund strother phelps nobeles economia estaran lacealames16 lacealames2016 lab; j : 1621. Sim : 0.3003266; No similar. 
 francesco ubertini rector universidad bolonia urosario reto futuro educacion labelurl  ; j : 1622. Sim : 0.54091126; Baja. 
 presentacion politica institucional acceso abierto malgorzata2505 directora craiur accesoabiertour ; j : 1623. Sim : 0.37838554; No similar. 
 rt capoliticoeafit juan luis rector eafit curso parte construccion colectiva diaria pro ciudad urba; j : 1624. Sim : 0.67484343; Media. 
 rt ethejournal uocuniversity uniandes join their paths ethe as vehicle for the exchange of knowladg; j : 1625. Sim : 0.20535299; No similar. 
 proximo miercoles pierdan invitacion capoliticoeafit alcaldiademed lanzamiento libro labelurl  ; j : 1626. Sim : 0.39477617; No similar. 
 eafit arte hace parte formacion integral estudiantes bienestareafit mas informacion labelurl  ; j : 1627. Sim : 0.45375246; No similar. 
 uncolombia facultadartes ganadores xxv bienal colombiana arquitectura urbanismo presidenciasca labe; j : 1628. Sim : 0.3303163; No similar. 
 medios edificios universidad nacional colombia labelurl via bluradioco mejoracontinuaun  ; j : 1629. Sim : 0.41251132; No similar. 
 rt eltiempo politica puede ser igual consumen lsd consumen marihuana opalmam director odaurosario  ; j : 1630. Sim : 0.21102224; No similar. 
 sebsierra puedes solicitarlo traves pagina solicitudes unimedios labelurl  ; j : 1631. Sim : 0.2639739; No similar. 
 recuerda opciones movilidad hoy manana dias cuales llevara cabo festival estereo picnic labelurl  ; j : 1632. Sim : 0.39712337; No similar. 
 paz relacionada idea libertad podemos hablar paz si concepto libertad r labelurl  ; j : 1633. Sim : 0.2773405; No similar. 
 rt proantioquia1 catedra pacto global 2017 eafit ecosistema local sostenibilidad compromete cada ve; j : 1634. Sim : 0.46789086; No similar. 
 riesgo sismico sido tema inversion ultimos anos eafit orgullo aqui hable tema  ; j : 1635. Sim : 0.47938445; No similar. 
 nuevos amigos actividades deportivas mucha diversion asi matchserpilopaga serpilopaga labelurl  ; j : 1636. Sim : 0.35538483; No similar. 
 llegamos caro 637 be listos clase 700 be voyentren labelurl  ; j : 1637. Sim : 0.22093216; No similar. 
 fin semana eafit sera presentacion proyecto morula genesis nueva familia labelurl  ; j : 1638. Sim : 0.4695847; No similar. 
 sabes enfrentar ladrones tiempo llevar vida saludable labelurl labelurl  ; j : 1639. Sim : 0.14186217; No similar. 
 rt pactocolombia inicia panel retos corrupcion sector empresarial urosarionews labelurl  ; j : 1640. Sim : 0.31601822; No similar. 
 busqueda crecimiento equidad ningun pais puede permitirse ignorar educacionsuperior issam abou labe; j : 1641. Sim : 0.34120378; No similar. 
 msftcolombia alegra compartir hoy diainternacionaldelamujer eafit jornada digital busca inspirar me; j : 1642. Sim : 0.4493607; No similar. 
 transmision reviva inauguracion conferencia investigaciones desarrollo sostenible ande labelurl  ; j : 1643. Sim : 0.4815166; No similar. 
 75 80 material particulado pm25 medellin proviene fuentes moviles sosporelaire labelurl  ; j : 1644. Sim : 0.15282992; No similar. 
 pocos minutos inicia lapazenfoco agenda medios comunicacion masivos centrado paz institucionaltv  ; j : 1645. Sim : 0.28340963; No similar. 
 tener graduados regreso llena alegria asi jornada alumnisabana psicologia labelurl  ; j : 1646. Sim : 0.5143416; Baja. 
 profesores estan listos semana inmersion tecnologica enero 11 13 ctaunisabana labelurl  ; j : 1647. Sim : 0.3592146; No similar. 
 ideaantioquia queremos fomentar competencias gestion publica municipios mauricio tobon  ; j : 1648. Sim : 0.41854745; No similar. 
 deojoscafe saludos notificaciones realizan noche hoy dia manana debe pendiente correo  ; j : 1649. Sim : 0.49619102; No similar. 
 noticiaun sumapaz fomenta educacion desarrollo jovenes region labelurl labelurl  ; j : 1650. Sim : 0.3703523; No similar. 
 rt fcardioinfantil momento lleva cabo panel medicos urosarionews institucion medicina labelurl  ; j : 1651. Sim : 0.39239788; No similar. 
 rt upbcolombia fotos concierto orquesta sinfonica eafit rindio homenaje upbcolombia upb80anos label; j : 1652. Sim : 0.29704544; No similar. 
 rt fnpiorg festivalgabo toma universidad eafit charla realidad virtual archcomix labelurl  ; j : 1653. Sim : 0.4344324; No similar. 
 rector eafit juan luis mejia resalta importancia pacto global cumplimiento objetivos labelurl  ; j : 1654. Sim : 0.62959665; Baja. 
 incertidumbre politica precede elecciones general domingo espana labelurl labelurl  ; j : 1655. Sim : 0.41707498; No similar. 
 rt cardenasjorgeh juan fernando vargas u rosario logra articulos mas citados economia 5 prestigiosa; j : 1656. Sim : 0.51689285; Baja. 
 panel hacia politica publica proteccion migrantes urosario labelurl  ; j : 1657. Sim : 0.3285326; No similar. 
 video mas do mil postales corbusier exponen base investigacion reflexiones labelurl  ; j : 1658. Sim : 0.29445112; No similar. 
 rt uninoseafit juan luis mejia rector eafit vacabad cofundadora uninoseafit reciben nuevos particip; j : 1659. Sim : 0.520455; Baja. 
 hoy 1100 be unmanizales inaugura nuevo bloque w campus nubia mantillaignacio uncolombia labelurl  ; j : 1660. Sim : 0.40828508; No similar. 
 pueden seguir ceremonia grado programas especializacion directo labelurl labelurl  ; j : 1661. Sim : 0.24219877; No similar. 
 entrevista periodista david rieff hablo papel memoria posconflicto retosdeldespues labelurl  ; j : 1662. Sim : 0.38884598; No similar. 
 cartagena reunidos padres familia jrrodriguezgil habla checklist vida univer labelurl  ; j : 1663. Sim : 0.31627762; No similar. 
 preguntas mas frecuentes prima trabajadores servicio domestico labelurl labelurl  ; j : 1664. Sim : 0.0618313; No similar. 
 analisis proceso general senadores ivanduque velascoluisf lapazesposible labelurl  ; j : 1665. Sim : 0.3627273; No similar. 
 rt danecolombia medellin inauguramos centro datos daneeafit ubicado biblioteca universidad abierto ; j : 1666. Sim : 0.40200874; No similar. 
 rt bienestarsabana manana coro participara canto colectivo paz memoria acompananos cantar paz unis ; j : 1667. Sim : 0.4107001; No similar. 
 tambien educacion debemos enfrentar fenomenos atentan etica jrestrp  ; j : 1668. Sim : 0.42988765; No similar. 
 eafit convierte institucion apoya onu temas especificos desarrollo labelurl  ; j : 1669. Sim : 0.45625544; No similar. 
 rt corprosur paz alianzas eafit responsabilidad compromiso ods antioquiasostenible innoveco proanti; j : 1670. Sim : 0.43073657; No similar. 
 obduliovp habla portafolioco importancia programas sociales incentivar conocimiento labelurl  ; j : 1671. Sim : 0.1250754; No similar. 
 rt hernanolano viernes cdhec 1015 be tarde clase doctorado uaneosos uanetorreon uanemx unisabana de; j : 1672. Sim : 0.27815968; No similar. 
 vive experiencia real emprendimiento base tecnologica 3daystartup labelurl labelurl  ; j : 1673. Sim : 0.11175171; No similar. 
 5 dias ponen eafit pais radar economia mundial juan felipe mejia decano ecofineafit labelurl  ; j : 1674. Sim : 0.66392416; Baja. 
 presidente republica juanmansantos habla inauguracion hospitalun labelurl labelurl  ; j : 1675. Sim : 0.3076051; No similar. 
 rt inguniandes otorgan patente invencion uniandes metodo mide grasa abdominal participo marcela her; j : 1676. Sim : 0.22266543; No similar. 
 eafit lacealames16 debatieron principales problemas economicos mundo labelurl  ; j : 1677. Sim : 0.3065686; No similar. 
 ayer eventos ciclosiete eafit discutieron iniciativas promover buenas practicas ambientales labelur; j : 1678. Sim : 0.27368793; No similar. 
 productividad reto mas importante economia juansrobledo colombiacompite ecofineafit labelurl  ; j : 1679. Sim : 0.34242916; No similar. 
 recuerden manana eafit picoyplacamed aplicara 700 be 400 pm ver mas labelurl  ; j : 1680. Sim : 0.4153272; No similar. 
 rt bienestarsabana miercoles viernes disfruta festival danzas universidades invitadas unisabana lab; j : 1681. Sim : 0.2739275; No similar. 
 incorporar enfoque salud publica principales inter colombia yesid reyes ex min justicia foroungassc; j : 1682. Sim : 0.33212003; No similar. 
 vivo pactoglobal eafit labelurl momentos expone ficogutierrez alcaldiademed  ; j : 1683. Sim : 0.21854909; No similar. 
 eafit red liderazgo juvenil unen educacion 100 estudiantes uraba antioqueno labelurl  ; j : 1684. Sim : 0.36693117; No similar. 
 libro emprendedores crecimiento reto financiacion descarguelo gratis labelurl labelurl  ; j : 1685. Sim : 0.25441614; No similar. 
 listos primer equipo regata ecologica conformado estudiantes usingenieria psicosabana1 labelurl  ; j : 1686. Sim : 0.21430087; No similar. 
 catedra pacto global 2016 sostenibilidad desarrollo empresarial 28 octubre auditorio fundadores lab; j : 1687. Sim : 0.3646566; No similar. 
 conoce informe educacion superior momento decisivo educacion superior america latina caribe labelur; j : 1688. Sim : 0.39292648; No similar. 
 marca construye base valores compartidos empleados clientes aalloza labelurl  ; j : 1689. Sim : 0.017094241; No similar. 
 vamos victoria 2 equipos preparan competir regataecologicausabana usingenieria labelurl  ; j : 1690. Sim : 0.1510998; No similar. 
 rt upbcolombia hoy celebramos upb80anos concierto orquesta sinfonica eafit homenaje familias genera; j : 1691. Sim : 0.4070278; No similar. 
 oficiales policiacolombia graduaron programa gestion estrategica servicio policia eafit labelurl  ; j : 1692. Sim : 0.39188945; No similar. 
 alternativas desplazamiento hacia campus dias estereo picnic labelurl labelurl  ; j : 1693. Sim : 0.31694904; No similar. 
 partir martes 8 agosto pico placa rotara universidad eafit acuerdo programacion labelurl  ; j : 1694. Sim : 0.44917223; No similar. 
 rt fiscaliacol manana realizaremos foro procedimientoabreviado 730am auditorio fundadores eafit med; j : 1695. Sim : 0.5890562; Baja. 
 rt hernanolano hoy martes 24 7pm estare noticiero cristovision hablando nuevo prelado obra opusdeic; j : 1696. Sim : 0.40390497; No similar. 
 manana presentacion libro fernando gonzalez politica ensayo ficcion esperamos casa museo otrapa  ; j : 1697. Sim : 0.62554294; Baja. 
 hoyenelrosario migracion debate prioritario agenda internacional labelurl labelurl  ; j : 1698. Sim : 0.30755523; No similar. 
 eafit da inicio conversatorio libro orden libertad mauricio garcia villegas rector j labelurl  ; j : 1699. Sim : 0.606793; Baja. 
 gracias escoger eafit cumplir suenos juan luis mejia arango rector eafit labelurl  ; j : 1700. Sim : 0.6715266; Media. 
 paz territorial desarrollo regional oportunidad construccion nuevo pais lapazenfoco labelurl  ; j : 1701. Sim : 0.4227186; No similar. 
 mas valioso empresa marca cliente decision estrategica labelurl labelurl  ; j : 1702. Sim : 0.20031074; No similar. 
 rt catmuno aprendiendo clasealacalle brillante amoterocleves ayudan objetos entender historia label; j : 1703. Sim : -0.02850643; No similar. 
 analisis academia panorama crecimiento comercio internacional labelurl cc labelurl  ; j : 1704. Sim : 0.27319282; No similar. 
 gracias eafit confiar ingenieria antioquena luis fernando arboleda findeter livelanguages eafitidio; j : 1705. Sim : 0.50897115; Baja. 
 hoyeneafit partir 200 pm continua foro codigo policia convivencia pueden seguirlo  ; j : 1706. Sim : 0.4602672; No similar. 
 cambio climatica va ahi pensar futuro josephestiglitz elfuturodecolombia  ; j : 1707. Sim : 0.2243131; No similar. 
 rt uniandinosiempr recuerden hoy seran uniandinosiempre rector uniandes miprimerdiaenuniandes label; j : 1708. Sim : 0.5800562; Baja. 
 educacion practica aporta creacion nuevo conocimiento interior empresa educontinuapuj foro universi; j : 1709. Sim : 0.34039903; No similar. 
 francesco ubertini rector universidad bolonia urosario labelurl  ; j : 1710. Sim : 0.43852124; No similar. 
 hoyeneafit empieza jornada dias saludables plazoleta estudiante esperamos 900 be labelurl  ; j : 1711. Sim : 0.57982856; Baja. 
 eafit programa aprendizaje activo invita acompanamiento expertos 31 julio bloque 19414 labelurl  ; j : 1712. Sim : 0.24609; No similar. 
 intercambio posgrado boston conferencia interesa manana boston university unisanana labelurl  ; j : 1713. Sim : 0.5565787; Baja. 
 rt lasallezipa rector unisabana presenta modelo serpilopaga estilo universidad labelurl  ; j : 1714. Sim : 0.343298; No similar. 
 rt oliverrubiom eafit labelurl  ; j : 1715. Sim : 0.3589686; No similar. 
 universidad solo estudia vivir experiencia vida universitaria compartir comunid labelurl  ; j : 1716. Sim : 0.3333153; No similar. 
 rt areametropol universidades obligacion educar medida reconoce valor sosporelaire resaltan foro  ; j : 1717. Sim : 0.30750537; No similar. 
