Modulo nnlm-es-dim128-with-normalization-2
Topicos : comunidadun dia feliz unparatodos mas conoce semana uncolombia video noche dias actividades programacion 
 feliz noche comunidadun deseamos gran final ano 2015 comienzo 2016 lleno mejor somosun uncolombia  ; j : 1. Sim : 0.6217162; Baja. 
 felizjueves decir buenos dias tambien bienestar todossomosbienestar labelurl dirbienestarun bienest; j : 1376. Sim : 0.3815667; No similar. 
 riveracamilaaa buenas tardes favor envianos datos mensaje interno atender solicitud gracias atencio; j : 1377. Sim : 0.39868268; No similar. 
 feliz lunes comunidadun comencemos dia descargando nueva edicion unperiodico labelurl unimedios unp; j : 1378. Sim : 0.67406946; Media. 
 conoce apropiate rede sociales pasos debes seguir tener aval cuenta labelurl  ; j : 1379. Sim : 0.28945124; No similar. 
 simposio celebracion firma acuerdo exclusividad fcardioinfantil urosario labelurl  ; j : 1380. Sim : 0.21152498; No similar. 
 felizlunes comenzamos dia compartiendo ustedes ultimo articulo mantillaignacio elespectador labelur; j : 1381. Sim : 0.5059053; Baja. 
 launpatrimoniodetodos riquezas institucion labelurl orgulloun uncolombia unparatodos via unimedios ; j : 1382. Sim : 0.34226543; No similar. 
 feliz noche unparatodos esperamos sido gran miercoles gracias acompanarnos somosun labelurl  ; j : 1383. Sim : 0.47517914; No similar. 
 comunidadun nuevo articulo rector mantillaignacio elespectador aqui labelurl unparatodos labelurl  ; j : 1384. Sim : 0.33101076; No similar. 
 nueva semana trae nuevo articulo rector mantillaignacio elespectador labelurl unparatodos  ; j : 1385. Sim : 0.4037243; No similar. 
 encuentra canal oficial youtube videos comunica paz untelevision labelurl unimedios  ; j : 1386. Sim : 0.45417473; No similar. 
 comunidadun lunes llega semana investigacion extension innovacion unmedellin programate labelurl  ; j : 1387. Sim : 0.6345951; Baja. 
 djmichaelh queremos saber mas solicitud favor envianos datos mensaje directo remitirla unidad encar; j : 1388. Sim : 0.31580818; No similar. 
 felicitamos toda comunidadun buenos resultados obtenidos auditoria icontec muchas gracias labelurl ; j : 1389. Sim : 0.2906523; No similar. 
 eventos mas importantes desarrollan claustro jrestrp entrega becas suenoser labelurl  ; j : 1390. Sim : 0.288923; No similar. 
 paz reduciria riesgo pais inkamattila directora adjunta pnudcolombia instalacion foro beneficiosdel; j : 1391. Sim : 0.3519396; No similar. 
 hoy unradio25anos estara teatro bogota participando tertulia juglares historias canto vallenato lab; j : 1392. Sim : 0.46684626; No similar. 
 hoy celebramos dia locutor feliz dia acompanan voz 985unradio labelurl  ; j : 1393. Sim : 0.5774329; Baja. 
 terminar dia documentalesun mercurio sol tierra video labelurl untelevision feliz noche  ; j : 1394. Sim : 0.5603595; Baja. 
 arte quinta 2016 expresarte pierdas inauguracion exposicion labelurl labelurl  ; j : 1395. Sim : 0.35111365; No similar. 
 egresadosqueinspiran ano gracias dejar siempre alto nombre eafit labelurl  ; j : 1396. Sim : 0.30042684; No similar. 
 comunidadun lunes pierdas transmision directo transito mercurio labelurl astronomiaoan  ; j : 1397. Sim : 0.5755852; Baja. 
 comencemos celebrar disfrutar sesquicentenarioun cada sedes conforman labelurl  ; j : 1398. Sim : 0.32887188; No similar. 
 conoces temas seran abordados simposio sindrome guillainbarre labelurl labelurl  ; j : 1399. Sim : 0.22621034; No similar. 
 comunidadun unmedellin launtranfomavidas labelurl orgulloun campanaun labelurl  ; j : 1400. Sim : 0.09507419; No similar. 
 urosario pinta color xsalaimartin labelurl economiaencolores aldiaconelnova labelurl  ; j : 1401. Sim : 0.13240223; No similar. 
 comunidadun hoy tambien celebramos culto lectura dia bibliotecologo uncolombia unparatodos labelurl; j : 1402. Sim : 0.59689415; Baja. 
 manana celebraremos dia internacional museos uncolombia conoce programacion labelurl  ; j : 1403. Sim : 0.65359485; Baja. 
 rt biblioeafit continuacion orden alfabetico titulo damos conocer once nominados tercer premio bibl; j : 1404. Sim : 0.24239685; No similar. 
 encuentra programacion unradio25anos aqui labelurl contenidos informacion unparatodos 985unradio  ; j : 1405. Sim : 0.51003706; Baja. 
 rt jrestrp viii encuentro nacional 100 rectores colegios pais doctora beryl levinger aprendizaje tr; j : 1406. Sim : 0.19981046; No similar. 
 comunidadun terminemos dia nueva edicion unperiodico descargala conoce mas labelurl  ; j : 1407. Sim : 0.57372296; Baja. 
 feliz noche comunidadun fin semana recuerda poner practica ecotips ahorraun casa labelurl  ; j : 1408. Sim : 0.6754631; Media. 
 llega semanauniversitariaun actividades programacion unbogota labelurl labelurl  ; j : 1409. Sim : 0.3838439; No similar. 
 juan manuel saravia christian byfield tedxlasaguas vea transmision vivo labelurl labelurl  ; j : 1410. Sim : 0.32660258; No similar. 
 partir jueves simposio internacional derecho ciudad labelurl ieuun camaracomerbog labelurl  ; j : 1411. Sim : 0.18747643; No similar. 
 rt grupoargos asi centroinnovacionargos ejemplo union empresa privada academia labelurl eafit label; j : 1412. Sim : 0.2861165; No similar. 
 rt unbogota video saludo vicerrector jaimefrankyr comunidad universitaria unbogota 2017 labelurl  ; j : 1413. Sim : 0.20869334; No similar. 
 cela piel adentro nueva mirada vida nobel espanol camilo jose cela labelurl labelurl  ; j : 1414. Sim : 0.3559764; No similar. 
 onlymemd saludos lamentamos tiempo atencion puede descargar app turno facil celular t labelurl  ; j : 1415. Sim : 0.47777742; No similar. 
 recomiendo dia escribir editar mejor escribir titulo resumen final texto  ; j : 1416. Sim : 0.34197634; No similar. 
 encuentra programacion unradio descargando nueva app dispositivos moviles 985unradio labelurl  ; j : 1417. Sim : 0.3627255; No similar. 
 encuentra programacion unradio nueva app dispositivos moviles 985unradio unradiomedellin labelurl  ; j : 1418. Sim : 0.3509273; No similar. 
 comunidadun vivio primera semana campus labelurl bienestarbogota labelurl  ; j : 1419. Sim : 0.50997233; Baja. 
 feliz jueves comunidadun gracias ser parte inspiracion diaria deseamos gran dia labelurl  ; j : 1420. Sim : 0.6368173; Baja. 
 quieres ver mas filbo2017 sigue transmision directo labelurl labelurl  ; j : 1421. Sim : 0.41197044; No similar. 
 gente miedo enfermarse si ineficiente sistema salud aordonezm lospresidenciables2018  ; j : 1422. Sim : 0.18836789; No similar. 
 conoce propuestas diferentes grupos universidad feria colectivos labelurl labelurl  ; j : 1423. Sim : 0.14053781; No similar. 
 martes comenzamos unmedellin florece conocimiento launpatrimoniodetodos video labelurl  ; j : 1424. Sim : 0.4367392; No similar. 
 buenasnoches comunidad uncolombia tal comienzo semana esperamos sido gran lunes labelurl  ; j : 1425. Sim : 0.5580646; Baja. 
 hoy click finca mercedes ubicada facultad minas unmedellin video labelurl  ; j : 1426. Sim : 0.2801456; No similar. 
 rt comsabana llegado dia catedraendirecto ulrikakarnborg viene suecia comsabana 830 k  ; j : 1427. Sim : 0.32756144; No similar. 
 andreguerrero buenos dias ocasion contamos stream podras encontrar mas destacado rede sociales  ; j : 1428. Sim : 0.48942986; No similar. 
 2017 celebracion unete conmemoracion sesquicentenarioun video labelurl unparatodos  ; j : 1429. Sim : 0.48938805; No similar. 
 ano recuerda poner practica consejos expresatebien comunicate mejor utilizalos diariamente labelurl; j : 1430. Sim : 0.4343904; No similar. 
 pasado jueves uncolombia presento resultados censo farcep video labelurl pazun labelurl  ; j : 1431. Sim : 0.48024756; No similar. 
 rt cementosargos tourtuitero inauguracion visitado mas 1000 personas externas generando nuevas idea; j : 1432. Sim : 0.42865044; No similar. 
 cambio nacion preocuparse semejantes harry ramos economista 2016 solidaridaduniandes labelurl  ; j : 1433. Sim : 0.24377224; No similar. 
 noche click auditorio principal bloque k unmanizales video labelurl feli labelurl  ; j : 1434. Sim : 0.436667; No similar. 
 prensa libre controlar poder poder controle anacrisrestrepo labelurl  ; j : 1435. Sim : 0.10592899; No similar. 
 rt memoriauniandes feliz diamundialdelmedioambiente dejamos 4 consejos cuidar medioambiente felizlu; j : 1436. Sim : 0.3078111; No similar. 
 comunidadun cuales acciones diarias tener mejor ambiente companeros di culturaun labelurl  ; j : 1437. Sim : 0.5223995; Baja. 
 transmision geografias emocionales trabajadoras sexuales transgenero 500 pm labelurl labelurl  ; j : 1438. Sim : 0.19464418; No similar. 
 comunidadun escoge tematica inter repositorio digital metacampusun video labelurl unparatodos  ; j : 1439. Sim : 0.37072834; No similar. 
 felizjueves bienvenida comunidadun nuevo dia campus universidad somosun labelurl  ; j : 1440. Sim : 0.39016667; No similar. 
 terminemos jueves musica unradio descarga aplicacion llevala todas part 985unradio labelurl  ; j : 1441. Sim : 0.54005456; Baja. 
 comenzamos dia fotogaleria da bienvenida gran comunidadun labelurl labelurl  ; j : 1442. Sim : 0.4286145; No similar. 
 muchas gracias logro toda comunidad universitaria acreditacion8anosunisabana labelurl  ; j : 1443. Sim : 0.12816685; No similar. 
 comunidadun conoces canal oficial youtube labelurl visitalo suscribete unparatodos somosun  ; j : 1444. Sim : 0.341817; No similar. 
 comunidadun conectaste planeta ano ayudanos ahorrar conviertete parte cambi labelurl  ; j : 1445. Sim : 0.4099022; No similar. 
 terminar dia invitamos descargar nueva edicion unperiodico labelurl feliz noche  ; j : 1446. Sim : 0.59291327; Baja. 
 personaliza computador fondos escritorio sesquicentenarioun descargalos aqui labelurl unparatodos  ; j : 1447. Sim : 0.3214161; No similar. 
 comunidadun viernes 4 marzo puedes asistir jornada salud visual unmedellin bloque 50a saludun  ; j : 1448. Sim : 0.50492376; Baja. 
 terminamos dia invitandolos conocer ultima edicion unperiodico leelo aqui labelurl feliz noche  ; j : 1449. Sim : 0.65602326; Baja. 
 conocimiento pasa siempre capaces compartirlo divulgarlo rector jrestrp  ; j : 1450. Sim : 0.14080639; No similar. 
 programateun actividades academicas proxima semana colombia francia uncolombia dreunal labelurl  ; j : 1451. Sim : 0.6836257; Media. 
 programateun hoy visita dr thomas lovejoy enviado especial statedept temas ciencia labelurl  ; j : 1452. Sim : 0.3616652; No similar. 
 momento linsa nilson presenta create selfregulated learners urosario diadelprofesor labelurl  ; j : 1453. Sim : 0.3036073; No similar. 
 propuesta innovadora aprendizaje basado retos rosariogsb labelurl labelurl  ; j : 1454. Sim : 0.08142702; No similar. 
 continuacion tedxlasaguas christian byfield vealo vivo labelurl  ; j : 1455. Sim : 0.28063777; No similar. 
 descarga nueva edicion unperiodico labelurl feliz fin semana comunidadun labelurl  ; j : 1456. Sim : 0.550757; Baja. 
 programateun actividades eventos sede bogota toda comunidadun labelurl unbogota  ; j : 1457. Sim : 0.51150024; Baja. 
 hoyenelrosario simposio neurofibromatosis consulta programacion labelurl labelurl  ; j : 1458. Sim : 0.1908201; No similar. 
 rt hayfestivalesp joeldicker conversacion anacrisrestrepo eafit haymedellin17 conoce mas invitados ; j : 1459. Sim : 0.35318422; No similar. 
 toda colombia launtransformavidas video protesis labelurl unparatodos orgulloun labelurl  ; j : 1460. Sim : 0.31477594; No similar. 
 stefaniarodelo hola favor envianos mensaje directo descripcion inconvenientes datos contacto  ; j : 1461. Sim : 0.42075345; No similar. 
 felizmartes comenzamos dia creyendo diariamente hayrazonesparalapaz video labelurl launpatrimoniode; j : 1462. Sim : 0.50304735; Baja. 
 rt orgulloun cifra historica graduados orgulloun institucionalun labelurl  ; j : 1463. Sim : 0.1786668; No similar. 
 comenzar dia admision uncolombia nuevo articulo mantillaignacio labelurl  ; j : 1464. Sim : 0.58126724; Baja. 
 comienza presentacion fondo rodrigo botero firma acuerdo entendimiento estudios desarrollo fedesarr; j : 1465. Sim : 0.30214188; No similar. 
 bojaya votamos 96 si teniamos todas razones votar padre antun ramos lapazesposible  ; j : 1466. Sim : 0.29074278; No similar. 
 toda ciudadania invitada participar jueves actualizacion politica publica mujer labelurl  ; j : 1467. Sim : 0.46673232; No similar. 
 estudiantes econurosario comparten rector jrestrp conversandoconjosemanuel siguelo urosarioradio la; j : 1468. Sim : -0.055575512; No similar. 
 invitados cierre catedra sesquicentenarioun rueda prensa unimedios nobelprize bienvenid labelurl  ; j : 1469. Sim : 0.37683234; No similar. 
 felizlunes comencemos semana nueva edicion unperiodico labelurl feliz dia labelurl  ; j : 1470. Sim : 0.59408635; Baja. 
 forma parte equipo comercial editorialur filbogota conoce detalles labelurl labelurl  ; j : 1471. Sim : 0.24508123; No similar. 
 importante educar ser bienser adela cortina integridadeafit labelurl  ; j : 1472. Sim : 0.13072643; No similar. 
 consulta agenda panelistas invitados foro beneficiosdelapaz urosario labelurl labelurl  ; j : 1473. Sim : 0.19706324; No similar. 
 rt cementosargos grupoargos centroargosinnovacion contamos varios laboratorios adelantar desarrollo; j : 1474. Sim : 0.21415196; No similar. 
 descarga nueva edicion unperiodico enterate investigaciones noticia labelurl unparatodos  ; j : 1475. Sim : 0.4842154; No similar. 
 buenas noches comunidadun terminemos dia musica unradio labelurl unparatodos labelurl  ; j : 1476. Sim : 0.61144686; Baja. 
 comunidadun comencemos jueves musica dela unradio escuchala labelurl unparatodos 985unradio  ; j : 1477. Sim : 0.46551105; No similar. 
 estudiantes unbogota viajan exterior adelantar estudios ori labelurl feliz fin labelurl  ; j : 1478. Sim : 0.20809229; No similar. 
 programateun asiste visita guiada museodearteun prox martes 500 pm info labelurl  ; j : 1479. Sim : 0.45559055; No similar. 
 comunidadun descarga edicion diciembre unperiodico conoce mas informacion unparatodos labelurl unim; j : 1480. Sim : 0.65300435; Baja. 
 conoce declaraciones mas destacadas protagonistas foro lapazesposible labelurl labelurl  ; j : 1481. Sim : 0.34681857; No similar. 
 noche dialogomayortv recorrido historia urosario pierdas labelurl labelurl  ; j : 1482. Sim : 0.33132172; No similar. 
 comunidadun comenzar gran dia informacion nueva edicion unperiodico labelurl  ; j : 1483. Sim : 0.5704744; Baja. 
 conoce mas distincion reconoce procesos docencia dinamica servicios empleabilidad labelurl  ; j : 1484. Sim : 0.34084252; No similar. 
 hoy partir 1200 m pierdas transmision directo inauguracion hospital universitario labelurl  ; j : 1485. Sim : 0.50827557; Baja. 
 cultura paz replica aulas uncolombia labelurl unmanizales dias labelurl  ; j : 1486. Sim : 0.41710898; No similar. 
 invitamos celebracion fiesta primavera ano gallo 2017 entrada libre programacion labelurl  ; j : 1487. Sim : 0.5626332; Baja. 
 buenos dias hoy manizales seminariospapaunisabana episcopadocol labelurl  ; j : 1488. Sim : 0.5723443; Baja. 
 comunidadun comencemos viernes musica dela unradio escuchala labelurl unparatodos 985unradio  ; j : 1489. Sim : 0.47298172; No similar. 
 recuerda descargar papeleria personalizar computador fondos escritorio sesquicentenarioun labelurl ; j : 1490. Sim : 0.24513768; No similar. 
 muchas razones sentirnos orgullos video labelurl launpatrimoniodetodos feliz noche  ; j : 1491. Sim : 0.4522801; No similar. 
 nuevos 45 libros libros fondo editorial eafit resaltan produccion academica comunidad eafitense lab; j : 1492. Sim : 0.17453903; No similar. 
 comunidadun sigue transmision directo balance social 2015 uncolombia labelurl launcuenta unparatodo; j : 1493. Sim : 0.42069313; No similar. 
 felizmiercoles visit campus unbogota recuerda mejoras labelurl labelurl  ; j : 1494. Sim : 0.21204446; No similar. 
 do lugares mismo tiempo gracias museo nacional labelurl labelurl  ; j : 1495. Sim : 0.26575354; No similar. 
 universidad andes busca auxiliares telemercadeo mas informacion seleccionypromocionuniandeseduco la; j : 1496. Sim : 0.34372392; No similar. 
