Modulo nnlm-es-dim128-with-normalization-2
Topicos : favor gracias mensaje cuentanos detalles escribirnos directo ayudarte ocurrido dm numero informacion sfcsupervisor 
 carlsua carlos favor envianos datos dm nombre completo cedula telefono comunicarnos contigo buen di; j : 1. Sim : 0.72291136; Media. 
 defelopez federico permitenos ayudarte envianos dm consulta junto datos cotacto quedamos atentos  ; j : 2462. Sim : 0.54993474; Baja. 
 alvarohgallego hola alvaro gracias comentarios positivos trabajando sigas buena experiencia  ; j : 2463. Sim : 0.5815468; Baja. 
 juangfernandez buenos dias juangfernandez gracias informarnos situacion cada dia trabajamos labelur; j : 2464. Sim : 0.483697; No similar. 
 epitafiuz envianos datos dm contactarte  ; j : 2465. Sim : 0.54192543; Baja. 
 didiercristanch hola didiercristanch cuentanos favor mas detalles ocurrido mensaje directo si l lab; j : 2466. Sim : 0.7467232; Media. 
 vagon2 buenas tardes agradecemos comentarios cuenta pro mejorar servicio saludos  ; j : 2467. Sim : 0.496236; No similar. 
 hola cilomeca comunicado contigo via mensaje directo  ; j : 2468. Sim : 0.63148564; Baja. 
 alvaro43962325 hola alvaro43962325 gracias escribirnos amplianos favor informacion ocurrid labelurl; j : 2469. Sim : 0.6057068; Baja. 
 amstereo hola amstereo queremos ayudarte favor compartenos numero cedula mensaje directo cue labelu; j : 2470. Sim : 0.680566; Media. 
 jdcs28 hola juan comunicamos dm contigo porvenirteresponde  ; j : 2471. Sim : 0.48339695; No similar. 
 elkinstinto hola elkinstinto alegra saludarte queremos conocer mas detalles sucedido ayudarte label; j : 2472. Sim : 0.6334464; Baja. 
 panducastanoo hola panducastanoo lamentamos molestias confirmanos mensaje directo si solicitud labe; j : 2473. Sim : 0.52798873; Baja. 
 vickyjaneth3 hola vickyjaneth3 alegra saludarte queremos conocer mas detalles sucedido ayudarte lab; j : 2474. Sim : 0.62679577; Baja. 
 mariialepz hola mariialepz alegra saludarte queremos conocer mas detalles sucedido ayudarte r label; j : 2475. Sim : 0.5931312; Baja. 
 veache hola victor gracias escribirnos revisar caso area encargada escribenos favor po labelurl  ; j : 2476. Sim : 0.6459154; Baja. 
 andresmania video proyectado asamblea accionistas grupo aval yosoyaval bancosaval aval grupoaval la; j : 2477. Sim : 0.31681615; No similar. 
 jangordillo23jg jangordillo23jg contamos gestionando consulta traves mensaje directo labelurl  ; j : 2478. Sim : 0.5630471; Baja. 
 kiyomfc horario oficina 830 be 330 pm saludos  ; j : 2479. Sim : 0.31792992; No similar. 
 esenderista hola esenderista alegra saludarte queremos conocer mas detalles sucedido ayudarte label; j : 2480. Sim : 0.6156184; Baja. 
 dianatorresh alegra tenerte rede sociales favor indicanos consulta mensaje directo pa labelurl  ; j : 2481. Sim : 0.5692566; Baja. 
 berthicacc hola berthis permitenos ayudarte escribenos favor dm alli solicitaremos datos adic label; j : 2482. Sim : 0.6171232; Baja. 
 zapataflavor hola zapataflavor queremos ayudarte compartenos mensaje directo tipo producto labelurl; j : 2483. Sim : 0.61206025; Baja. 
 luisgerardos72 gerardo manejamos informacion dirigida clientes bancos manejamos informacion accioni; j : 2484. Sim : 0.3580209; No similar. 
 alejaqnk hola aleja ofrecemos disculpas ocasiones congestionan lineas cuentanos dm podemos colabora; j : 2485. Sim : 0.5530853; Baja. 
 dpaez71 proteccion fondosdepension actualidadpanam hola diego gracias elegirnos fondo pension label; j : 2486. Sim : 0.5006228; Baja. 
 alejoflorezv hola alejoflorezv gracias escribirnos cuentanos favor mas detalles ocurrido m labelurl; j : 2487. Sim : 0.7656116; Media. 
 jrodriguezs72 hola jrodriguezs72 gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 2488. Sim : 0.75470364; Media. 
 kikebetancourt hola kikebetancourt gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 2489. Sim : 0.725226; Media. 
 ceciliaacost1 hola ceciliaacost1 gracias escribirnos cuentanos favor mas detalles ocurrido labelurl; j : 2490. Sim : 0.7295873; Media. 
 gerardoconcha2 hola gerardoconcha2 gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 2491. Sim : 0.74937886; Media. 
 lorenaramireztw hola lorenaramireztw gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 2492. Sim : 0.71741253; Media. 
 contactovalle hola contactovalle gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 2493. Sim : 0.7176399; Media. 
 cajamarcaruiz hola cajamarcaruiz gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 2494. Sim : 0.7516198; Media. 
 dianisfigueroa hola dianisfigueroa gracias escribirnos cuentanos favor mas detalles ocurrido p labe; j : 2495. Sim : 0.6584245; Baja. 
 alejosantos2015 hola alejosantos2015 gracias escribirnos cuentanos favor mas detalles ocurrido labe; j : 2496. Sim : 0.78324103; Media. 
 juliocgomezro hola juliocgomezro gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 2497. Sim : 0.7335263; Media. 
 paohenriquez06 hola paohenriquez06 gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 2498. Sim : 0.746415; Media. 
 eliasthunder80 hola eliasthunder80 gracias escribirnos cuentanos favor mas detalles ocurrido labelu; j : 2499. Sim : 0.7118972; Media. 
 sarapenayanez hola sarapenayanez gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 2500. Sim : 0.706802; Media. 
 mariacabotero hola mariacabotero gracias escribirnos cuentanos favor mas detalles ocurrido m labelu; j : 2501. Sim : 0.7354343; Media. 
 alejoalvarezrod hola alejoalvarezrod gracias escribirnos cuentanos favor mas detalles ocurrido p la; j : 2502. Sim : 0.70000446; Media. 
 karencitaparejo bancolombia hola karencitaparejo gracias escribirnos cuentanos favor mas detalles l; j : 2503. Sim : 0.6850044; Media. 
 kturro28 hola kturro28 gracias escribirnos indicanos favor mensaje directo ciudad zona t labelurl  ; j : 2504. Sim : 0.6405131; Baja. 
 weycast hola weycast favor siguenos podernos comunicar mensaje directo contigo modo poder resolver ; j : 2505. Sim : 0.6483986; Baja. 
 lauramo77271297 lauramo77271297 lamentamos ocurrido favor indicanos sucursal encontrabas labelurl  ; j : 2506. Sim : 0.3435343; No similar. 
 donjuanvet hola donjuanvet quremos ayudarte indicanos mensaje directo numero cedula mas detalles q ; j : 2507. Sim : 0.70913994; Media. 
 monterialcaldia gracias banco occidente donarnos bicicletas programa pedaleando hacia suenos oficin; j : 2508. Sim : 0.31453687; No similar. 
 alvaring hola alvaro escribenos interno poder colaborarte caso  ; j : 2509. Sim : 0.30514303; No similar. 
 nelsonalvarado hola nelsonalvarado alegra saludarte contamos gestionando consulta labelurl  ; j : 2510. Sim : 0.40037447; No similar. 
 soyluka teletoncolombia felipe19noy gracias unirte recuerda mas seguidores don mas sera ap labelurl; j : 2511. Sim : 0.39767846; No similar. 
 hidalgorandy enterco absolutamente errado afirmar bancorepublica utiliza bitcoins operaciones label; j : 2512. Sim : 0.12922882; No similar. 
 32c7af5b71ca4e2 tuitbdb hola debe solicitarlo oficina radicacion productos kiosko mas cercano  ; j : 2513. Sim : 0.5002834; Baja. 
 anitavalencia hola ana escribenos favor dm alli pediremos datos adicionales revisar c labelurl  ; j : 2514. Sim : 0.599762; Baja. 
 animate buscar doble famoso gana 8 entradas dobles fep2018 doblesbdb rev labelurl  ; j : 2515. Sim : 0.3135575; No similar. 
 seru15 hola cdlm favor escribenos mensaje interno alli solicitaremos datos adicionales rev labelurl; j : 2516. Sim : 0.6783668; Media. 
 cristianbmusic hola cristianbmusic alegra saludarte queremos saber mas detalles ayudarte resolver t; j : 2517. Sim : 0.5805076; Baja. 
 gonzalezcalejo hola gonzalezcalejo alegra saludarte queremos saber mas detalles ayudarte resolver t; j : 2518. Sim : 0.57165384; Baja. 
 josselin0512 josselin cuentanos dm podemos colaborar quedamos atentos  ; j : 2519. Sim : 0.49738953; No similar. 
 lucholebron2013 sfcsupervisor sicsuper hola lucholebron2013 gracias escribirnos cuentanos favor mas; j : 2520. Sim : 0.6870324; Media. 
 lacretina hola lupita alegra saludarte cuentanos mas detalles sucedido mensaje directo ayuda labelu; j : 2521. Sim : 0.740957; Media. 
 jdtorrespal comunicamos interno contigo muchas gracias  ; j : 2522. Sim : 0.41508195; No similar. 
 diegocotacio sfcsupervisor hola diegocotacio gracias escribirnos cuentanos favor mas detalles label; j : 2523. Sim : 0.7041341; Media. 
 heisembergel sfcsupervisor hola heisembergel gracias escribirnos cuentanos favor mas detalles label; j : 2524. Sim : 0.73781604; Media. 
 adun hola gracias contarnos experiencia favor dejanos datos mensaje hacer reporte saludos  ; j : 2525. Sim : 0.7314236; Media. 
 jorgearmandoo hola jorge armando revisar caso area encargada escribenos favor mensaje labelurl  ; j : 2526. Sim : 0.5665626; Baja. 
 andresburiti1 hola andresburiti1 disculpanos molestias queremos mejorar experiencia labelurl  ; j : 2527. Sim : 0.4000489; No similar. 
 jimenh hola hernan cuentanos dm podemos colaborar quedamos atentos  ; j : 2528. Sim : 0.60983807; Baja. 
 thiiago0823 sfcsupervisor hola thiiago0823 gracias escribirnos cuentanos favor mas detalles labelur; j : 2529. Sim : 0.72046477; Media. 
 lucholebron2013 sfcsupervisor hola lucholebron2013 gracias escribirnos cuentanos favor mas detalles; j : 2530. Sim : 0.748723; Media. 
 medellin seminariodeeconomia 199 coordinacion beneficio nointencionado evidencia laboratorio c labe; j : 2531. Sim : 0.31454027; No similar. 
 kalabazaavila sfcsupervisor hola kalabazaavila gracias escribirnos cuentanos favor mas detalles lab; j : 2532. Sim : 0.7002259; Media. 
 adalidjusticia ecopetrolsa frente dano ecologico precedentes digamos hizo flamante maria juliana al; j : 2533. Sim : 0.36212513; No similar. 
 jmuvdy lifemiles hola jmuvdy gracias escribirnos cuentanos favor mas detalles ocurrido mens labelur; j : 2534. Sim : 0.67389864; Media. 
 jhroddriguez hola jhroddriguez gusto saludarte indicanos mensaje directo numero cedula revis labelu; j : 2535. Sim : 0.63857615; Baja. 
 maltescut1 arranca negiciacion pliego peticiones usofrenteobrerogobivanduque db estigmatizar costo ; j : 2536. Sim : 0.19011304; No similar. 
 libardolopezv alegra saludarte libardolopezv envianos mensaje directo numero cedula podremo labelur; j : 2537. Sim : 0.6794457; Media. 
 informesobreinflacion fuentes volatilidad provienen resurgimiento barreras arancelarias prec labelu; j : 2538. Sim : 0.26412845; No similar. 
 juankbucaro tatianab84 colombiaitau hola juan carlos permitenos ayudarte amplianos favor detalles l; j : 2539. Sim : 0.5439221; Baja. 
 zojker17 hola john ayudarte solicitud escribenos favor mensaje interno alli solicitare labelurl  ; j : 2540. Sim : 0.58124423; Baja. 
 anibalcamargo sicsuper hola anibalcamargo favor indicanos numero cedula mensaje directo podremo lab; j : 2541. Sim : 0.5417751; Baja. 
 normita07 hola norma ocasiones lineas congestionan escribenos favor dm quedamos atentos  ; j : 2542. Sim : 0.5536038; Baja. 
 ouchs hola tanita ayudarte solicitud escribenos favor mensaje interno alli solicitarem labelurl  ; j : 2543. Sim : 0.59358466; Baja. 
 sargut751 bluradiocali hola sara permitenos ayudarte escribenos favor interno revisar caso labelurl; j : 2544. Sim : 0.53934467; Baja. 
 javbamar sicsuper sfcsupervisor hola javbamar cuentanos favor inbox detalles ocurrido vali labelurl; j : 2545. Sim : 0.627638; Baja. 
 negrota sfcsupervisor paola lamentamos inconvenientes ocasionados recuerda canal siempre est labelu; j : 2546. Sim : 0.37768456; No similar. 
 jfernel1 oficialhassam hola jfernel1 gusto saludarte indicanos mensaje directo numero cedula m labe; j : 2547. Sim : 0.5517862; Baja. 
 gmunozduque alegre leerte gmunozduque verificar cuentas favor indicanos numero ce labelurl  ; j : 2548. Sim : 0.55923164; Baja. 
 chajinom hola chajinom gracias escribirnos cuentanos favor mas detalles ocurrido mensaje directo fe; j : 2549. Sim : 0.8101539; Media. 
 emiliohenaob escribenos mensaje directo quedamos atentos  ; j : 2550. Sim : 0.5592268; Baja. 
 jje gerente general bancorepublica corta cinta simboliza inauguracion galeriaeldorado bogel labelur; j : 2551. Sim : 0.23734614; No similar. 
 guille9026 cgrcolombia hola guille9026 gracias escribirnos cuentanos favor mas detalles ocurri labe; j : 2552. Sim : 0.66986907; Baja. 
 bluedocer aportesenlinea hola bluedocer queremos ayudarte favor escribenos interno numero cedula la; j : 2553. Sim : 0.638142; Baja. 
 jorgeor81 aeromexico sicresponde hola jorgeor81 gracias escribirnos favor indicanos numero ced labe; j : 2554. Sim : 0.5328963; Baja. 
 sergioacosta101 yolandaruizce hola sergio favor siguenos podernos comunicar dm contigo colaborart l; j : 2555. Sim : 0.5786598; Baja. 
 trabajamos mejorar cada dia labelurl  ; j : 2556. Sim : 0.32392767; No similar. 
 leonvergar sfcsupervisor hola leonvergar queremos ayudarte favor compartenos numero cedula mens lab; j : 2557. Sim : 0.5428139; Baja. 
 adrisalazar769 hola adrisalazar769 contactamos via mensaje directo atender caso feliz dia  ; j : 2558. Sim : 0.6006734; Baja. 
 williamabacho hola williamabacho alegra saludarte queremos conocer mas detalles sucedido ayudar lab; j : 2559. Sim : 0.5908597; Baja. 
 porunplanetaazul recuerda separar desechos diferentes bolsas color azul amarillo blanco verde gris ; j : 2560. Sim : 0.10983252; No similar. 
 boyacaconectada agradecemos reporte ratificamos compromiso resolver situacion saludos  ; j : 2561. Sim : 0.48971036; No similar. 
 cecastaneda genios confunden servicio publico esencial servicio economicamente importantenla huelga; j : 2562. Sim : 0.26230574; No similar. 
 miguelportela axacolpatria hola miguel amplianos favor informacion ocurrido dm quedamos atentos  ; j : 2563. Sim : 0.6550215; Baja. 
 juanc80 sfcsupervisor hola juan comunicate interno asi podremos brindarte mejor servicio  ; j : 2564. Sim : 0.56477493; Baja. 
 untuitdecente hola untuitdecente tambien alegra saludarte cuentanos consulta mensaje directo podre ; j : 2565. Sim : 0.62694424; Baja. 
 nicolascuervop equipoporvenir2019 porveniroficial avancemosjuntos atletismo mediamaratonbog labelur; j : 2566. Sim : -0.12377933; No similar. 
 juliabad89 hola juliana ofrecemos disculpas ocasiones lineas congestionan cuentanos labelurl  ; j : 2567. Sim : 0.5548295; Baja. 
 diegoamendoza hola diegoamendoza queremos ayudarte validar caso indicanos favor num labelurl  ; j : 2568. Sim : 0.51034325; Baja. 
 juandavidsanabr sfcsupervisor hola juandavidsanabr gracias escribirnos bloqueado solo labelurl  ; j : 2569. Sim : 0.5081903; Baja. 
 gabytc81 hola gabytc81 gracias escribirnos indicanos numero cedula mensaje directo ayudarem labelur; j : 2570. Sim : 0.604973; Baja. 
 hijodepinkfloyd hola hijodepinkfloyd gracias escribirnos queremos mejorar experiencia favor cuenta ; j : 2571. Sim : 0.56533796; Baja. 
 maribetancourth hola maribetancourth gracias escribirnos queremos mejorar experiencia favor cuenta ; j : 2572. Sim : 0.508038; Baja. 
 alexmauricio255 alexmauricio255 gracias escribirnos compartir experiencia creer po labelurl  ; j : 2573. Sim : 0.576951; Baja. 
 melissaaltahona hola melissaaltahona lamentamos molestias gestionando consulta mensaje di labelurl ; j : 2574. Sim : 0.42447942; No similar. 
 fledesma12 movistarco fiscaliacol hola fledesma12 gracias escribirnos agradecemos informacion label; j : 2575. Sim : 0.62798434; Baja. 
 ccacereso libertysegcol hola carlos respondimos dm quedamos atentos  ; j : 2576. Sim : 0.44799587; No similar. 
 hernandodelaros mensaje cuentanos caso profundidad ayudarte saludos  ; j : 2577. Sim : 0.6859367; Media. 
 cristianmejiia hola cristianmejiia gracias escribirnos contamos gestionando consult labelurl  ; j : 2578. Sim : 0.4548158; No similar. 
 marioandressua3 hola marioandressua3 gracias escribirnos contamos gestionando consult labelurl  ; j : 2579. Sim : 0.4933136; No similar. 
 thevalderramax gracias notificarnos error pasaremos informacion area encargada poder solucionar pro; j : 2580. Sim : 0.49492425; No similar. 
 dianacgut hola favor comunicate medio labelurl cuentanos cajero problema quedamos atentos  ; j : 2581. Sim : 0.61113214; Baja. 
 makotokino7 sfcsupervisor hola makotokino7 comunicamos mensaje directo contigo  ; j : 2582. Sim : 0.6282224; Baja. 
 donconchito diego enviaremos respuesta mensaje directo  ; j : 2583. Sim : 0.5491141; Baja. 
 unbadulaque hola john jairo alegra saludarte queremos conocer mas detalles sucedido ayudarte r labe; j : 2584. Sim : 0.59018314; Baja. 
 carlosrami77 hola carlosrami77 alegra saludarte confirmamos horario adicional sucursal labelurl  ; j : 2585. Sim : 0.3367614; No similar. 
 eruinvb hola eruinvb alegra saludarte queremos conocer mas detalles sucedido ayudarte resolve label; j : 2586. Sim : 0.6450998; Baja. 
 lauragonsaenz hola lauragonsaenz alegra saludarte queremos conocer mas detalles sucedido revisa lab; j : 2587. Sim : 0.5684516; Baja. 
 edisonfm sfcsupervisor pfrobledo quinterocalle hola edisonfm primera hoja extracto cambio labelurl ; j : 2588. Sim : 0.29206333; No similar. 
 cmoralesan alegra tenerte rede sociales gestionando consulta mensaje directo labelurl  ; j : 2589. Sim : 0.5881011; Baja. 
 ramagave1982 alegra tenerte rede sociales gestionando consulta mensaje directo labelurl  ; j : 2590. Sim : 0.59952754; Baja. 
