Modulo nnlm-es-dim128-with-normalization-2
Topicos : informe diario inconvenientes 2018 2017 eeuu ofrecemos disculpas 2016 2014 2015 inflacion marzo 
 informe diario mayo 26 2015 ordenes bienes durables eeuu caen 05 mm abril revierten alza marzo labe; j : 1. Sim : 0.61689544; Baja. 
 christianmfc hola christianmfc ofrecemos disculpas inconvenientes cuentanos favor mas detalle label; j : 1851. Sim : 0.3232955; No similar. 
 informesobreinflacion juanjoseechavarria haga preguntas llamando costo 01 8000 963949 labelurl  ; j : 1852. Sim : 0.21547195; No similar. 
 soyandrejo pasado hermoso vengan abrigaditos nfepconaval bancosaval labelurl  ; j : 1853. Sim : 0.079550005; No similar. 
 informe diario febrero 16 2016 standard amp  ; j : 1854. Sim : 0.53394264; Baja. 
 informe semanal octubre 18 2016 contribucion publicanlabelurl  ; j : 1855. Sim : 0.51337266; Baja. 
 top3deimpactoeconomicon1economia japon recupera cuarto trimestre 2018n2economia alemana labelurl  ; j : 1856. Sim : 0.19722973; No similar. 
 informe semanal agosto 25 2014 perder ganar labelurl  ; j : 1857. Sim : 0.41653487; No similar. 
 tras anuncio banco central lira turca subio 15 puntos porcentuales 1925 ampl labelurl  ; j : 1858. Sim : 0.2343412; No similar. 
 usometa sigue acciones demostro injusto acuerdo 01 1977 ecopetrol patrocina politica antisindical  ; j : 1859. Sim : 0.30188504; No similar. 
 informe semanal enero 15 2018 camino mas despejado labelurl  ; j : 1860. Sim : 0.38653445; No similar. 
 informe diario enero 12 2016 vacantes ubicaron 543 millones noviembre segun encuesta joltslabelurl ; j : 1861. Sim : 0.6053636; Baja. 
 porvenir compartimos 12 tip financieros 2017 labelurl  ; j : 1862. Sim : 0.27709517; No similar. 
 informe diario noviembre 14 2018 fitch mantiene calificacion crediticia colombia bbbnlabelurl  ; j : 1863. Sim : 0.607364; Baja. 
 finales 2017 deficit gobierno ubico 36 pib saldo deuda 448 pib depreci labelurl  ; j : 1864. Sim : 0.5162207; Baja. 
 informe renta fija febrero 6 2015 realmente atractivos labelurl  ; j : 1865. Sim : 0.29494283; No similar. 
 informe semanal enero 27 2014 bailan tango labelurl  ; j : 1866. Sim : 0.3558764; No similar. 
 informe semanal febrero 10 2014 buen emergente labelurl  ; j : 1867. Sim : 0.3096629; No similar. 
 juritto sfcsupervisor dndconsumidor rcnradio citytv revistasemana portafolioco hola ale favor ampli; j : 1868. Sim : 0.20900005; No similar. 
 informe renta variable diciembre 1 2017 media maquinanlabelurl  ; j : 1869. Sim : 0.40492073; No similar. 
 andrespardoa ahora esperamos bancorepublica suba tasa inter 7 semestre 025 pts cada mes mayo labelu; j : 1870. Sim : 0.24225062; No similar. 
 informe semanal diciembre 4 2017 eeuu pasito pasitonlabelurl  ; j : 1871. Sim : 0.5461753; Baja. 
 andrespardoa eurozona inflacion desacelera agosto bajando 03 04 julio  ; j : 1872. Sim : 0.49597505; No similar. 
 informe diario noviembre 9 2015 confianza inversionista recupero eurozona noviembre segun sentix la; j : 1873. Sim : 0.5866826; Baja. 
 informe diario noviembre 3 2016 decisiones monetarias brexit reino unidonlabelurl  ; j : 1874. Sim : 0.51147556; Baja. 
 informe semanal enero 29 2018 almuerzo gratisnlabelurl  ; j : 1875. Sim : 0.44176257; No similar. 
 informe diario marzo 26 2019 feed reduciria duracion bonos balance generalnlabelurl  ; j : 1876. Sim : 0.54544014; Baja. 
 conozca reportesdelemisor resultados encuesta expectativas correspondiente mes enero 2018 labelurl ; j : 1877. Sim : 0.4248151; No similar. 
 feed mantiene tasa 02505 comunicado optimista expectativas aumento dic ubican 466 labelurl  ; j : 1878. Sim : 0.19927113; No similar. 
 eventosclavedelajornadaneeuu 900 pedidos bienes fabrica junnchina 2045 indice pmi servic labelurl  ; j : 1879. Sim : 0.1917396; No similar. 
 informe diario abril 11 2018 feed seguira ajustando gradualmente politica monetarianlabelurl  ; j : 1880. Sim : 0.57650506; Baja. 
 andrespardoa argentina presidenta coqueteo nueva cesacion pagos deuda publica final mes labelurl  ; j : 1881. Sim : 0.25359863; No similar. 
 informe semanal agosto 10 2015 aprovechar ganado labelurl  ; j : 1882. Sim : 0.38967305; No similar. 
 puli89 bcooccidente hola puli89 ofrecemos disculpas inconvenientes cuentanos favor mas detal labelu; j : 1883. Sim : 0.24519034; No similar. 
 pensaste cesantias pueden ayudar lograr propositos 2017 conseguir prosperidad labelurl  ; j : 1884. Sim : 0.13168243; No similar. 
 inalde ameisel explico mayo evidencia recuperacion precios internacionales petr labelurl  ; j : 1885. Sim : 0.38941061; No similar. 
 informe diario septiembre 20 2017 feed iniciara desmonte activos octubrenlabelurl  ; j : 1886. Sim : 0.4547315; No similar. 
 nelsonaugus hola ninfa realizaste proceso pension sobreviviencia lugar encuentras  ; j : 1887. Sim : 0.15560792; No similar. 
 lunes diciembre viven diferente comienza dia laboral organizando prioridades evaluando t labelurl  ; j : 1888. Sim : 0.31962427; No similar. 
 indice precios consumidor ipc japon marzo presento incremento 11 aa ubicandose linea labelurl  ; j : 1889. Sim : 0.5301447; Baja. 
 informe diario enero 17 2017 reino unido anuncia plan salir union europeanlabelurl  ; j : 1890. Sim : 0.5389805; Baja. 
 informe inflacion diciembre 15 2016 correcciones siguen faltan nlabelurl  ; j : 1891. Sim : 0.5301394; Baja. 
 eldiegocrea hola diego escalamos inquietud referente actual lineas telefonicas labelurl  ; j : 1892. Sim : 0.21232055; No similar. 
 informe diario febrero 19 2014 minutas feed miembros propusieron previsibilidad recorte compras lab; j : 1893. Sim : 0.46230224; No similar. 
 informe semanal febrero 9 2015 cuentas extremas labelurl  ; j : 1894. Sim : 0.4695947; No similar. 
 informe semanal marzo 31 2014 peso pesado labelurl  ; j : 1895. Sim : 0.28358302; No similar. 
 informe diario noviembre 27 2018 cae confianza consumidor eeuu junionlabelurl  ; j : 1896. Sim : 0.57146716; Baja. 
 adolfomeisel senala siglo xx colombia mejoro condiciones vida poblacion considerablem labelurl  ; j : 1897. Sim : 0.3360848; No similar. 
 informe diario agosto 4 2014 dane informo ipp registro disminucion 023 mm julio labelurl  ; j : 1898. Sim : 0.59596705; Baja. 
 informe diario octubre 27 2014 confianza empresas alemania cae sexta vez 1032 puntos octubre labelu; j : 1899. Sim : 0.43176875; No similar. 
 jaocampo politica fiscal efecto contraccionista labelurl  ; j : 1900. Sim : 0.24228631; No similar. 
 bogota restaurant week mejores platos mejores precios labelurl labelurl  ; j : 1901. Sim : 0.17897478; No similar. 
 informe semanal septiembre 8 2014 eurozona querer poder labelurl  ; j : 1902. Sim : 0.41965768; No similar. 
 frangel25 ecopetrolsa gracias precision esperemos resultados precision  ; j : 1903. Sim : 0.15905449; No similar. 
 evaluar anterior balance riesgos jdbr reuniones agosto octubre considero conveniente reducir tasa d; j : 1904. Sim : 0.36315256; No similar. 
 andrespardoa colombia produccion industrial crecio 16 ventas crecieron 41 feb2014segun encuesta eoi; j : 1905. Sim : 0.3360568; No similar. 
 informe anual corficolombiana diciembre 7 2016 proyecciones 2017 ajuste cuentas labelurl labelurl  ; j : 1906. Sim : 0.48160547; No similar. 
 informe semanal octubre 5 2015 cambio cambiario labelurl  ; j : 1907. Sim : 0.4801096; No similar. 
 conozca acciones internacionales beneficiaron portafolios pension voluntarias colombia nlabelurl  ; j : 1908. Sim : 0.16544265; No similar. 
 seminario cede economiauandes adolfomeisel codirector banrep senala siglo xx colombia labelurl  ; j : 1909. Sim : 0.288228; No similar. 
 informe diario junio 26 2018 eeuu pide mundo dejar comprar petroleo iraninlabelurl  ; j : 1910. Sim : 0.53984404; Baja. 
 informe semanal abril 2 2018 parte tranquilidadnlabelurl  ; j : 1911. Sim : 0.38459316; No similar. 
 informe diario febrero 9 2015 mercados expectativa reunion ministros finanzas europa labelurl  ; j : 1912. Sim : 0.5884094; Baja. 
 tuboletanews labellaylabestia magico musical broadway bogota presenta misi naprovecha 30 dcto clien; j : 1913. Sim : 0.2196264; No similar. 
 workingpaper 1024 by luis arango javier pantoja and carlos velasquez labelurl nlet us know what you; j : 1914. Sim : 0.19242801; No similar. 
 sensacion llevaron ultima empanada reaccionesaval labelurl  ; j : 1915. Sim : 0.19032036; No similar. 
 informe semanal marzo 13 2017 escenario moderadonlabelurl  ; j : 1916. Sim : 0.51815766; Baja. 
 uranrigoberto invitados conversatorio creoenmi persona siempre creyo labelurl  ; j : 1917. Sim : 0.22476584; No similar. 
 andrespardoa proposito revision proyecciones fiscales colombia sabe funciona regla fiscal explico a; j : 1918. Sim : 0.37102732; No similar. 
 andrespardoa proposito publicacion proyecciones fiscales colombia sabe funciona regla fiscal explic; j : 1919. Sim : 0.3998457; No similar. 
 andrespardoa banco central europeo da paso radical european central bank take radical step labelurl; j : 1920. Sim : 0.043999553; No similar. 
 regreso universidad tres tip ayudaran comenzar vida universitaria menos deudas  ; j : 1921. Sim : 0.069678985; No similar. 
 informe semanal enero 20 2014 profesion peligro labelurl  ; j : 1922. Sim : 0.5427044; Baja. 
 andrespardoa tarde panelista 2014 colombia investors forum latinmarketslm bogotagracias x invitacio; j : 1923. Sim : 0.40677682; No similar. 
 ustedes leen dias mas sinceros agradecimientos compania 2017 esperamo labelurl  ; j : 1924. Sim : 0.41138697; No similar. 
 informe diario enero 15 2019 parlamento britanico rechaza brexitnlabelurl  ; j : 1925. Sim : 0.5311; Baja. 
 juanjoseechavarria innovationday estaria mas tranquilo deficit cuenta corriente 25 pib esti labelur; j : 1926. Sim : 0.2827302; No similar. 
 29 centros culturales banrep gestiona sera laboratorio formacion exalto sala labelurl  ; j : 1927. Sim : 0.122722305; No similar. 
 isaknot hola isaknot ofrecemos disculpas inconvenientes cuentanos favor mas detalles ocur labelurl ; j : 1928. Sim : 0.27595258; No similar. 
 arares2 hola arares2 ofrecemos disculpas inconvenientes cuentanos favor mas detalles ocur labelurl ; j : 1929. Sim : 0.3368409; No similar. 
 junta directiva nacional dias 21 22 enero 2019 ciudad bucaramanga aprobo ambic labelurl  ; j : 1930. Sim : 0.3735573; No similar. 
 desaceleracion economia habria tocado fondo primera mitad 2017 equipo tecnico bancorepublica mantuv; j : 1931. Sim : 0.33687776; No similar. 
 informe diario mayo 26 2016 moodys ratifico calificacion riesgo crediticio colombia baa2 labelurl  ; j : 1932. Sim : 0.57549524; Baja. 
 mariovalencia01 profesor beethoven herrera asume hoy presidente academia colombiana ciencias econom; j : 1933. Sim : 0.16528025; No similar. 
 sistema publico pension acumulan semanasnen sistema fondos privados pension acumulan labelurl  ; j : 1934. Sim : 0.21790566; No similar. 
 camacolcolombia codirector gerardohernandez senala sistema financiero demostrado fortaleza frente l; j : 1935. Sim : 0.17108123; No similar. 
 informe diario marzo 30 2017 eeuu pib 4t16 corrigio alza tercera estimacionnlabelurl  ; j : 1936. Sim : 0.70218056; Media. 
 informe diario julio 18 2017 confianza consumidor mejoro junionlabelurl  ; j : 1937. Sim : 0.58596593; Baja. 
 bde banca escolar banca central invita estudiantes grados 10 11 12 postularse ensayo labelurl  ; j : 1938. Sim : 0.13583966; No similar. 
 conoce cambios multifondos partir 5 marzo 2019 aqui  ; j : 1939. Sim : 0.29171878; No similar. 
 bbanrepeduca participar concurso banca escolar banca central si docente grados labelurl  ; j : 1940. Sim : 0.12600888; No similar. 
 paduano26 hola paduano26 gracias escribirnos ofrecemos disculpas inconvenientes ocasionados qu labe; j : 1941. Sim : 0.28384808; No similar. 
 pasado 24 marzo carrera nightrace obtuvieron tres primeros lugares rama masc labelurl  ; j : 1942. Sim : 0.030203048; No similar. 
 arriesgue dinero todavia mercado criptomonedas aspecto regulatorio proteccion consumi labelurl  ; j : 1943. Sim : 0.20308003; No similar. 
 falsodiletante claudia59985437 mafecarrascal bancobogota hola falsodiletante debes tener cuenta cad; j : 1944. Sim : 0.17650509; No similar. 
 informe semanal abril 16 2018 parte tranquilidad parte iinlabelurl  ; j : 1945. Sim : 0.3936408; No similar. 
 informesobreinflacion inflacion ubico 333 octubre cerca meta 3 definida banco labelurl  ; j : 1946. Sim : 0.3712452; No similar. 
 informe inflacion mayo 8 2015 moderacion vista pronostico mayo 040 mm 456 aa labelurl  ; j : 1947. Sim : 0.62445146; Baja. 
 informe diario abril 2 2019 fmi crecimiento mundial pierde impetunlabelurl  ; j : 1948. Sim : 0.4776975; No similar. 
 economia colombiana continuado ajuste gradual choque terminos intercambio contribuido labelurl  ; j : 1949. Sim : 0.28100723; No similar. 
 informe inflacion agosto 24 2016 culpa paronlabelurl  ; j : 1950. Sim : 0.5736719; Baja. 
 pensando lograr 2017 toca pantalla encuentra principal proposito nuevo ano labelurl  ; j : 1951. Sim : 0.15021977; No similar. 
 informe diario marzo 6 2017 ecopetrol volvera repartir dividendos 2017nlabelurl  ; j : 1952. Sim : 0.5773605; Baja. 
 edugarcia28 hola eduar ve reflejado cuenta cesantias despues 3 dias habiles  ; j : 1953. Sim : 0.3838713; No similar. 
 informe diario julio 27 2015 fmi dice bce podria alargar estimulo modestas perspectivas mediano pla; j : 1954. Sim : 0.5410921; Baja. 
 sonidos telebit empezo noche ultimo dia fep2018 labelurl  ; j : 1955. Sim : 0.28336; No similar. 
 andrespardoa ucrania precios alimentos energeticos corficolombiana infsemanalmar 10 2014 mas alla c; j : 1956. Sim : 0.3210584; No similar. 
 informe diario abril 12 2016 fmi redujo proyeccion crecimiento mundial 34 32 labelurl  ; j : 1957. Sim : 0.61077034; Baja. 
 gecoesas encontramos capacitando equipo gerentes bcooccidente nseminario taller nel arte conquista ; j : 1958. Sim : 0.095656864; No similar. 
 luiskrlos81 propuesta salario minimo diferencial regiones exclusivas autores investigadores labelur; j : 1959. Sim : 0.26291963; No similar. 
 reto millon kilometros culminar reto porvenir beneficiara 6 escuelas deportivas pais  ; j : 1960. Sim : 0.20436278; No similar. 
 andrespardoa colombia produccion industrial crecio 28 febrero sigue repunte ratifica expectativa ex; j : 1961. Sim : 0.41694233; No similar. 
 mamaxdefinicion hola mamaxdefinicion gracias escribirnos ofrecemos disculpas inconvenientes cu labe; j : 1962. Sim : 0.3221125; No similar. 
 14 filiales ecopetrolsa estan paraisos fiscales manejadas capitalistas sabe cuanto dinero maneja  ; j : 1963. Sim : 0.13010617; No similar. 
 siete actividades presento crecimiento encima promedio economia actividad finan labelurl  ; j : 1964. Sim : 0.2828997; No similar. 
 informe diario enero 28 2019 eeuu impone sanciones pdvsanlabelurl  ; j : 1965. Sim : 0.5827269; Baja. 
 informe diario octubre 4 2018 colombia recompra bonos mil millones dolares labelurl  ; j : 1966. Sim : 0.47552738; No similar. 
 andrespardoa colombia segun andicolombia produccion industrial crecio 22 ventas total crecieron 32 ; j : 1967. Sim : 0.3859103; No similar. 
 16 marzo realizara carrera atletica internacional ciudad girardot atletas labelurl  ; j : 1968. Sim : 0.18947807; No similar. 
 bla decima entrega premio banca escolar banca central sera noviembre 2018 luego t labelurl  ; j : 1969. Sim : 0.29706427; No similar. 
 andrespardoa colombia importaciones registraron caida 18 anual noviembre 2013 segun danecolombia  ; j : 1970. Sim : 0.42561606; No similar. 
 reportesdelemisor abril mayo junio mejoro economia eje cafetero caldas risaralda quindio labelurl  ; j : 1971. Sim : 0.40202475; No similar. 
 informe diario octubre 4 2016 fmi reduce pronostico crecimiento colombianlabelurl  ; j : 1972. Sim : 0.63141024; Baja. 
 yanky310619662 hola yanky310619662 gracias escribirnos ofrecemos disculpas inconvenientes si d labe; j : 1973. Sim : 0.2617644; No similar. 
 claudiafajard16 hola claudiafajard16 gracias escribirnos ofrecemos disculpas inconvenientes si labe; j : 1974. Sim : 0.30107236; No similar. 
 informe diario diciembre 23 2014 ministerio hacienda publico modificacion plan financiero 2015 labe; j : 1975. Sim : 0.5747354; Baja. 
 informe diario diciembre 15 2015 fitch ratifico calificacion colombia bbb perspectiva establenlabel; j : 1976. Sim : 0.5478776; Baja. 
 viernes 15 septiembre foro corficolombiana midiendo vaso vivo labelurl registrese labelurl  ; j : 1977. Sim : 0.23865736; No similar. 
 informe diario abril 28 2015 indice confianza consumidor eeuu retrocedio abril labelurl  ; j : 1978. Sim : 0.67397654; Media. 
 empresa evita botellas agua plastico reemplazalas envases reutilizablese incentiva tipo labelurl  ; j : 1979. Sim : -0.023865202; No similar. 
 economia colombiana campo abonado recuperacion reduccion inflacion ajuste labelurl  ; j : 1980. Sim : 0.3671343; No similar. 
 informe diario septiembre 21 2015 colombia coloco usd1500 millones bono 10 anos tasa corte 4653 lab; j : 1981. Sim : 0.5259037; Baja. 
 inicia intervencion codirector joseantonioocampo seminariobanrep coyuntura politicas macroeconom la; j : 1982. Sim : 0.40497297; No similar. 
