Modulo nnlm-es-dim128-with-normalization-2
Topicos : informe diario andrespardoa colombia eeuu inconvenientes 2018 inflacion 2017 2014 ofrecemos disculpas tasa 
 andrespardoa eeuu crearon 175 mil empleos netos febrero vs esperado 149 mil tasa desempleo subio 67; j : 1. Sim : 0.44143924; No similar. 
 alpuntojl tasas mercado venido bajando empresas bajado mismo ritmo creditos consumo muc  ; j : 2663. Sim : 0.30344644; No similar. 
 corrido ano rendimientos depositados cuentas afiliados fondos pension llegaron total d labelurl  ; j : 2664. Sim : 0.27600458; No similar. 
 informe diario septiembre 11 2014 mercados expectantes entrada vigencia nuevas sanciones rusia labe; j : 2665. Sim : 0.3965533; No similar. 
 informe semanal febrero 24 2014 estimulo ahi labelurl  ; j : 2666. Sim : 0.4519019; No similar. 
 eventosclavedelajornadademanananzona euro inflacionnee uu peticiones desempleo njapon produccion la; j : 2667. Sim : 0.3861479; No similar. 
 informe semanal abril 17 2017 semana santa labelurl  ; j : 2668. Sim : 0.3638478; No similar. 
 informe semanal septiembre 29 2014 seguimiento marco estrategico ecopetrol labelurl  ; j : 2669. Sim : 0.34912172; No similar. 
 informe semanal noviembre 18 2014 inflacion altura labelurl  ; j : 2670. Sim : 0.42465243; No similar. 
 china unidos concluyeron conversaciones comerciales vision optimista tras ser extendidas labelurl  ; j : 2671. Sim : 0.13705201; No similar. 
 top3deimpactoeconomicon1proxima negociacion comercial china eeuu da alivio mercadosn2inflacion labe; j : 2672. Sim : 0.38701084; No similar. 
 informe diario septiembre 5 2017 brainard feed deberia ser cauta debilidad inflacionnlabelurl  ; j : 2673. Sim : 0.44772017; No similar. 
 banco republica considera plazo minimo transicion si llega aprobar proyecto congr labelurl  ; j : 2674. Sim : 0.4149093; No similar. 
 chalonsin banco republica considera plazo minimo transicion si llega aprobar proyecto labelurl  ; j : 2675. Sim : 0.38014486; No similar. 
 andrespardoa solo 07 increible americaeconomia expertos reducen 070 proyeccion crecimiento brasil l; j : 2676. Sim : 0.43351063; No similar. 
 andrespardoa hoy publicara crecimiento economia colombiana 2do trimestre 2014 esperamos 49 analisis; j : 2677. Sim : 0.585063; Baja. 
 informe diario agosto 31 2015 report eia opep motivaron fuertes aumentos precio petroleo hoy labelu; j : 2678. Sim : 0.46034825; No similar. 
 dfjaureguis ericjair10j combariiza sfcsupervisor wradiocolombia caracolradio eltiempo rcnradio hola; j : 2679. Sim : 0.1531298; No similar. 
 informe diario febrero 11 2015 posicion troika causa rebote mercados europeos labelurl  ; j : 2680. Sim : 0.3701419; No similar. 
 informe diario mayo 15 2017 recortes produccion petroleo podrian ir 1t18nlabelurl  ; j : 2681. Sim : 0.5896131; Baja. 
 andrespardoa decision banco central europeo otorgar mas liquidez unanime  ; j : 2682. Sim : 0.31311244; No similar. 
 yasg007 yeffer segun comentas factura tenia corte pasado sabado  ; j : 2683. Sim : 0.37930197; No similar. 
 bseminariosbanrep proximo martes 3 julio 8 m 12 45 p m bancorepublica tendra seminario nuevo labelu; j : 2684. Sim : 0.1221233; No similar. 
 andrespardoa analisis semana actualizamos expectativa precios petroleo 2014 labelurl  ; j : 2685. Sim : 0.55814594; Baja. 
 andrespardoa colombia volvemos pronostico original diciembre 2013segun ciclo alza tasas inter ini  ; j : 2686. Sim : 0.5162316; Baja. 
 informe diario mayo 18 2016 comite feed deja abierta opcion aumento tasas junio labelurl  ; j : 2687. Sim : 0.461115; No similar. 
 regresoaltrabajo retomar rutina despues vacaciones empieza normalizar horarios sueno as labelurl  ; j : 2688. Sim : 0.2874268; No similar. 
 binvestigacionesbanrep intervencion cambiaria credito domestico evidencia microdata alta frecuencia; j : 2689. Sim : 0.44596958; No similar. 
 reportesdelemisor economia region suroccidente conservo crecimiento 3t2018 menor ritmo labelurl  ; j : 2690. Sim : 0.38959184; No similar. 
 andrespardoa bancorepublica subio pronostico pib 2014 43 5 igual mantenido 2013 analisis htt  ; j : 2691. Sim : 0.5184062; Baja. 
 informe diario febrero 13 2017 opep cumplio acuerdos labelurl  ; j : 2692. Sim : 0.56549114; Baja. 
 yumaagsa1 lisspereira claroteayuda hola yumaagsa1 ofrecemos disculpas inconvenientes cuentanos po l; j : 2693. Sim : 0.30972096; No similar. 
 ernestoortizgme favor cuenta bancorepublica banco central colombia labelurl  ; j : 2694. Sim : 0.2501776; No similar. 
 gerardohernandez cambios regimen cambiario facilitan coberturas cambiarias bancorepublica fortaleci; j : 2695. Sim : 0.26516166; No similar. 
 rosariofagundez favor cuenta bancorepublica banco central colombia labelurl  ; j : 2696. Sim : 0.22896741; No similar. 
 andrespardoa larepublicaco bajon historico tasas inter 005 beneficiara mercados emergentes labelurl; j : 2697. Sim : 0.34588215; No similar. 
 sentirse saludable mantenerse energico buen fisico sentirse joven multiples benefici labelurl  ; j : 2698. Sim : 0.12358043; No similar. 
 informe semanal agosto 18 2015 sera quiere chino labelurl  ; j : 2699. Sim : 0.3398458; No similar. 
 top 3 impacto economicotrump reabrio posibilidad encuentro lider norcoreanocongreso espanol labelur; j : 2700. Sim : 0.15746218; No similar. 
 asi vivio final piqueria infantil festivalvallenato2018 prueba nacimiento grande labelurl  ; j : 2701. Sim : 0.18684857; No similar. 
 andrespardoa repunte industria llego abril produccion cayo 22 labelurl via larepublicaco c  ; j : 2702. Sim : 0.36283496; No similar. 
 andrespardoa datos pib inflacion eurozona aumentado probabilidad mas estimulo monetario proximos 2 ; j : 2703. Sim : 0.5418304; Baja. 
 andrespardoa interesados mercado deuda publica colombiana recomiendo informe mensual cambio chip ht; j : 2704. Sim : 0.4060632; No similar. 
 dia hoy culmina ronda discusiones celebrada beijing unidos china optimis labelurl  ; j : 2705. Sim : 0.13822106; No similar. 
 informe diario noviembre 17 2016 nuevo debilitamiento datos economicos colombia labelurl  ; j : 2706. Sim : 0.51646113; Baja. 
 informe diario marzo 26 2015 indices bursatiles baja pesar datos economicos positivos eeuu labelurl; j : 2707. Sim : 0.5985593; Baja. 
 falsodiletante actualmente sociedad mejoras publicas barranquilla propietaria teatro amira l labelu; j : 2708. Sim : 0.16434659; No similar. 
 andrespardoa draghi discutio posibilidad implementar programa relajamiento cuantitativo via ec  ; j : 2709. Sim : 0.26716867; No similar. 
 porvenir cuenta impacto economia global posesion donaldtrump presidente eeuu labelurl  ; j : 2710. Sim : 0.41546756; No similar. 
 informealcongreso bancorepublica muestra ajuste deficit cuenta corriente paso 64 labelurl  ; j : 2711. Sim : 0.23842593; No similar. 
 mauricio reina vez comparte perspectivas acerca movimientos economicos futbol mundial labelurl  ; j : 2712. Sim : 0.19911706; No similar. 
 piqueria infantil hoy muestra duelos talento improvisacion losgrandesbdb viveselfestival labelurl  ; j : 2713. Sim : 0.18375291; No similar. 
 andrespardoa manana revelara crecimiento economia colombiana 2do trimestre 2014 esperamos 49 analis; j : 2714. Sim : 0.6240817; Baja. 
 eventosclavedelajornadaneeuu 900 pedidos bienes fabrica junnchina 2045 indice pmi servic labelurl  ; j : 2715. Sim : 0.19859464; No similar. 
 informe diario marzo 29 2017 reino unido da inicio formal brexitnlabelurl  ; j : 2716. Sim : 0.22020572; No similar. 
 presidente donald trump firmo jueves memorando anuncio imposicion aranceles 25 i labelurl  ; j : 2717. Sim : 0.35425597; No similar. 
 runningcol corriendo proposito invitacion porveniroficial runners esperen detalles  ; j : 2718. Sim : 0.29248205; No similar. 
 andrespardoa china exportaciones crecen menos esperado persisten dudas economia labelurl via reuter; j : 2719. Sim : 0.3683284; No similar. 
 top3deimpactoeconomicon1china ajusta arancelarios 2019 fin impulsar comercio exteriorn2pa labelurl ; j : 2720. Sim : 0.11920192; No similar. 
 mauricio reinanos comparte perspectivas acerca movimientos economicos nivel mundial labelurl  ; j : 2721. Sim : 0.26579347; No similar. 
 existen riesgos repunte esperado precios alimentos fuerte depreciacion moneda co labelurl  ; j : 2722. Sim : 0.20320494; No similar. 
 andrespardoa colombia vallejo codirector emisor cree economia crecio 2do trimestre encima 43 proyec; j : 2723. Sim : 0.5665064; Baja. 
 andrespardoa analisis deuda publica 2probabilidad mas estimulo monetario europa japon positivo tes ; j : 2724. Sim : 0.57184094; Baja. 
 maraimperio1 conozca ultima decision tomada junta directiva banco republica colombia labelurl  ; j : 2725. Sim : 0.4057349; No similar. 
 cada encuentro presenta ganador conoce mundial economia entendamoselmundialbdb  ; j : 2726. Sim : 0.13393249; No similar. 
 eventosclavedelajornadademananan eeuu reunion lideres g20n colombia reunion politica monetaria labe; j : 2727. Sim : 0.56839937; Baja. 
 teresavargasdi2 leddymarcela hola leddymarcela ofrecemos disculpas inconvenientes cuentanos fa labe; j : 2728. Sim : 0.33523795; No similar. 
 produccion industrial zona euro cayo abril informo miercoles oficina estadistica union labelurl  ; j : 2729. Sim : 0.45077273; No similar. 
 tambien joseantonioocampo propone promover inclusion productiva medio politicas basadas intercam la; j : 2730. Sim : 0.19360149; No similar. 
 festereopicnic mucha atencion asi ira cosa tarimas mas efervescentes 2016nbienvenidos umdnumdxdias ; j : 2731. Sim : 0.30288783; No similar. 
 andresmania cuentas claras honestidad absoluta resultados financieros grupo aval asamblea accionist; j : 2732. Sim : 0.2597001; No similar. 
 andresmania cuentas claras honestidad absoluta resultados financieros grupo aval asamblea accionist; j : 2733. Sim : 0.27480057; No similar. 
 seminariobanrep coyuntura politicas macroeconomicas cartagena joseantonioocampo afirma labelurl  ; j : 2734. Sim : 0.3565168; No similar. 
 andrespardoa colombia septiembre baja precio acpm sube gasolina labelurl via elespectador  ; j : 2735. Sim : 0.3620282; No similar. 
 manana mauricio reina marcela melendez leonardo mila transmision vivo pers labelurl  ; j : 2736. Sim : 0.355823; No similar. 
 andrespardoa manana publicara crecimiento economia colombiana 2do trimestre 2014 esperamos 49 anali; j : 2737. Sim : 0.6022293; Baja. 
 eventosclavedelajornadademananan ee uu 1030 inventarios crudon zona euro tasa desempleonchina label; j : 2738. Sim : 0.24511832; No similar. 
 bogota franciscoderoux presento libro superando barreras impacto credito sector agrario co labelurl; j : 2739. Sim : 0.36395863; No similar. 
 reportesdelemisor abril mayo junio mejoro economia eje cafetero caldas risaralda quindio labelurl  ; j : 2740. Sim : 0.29747456; No similar. 
 informe semanal marzo 31 2014 peso pesado labelurl  ; j : 2741. Sim : 0.14190145; No similar. 
 andrespardoa colombia sigue creciendo produccion cafetera pais labelurl via eltiempo  ; j : 2742. Sim : 0.4488297; No similar. 
 iniciar propio negocio prioridad conectate hoy 400 pm facebook live empre labelurl  ; j : 2743. Sim : 0.15620592; No similar. 
 acuerdo diciembre 2016 beneficio 800 trabajadores octubre 2017 beneficiara 1200 mas nlabelurl  ; j : 2744. Sim : 0.28660324; No similar. 
 imagen libro nina bonita ana maria machado decorara sala infantil nuevo banrepcultural labelurl  ; j : 2745. Sim : 0.16942969; No similar. 
 informe semanal noviembre 9 2015 mas esfuerzo fiscal labelurl  ; j : 2746. Sim : 0.33201128; No similar. 
 maiguashca serfinansacol equipo tecnico bancorepublica proyecta crecimiento 27 probable labelurl  ; j : 2747. Sim : 0.22990534; No similar. 
 eventosclavedelajornadademananan ee uu 830 inflacionninformediariodemercado aqui  ; j : 2748. Sim : 0.25530407; No similar. 
 neilmartinuni congrats usofrenteobrero again show that collective bargain be possible in colombia t; j : 2749. Sim : 0.11760153; No similar. 
 andrespardoa inflacion 050 mensual abril esperabamos 075 inflacion anual bajo 798 793 respiro tempo; j : 2750. Sim : 0.44842985; No similar. 
 publicacion encuesta percepcion riesgos sistema financiero segundo semestre 2017 labelurl  ; j : 2751. Sim : 0.46647164; No similar. 
 andrespardoa grecia podria necesitar nuevo rescate 10 20 mil millones euros labelurl via expansionc; j : 2752. Sim : 0.2502493; No similar. 
 top3deimpactoeconomicon1confianza consumidor retrocedio moderadamenten2precio petroleo valoriza lab; j : 2753. Sim : 0.35470372; No similar. 
 informe semanal agosto 3 2018 victima exitonlabelurl  ; j : 2754. Sim : 0.32646617; No similar. 
 andrespardoa manana despues mediodia espere lanzamiento gran informe anual perspectivas2018 corfico; j : 2755. Sim : 0.43716377; No similar. 
 andrespardoa banco central europeo aumenta monto compra mensual activos 60 80 mil millones  ; j : 2756. Sim : 0.2305685; No similar. 
 informe semanal octubre 1 2018 fragilidad dinero  ; j : 2757. Sim : 0.3233637; No similar. 
 bancorepublica manana jueves 11 octubre cartagena estimando efecto asistir universidad publica vs p; j : 2758. Sim : 0.2558198; No similar. 
 recuerdaque integridad cualidad demuestra nivel profesionalismo compromiso da confianza labelurl  ; j : 2759. Sim : 0.1166392; No similar. 
 andrespardoa colombia iva creciendo tasas 30 mauriciocard  ; j : 2760. Sim : 0.5270155; Baja. 
 manana jueves 11 octubre cartagena estimando efecto asistir universidad publica vs privada labelurl; j : 2761. Sim : 0.258014; No similar. 
 informe semanal febrero 5 2018 atencion volantenlabelurl  ; j : 2762. Sim : 0.3611673; No similar. 
 metropolicol deport atletismo carlos santiago hernandez liga cundinamarca cristian moreno soacha co; j : 2763. Sim : 0.30791515; No similar. 
 andrespardoa colombia sector construccion mas empleo generando creciendo mas 12 anual mauriciocard ; j : 2764. Sim : 0.4328268; No similar. 
 informe diario agosto 17 2016 feed indecisa momento incrementar tasasnlabelurl  ; j : 2765. Sim : 0.26527974; No similar. 
 andrespardoa unidos celebra crecimiento economico labelurl via bbcmundo  ; j : 2766. Sim : 0.32067528; No similar. 
 andrespardoa colombia despachos produccion cemento crecieron 289 162 marzo 2014 respectivamente bue; j : 2767. Sim : 0.39676854; No similar. 
 empezar nuevo ano incentivo perfecto retomarpropositosque habias dejado olvidados culminas labelurl; j : 2768. Sim : 0.13935299; No similar. 
 presentacion codirector gerardohernandez reunion anual juntas gobernad labelurl  ; j : 2769. Sim : 0.2524836; No similar. 
 clarisuarez1m pueden postularse profesionales titulo pregrado posgrado afines ciencias economicas e; j : 2770. Sim : 0.25638077; No similar. 
 informe semanal mayo 4 2015 querer poder labelurl  ; j : 2771. Sim : 0.1915041; No similar. 
 andrespardoa analisis semana tasa cambio corficolombiana informe semanalmay 26 2014 confien  ; j : 2772. Sim : 0.5615567; Baja. 
 informe diario enero 17 2017 reino unido anuncia plan salir union europeanlabelurl  ; j : 2773. Sim : 0.43078342; No similar. 
 bbanrepeduca participar concurso banca escolar banca central si docente grados labelurl  ; j : 2774. Sim : 0.2157617; No similar. 
 galopalo hola galote ofrecemos disculpas dia ayer presentamos evento tecnico manifesto labelurl  ; j : 2775. Sim : 0.41931424; No similar. 
 andrespardoa implica bancorepublica subido pronostico crecimiento pib 2014 43 5 analisis http  ; j : 2776. Sim : 0.5337539; Baja. 
 andrespardoa segun fuentes programa estimulo hoy anuncio banco central europeo podria ascender 500 ; j : 2777. Sim : 0.34584942; No similar. 
 andrespardoa mirada ciudades latinoamericanas estan financiando nuevas lineas metro labelurl  ; j : 2778. Sim : 0.29267; No similar. 
 clic conocer informe mercado mes mayo  ; j : 2779. Sim : 0.28084454; No similar. 
 top 3 impacto economicomexico eeuu firman acuerdos comercioeeuu espera negociar china medidas co la; j : 2780. Sim : 0.20168108; No similar. 
 eventosclavedelajornadademanananzona euro 1000 confianza consumidor novneeuu dia accion graci label; j : 2781. Sim : 0.324675; No similar. 
 informe semanal marzo 10 2014 mas alla conflicto labelurl  ; j : 2782. Sim : 0.45341256; No similar. 
 andrespardoa funcionando regla fiscal ano 2017 analisis labelurl  ; j : 2783. Sim : 0.49893183; No similar. 
