Modulo nnlm-es-dim128-with-normalization-2
Topicos : mas unisabana estudiantes colombia investigacion uniandes educacion urosario programas pregrado inscripciones pais urosarionews 
 rt iptigeneva organize citizen forums all over colombia could give new ownership of the peace proce; j : 1. Sim : 0.23683032; No similar. 
 rt comfama 22 invitados catedra rodrigouprimny josegreghg julietalemaitre modera anacristinarestrep; j : 1818. Sim : 0.20279491; No similar. 
 asi feria laboral virtual alumnisabana espacio permite graduados construir plan carrera labelurl  ; j : 1819. Sim : 0.40479925; No similar. 
 concurso acbsp profesor estudiante urosario ganadores labelurl orgullorosarista labelurl  ; j : 1820. Sim : 0.34584585; No similar. 
 orgullorosarista profesor estudiante urosario ganadores concurso acbsp labelurl labelurl  ; j : 1821. Sim : 0.34584585; No similar. 
 rt bienestarsabana comprando restaurantes invitados apoyas campana alimentemos sueno opencampus2017; j : 1822. Sim : 0.34068295; No similar. 
 rt mediuniandes dr londono entrevista cmilanoticia calidad aire impacto buena salud fsfbsalud label; j : 1823. Sim : 0.253387; No similar. 
 encuentro exalumnos ecole nationale dadministracion ena realizara urosario labelurl  ; j : 1824. Sim : 0.35143483; No similar. 
 quiza puede terminar transformado si incluyente angela robledo representante camara  ; j : 1825. Sim : 0.30446282; No similar. 
 rt bibliosabana epoca parciales olvides colecciones libros electronicos ojoaldato unisabana labelur; j : 1826. Sim : 0.5322295; Baja. 
 rt inalde primero estrategia estratega jorgeivangomezo analiza cuestion revistadinero unisabana lab; j : 1827. Sim : 0.17668343; No similar. 
 educacion voz alta firmemos carta magna universidades colombianas mantillaignacio labelurl via eles; j : 1828. Sim : 0.48776105; No similar. 
 museo paleontologico villa leyva centro referencia academica docente historica colombia visi labelu; j : 1829. Sim : 0.52421135; Baja. 
 conversatorio do generaciones sola radio semana ciencias humanas sociales labelurl labelurl  ; j : 1830. Sim : 0.3534679; No similar. 
 rt marianabeur creadores comescake hablando arte comunicacion publicitaria eicea labelurl  ; j : 1831. Sim : 0.3451895; No similar. 
 rt swedenincol suecia tres factor claves asegurar clima innovacion sustentabilidad educacion equida; j : 1832. Sim : 0.39231738; No similar. 
 profesor hernanolano hablo caracolradio mensajes papa francisco dara colombianos labelurl  ; j : 1833. Sim : 0.45116472; No similar. 
 rt cideruniandes maestria estudios interdisciplinarios desarrollo inscripciones abiertas 26 octubre; j : 1834. Sim : 0.3720466; No similar. 
 benjamin bobbe representante regional colombia venezuela fundacion hanns seidel labelurl  ; j : 1835. Sim : 0.4866447; No similar. 
 espacio dedicado tendencias evaluacion medicion rsu labelurl labelurl  ; j : 1836. Sim : 0.33117768; No similar. 
 grandes maestros yu takeuchi papa matematicas uncolombia labelurl via elespectador labelurl  ; j : 1837. Sim : 0.35779473; No similar. 
 punto iniciar hablemosdepazur papel victimas conflicto armado labelurl  ; j : 1838. Sim : 0.09844132; No similar. 
 rt unisabanaradio ricardo visbal ricarvis profesor director increscendo programas filbo2017 labelur; j : 1839. Sim : 0.4312436; No similar. 
 colciencias promueve fomenta gestion conocimiento nexoglobal labelurl oriun uncolombia labelurl  ; j : 1840. Sim : 0.25666064; No similar. 
 tarde musica letras filbo2017 ricardo visbal profesor facultad filosofia ciencias humana labelurl  ; j : 1841. Sim : 0.52623755; Baja. 
 rt comsabana geeks comunicacion organizacional libro recomendado labelurl hecho cristiocamp  ; j : 1842. Sim : 0.34344745; No similar. 
 reviva mejores momentos primer dia nuevos estudiantes universidad soyuniandino labelurl  ; j : 1843. Sim : 0.46362922; No similar. 
 presenta trabajos inclusion social participa convocatoria premio colsubsidio labelurl labelurl  ; j : 1844. Sim : 0.27285463; No similar. 
 comunicado uncolombia aviso fraude posibles estafas ordenes contractuales contratos labelurl  ; j : 1845. Sim : 0.11343661; No similar. 
 rt uninnova uncolombia innovadores35 apoya innovacion talento participa labelurl labelurl  ; j : 1846. Sim : 0.19000284; No similar. 
 manana abierta convocatoria programa becas andieafit mas informacion pueden visitar labelurl  ; j : 1847. Sim : 0.51980644; Baja. 
 emprendimiento conoces beneficios ser emprendedor alumnisabana alumniunisabanaeduco graduados label; j : 1848. Sim : 0.37436587; No similar. 
 robotica programacion aplicaciones emprendimiento ingenieriainformatica usingenieria futurosestudia; j : 1849. Sim : 0.5111284; Baja. 
 vives diferente lees ana maria quintero educaunisabana tedxunisabana stream eltiempo labelurl  ; j : 1850. Sim : 0.33299658; No similar. 
 podemos apoyar programas filantropia descubra diferentes canal hacerlo solidaridaduniandes labelurl; j : 1851. Sim : 0.17971706; No similar. 
 profesores andes ganan lapiz acero pabellon macondo labelurl labelurl  ; j : 1852. Sim : 0.42954737; No similar. 
 diegogsa10 saludos lamentablemente curso indica oferta puede conocer programas relacionados labelur; j : 1853. Sim : 0.24890655; No similar. 
 rt endirectosabana edicion linea adncolombia publicado articulo escrito periodista javierjimnez5 la; j : 1854. Sim : 0.31861442; No similar. 
 rt cmilanoticia nacional mantillaignacio critica posible aprobacion reforma educativa fasttrack lab; j : 1855. Sim : 0.34752053; No similar. 
 jeronimorivera abrazo serpiente gran ganadora premios platino cine iberoamericano labelurl  ; j : 1856. Sim : 0.18413655; No similar. 
 rt inguniandes pensando hacer posgrado uniandes inscripciones abiertas labelurl labelurl  ; j : 1857. Sim : 0.30033872; No similar. 
 rt miuniandes damos inicio ceremonia grados promocion 15 mediuniandes gradosuniandes labelurl  ; j : 1858. Sim : 0.33211792; No similar. 
 derecho penal trabajo mirada doble via explora relacion derecho penal laboral libros labelurl  ; j : 1859. Sim : 0.2730316; No similar. 
 congreso dispuesto asumir responsabilidad historica refrendar acuerdos mauriciolizcano lapazesposib; j : 1860. Sim : 0.21477593; No similar. 
 eriigiraldo puede conocer procedimientos ingreso matricula posgrado labelurl 22  ; j : 1861. Sim : 0.31563085; No similar. 
 puedes disfrutar mas destacado nueva edicion revista nova et vetera labelurl labelurl  ; j : 1862. Sim : 0.21933258; No similar. 
 ano fiestalibro grupoargos eafit reconoceran ficcion premio leon greiff labelurl  ; j : 1863. Sim : 0.57337606; Baja. 
 viste tercer capitulo dialogomayortv revivie mejores momentos labelurl labelurl  ; j : 1864. Sim : 0.18486038; No similar. 
 mensajes pontifex unico futuro vale pena futuro incluye jackvalero labelurl  ; j : 1865. Sim : 0.2077227; No similar. 
 rt bicirio 289 estudiantes rionegro recibieron hoy bicicletas ir colegio gracias aporte alcrionegro; j : 1866. Sim : 0.4436682; No similar. 
 feliz diadelfisioterapeuta profesores estudiantes graduados fisioterapia unisabana labelurl  ; j : 1867. Sim : 0.5036427; Baja. 
 do dias dedicados compartir avances cientificos opciones trabajo colaborativo labelurl labelurl  ; j : 1868. Sim : 0.43375784; No similar. 
 rt opusdeicolombia carta prelado 5 abril 2017 labelurl prelado recuerda centralidad jesucristo vida; j : 1869. Sim : 0.08593871; No similar. 
 permit labor diarias interfieran horarios comidas vidaur  ; j : 1870. Sim : 0.24986577; No similar. 
 movilizar sociedad civil direccion diseno nuevas formas comunicacion politica facilita revoluc labe; j : 1871. Sim : 0.44043025; No similar. 
 rt unisabana profesor hernanolano hablo caracolradio mensajes papa francisco dara colombianos label; j : 1872. Sim : 0.4995696; No similar. 
 participa conoce trabajos mas relevantes grupos investigacion materia labelurl labelurl  ; j : 1873. Sim : 0.32266286; No similar. 
 rt eicea decana eicea unisabana recibe estudiantes admitidos familias reuniondepadres futurosestudi; j : 1874. Sim : 0.40448034; No similar. 
 disfruta espacio fomentar intercambio comercial descubrir nuevas oportunidades labelurl  ; j : 1875. Sim : 0.098077; No similar. 
 esperamos sesion informativa posgrados gerencia gestion empresarial eicea labelurl  ; j : 1876. Sim : 0.4509984; No similar. 
 bogota ciudad mas casos violencia intrafamiliar pais estudio ifaunisabana via eltiempo labelurl  ; j : 1877. Sim : 0.5874755; Baja. 
 momento reconocimiento hecho esfuerzo rector jrestrp ceremonia entrega becas suenoser  ; j : 1878. Sim : 0.32749772; No similar. 
 laucgm buenas tardes estatua fundador elaborada dionisio renart garcia claustro 1909  ; j : 1879. Sim : 0.3429661; No similar. 
 rt educaunisabana conferencia doctor john elliott investigacion accion educacion unisabana labelurl; j : 1880. Sim : 0.577514; Baja. 
 rt voxlacea becas eafit modalidad total parcial cursar maestria economia cohorte 2017 deadline nov ; j : 1881. Sim : 0.49460295; No similar. 
 orgullosos cpoliticasus segundo puesto pais pruebas saber pro labelurl  ; j : 1882. Sim : 0.32020333; No similar. 
 practicas trabajo probono facilitando acceso real efectivo justicia labelurl labelurl  ; j : 1883. Sim : 0.19210604; No similar. 
 rt opusdeicolombia carta prelado septiembre 2016 labelurl reflexiona cruz unisabana  ; j : 1884. Sim : 0.07474116; No similar. 
 encuentras conoces alguien afrontando alguna situacion violencia urosarioteescucha labelurl  ; j : 1885. Sim : 0.22048342; No similar. 
 adios ano academico 2016 gracias foto daniela rodriguez graduada facultad labelurl  ; j : 1886. Sim : 0.61413366; Baja. 
 rt telemedellin condecoracion orquidea concejomedellin merito tecnologico universidad eafit concejo; j : 1887. Sim : 0.508438; Baja. 
 persona trabajado temas voy dedicar tender puentes francisco santos exvicepresidente  ; j : 1888. Sim : 0.2660868; No similar. 
 rt unisabanaradio gracias unisabana darnos oportunidad hacer radio feliz diamundialdelaradio labelu; j : 1889. Sim : 0.22419353; No similar. 
 rt educacionbogota ahora mas 40 instituciones educacion superior ofrecen estudiantes programas estu; j : 1890. Sim : 0.69346744; Media. 
 eafitenses dejaron mensajes nuevas salas biblioeafit labelurl  ; j : 1891. Sim : 0.051469874; No similar. 
 rt dgomez6 induccion estudiantes internacionales aula mutis urosario urinternacional bienvenidos la; j : 1892. Sim : 0.47272834; No similar. 
 salud clinunisabana aprende identificar sintomas accidente cerebro vascular puedes salvar vida labe; j : 1893. Sim : 0.24914806; No similar. 
 ajiaco museos cafemodo conociendo bogota profesores invitados escueladeverano eicea colombia labelu; j : 1894. Sim : 0.5054388; Baja. 
 teretoamoverte 356 rosaristas movilizaron bicicleta conoce mas resultados reto labelurl labelurl  ; j : 1895. Sim : 0.16009822; No similar. 
 educacion ciencia tecnologia innovacion emprendimiento cultura pasar pagina colombia labelurl  ; j : 1896. Sim : 0.6551471; Baja. 
 rt lasabanaabroad 30 junio cierra convocatoria becasendeavour estudiar investigar australia alumnis; j : 1897. Sim : 0.3274485; No similar. 
 rt economiauandes lanzamiento libro ideas politicas economicas colombia primer siglolabelurl labelu; j : 1898. Sim : 0.5185606; Baja. 
 madre agua composicion docente eafitense sera interpretada orquesta radio noruega labelurl  ; j : 1899. Sim : 0.26561818; No similar. 
 concepto desgracia obra nobel litartura sudafricano j m coetzee labelurl labelurl  ; j : 1900. Sim : 0.27575493; No similar. 
 trampas empresarios reducir costos caer practicas desleales competencias labelurl  ; j : 1901. Sim : 0.16744012; No similar. 
 actua torturador charla conversatorio steven reisner fabio rubiano juan p aranguren labelurl  ; j : 1902. Sim : 0.40769315; No similar. 
 sabias campus 8879 estudiantes adelantando carrera pregrado datos labelurl  ; j : 1903. Sim : 0.50269717; Baja. 
 produccion estrategia finanzas talento humano logistica ventas forum posgrados labelurl  ; j : 1904. Sim : 0.51061445; Baja. 
 rt visionotri unisabana proyecta socialmente genera impacto personas misionsabana solidaridad label; j : 1905. Sim : 0.24034677; No similar. 
 rt economiauandes video lanzamiento libro idealista pragmatico odisea albert hirschman labelurl  ; j : 1906. Sim : 0.18652014; No similar. 
 proyectos estudiantiles afrontar problemas relacionados accion politica violenta labelurl labelurl ; j : 1907. Sim : 0.35125798; No similar. 
 cema primer lugar trabajo libre investigacion congreso nacional nutricion clinica labelurl labelurl; j : 1908. Sim : 0.40567878; No similar. 
 aspirantesun lunes 5 septiembre abierta convocatoria inscripciones posgrado labelurl  ; j : 1909. Sim : 0.29846436; No similar. 
 estan universidades latinoamericanas materia responsabilidad social noche dialogomayortv labelurl  ; j : 1910. Sim : 0.41968554; No similar. 
 rt unisabanaradio segun estudio unisabana fundacion stop bully denuncias sexting aumentado 20 delat; j : 1911. Sim : 0.42479572; No similar. 
 actualidad muchas iniciativas monitoreos restauracion oceanos arrecifes edgardo ochoa labelurl  ; j : 1912. Sim : 0.420078; No similar. 
 mayor inequidad menor rendimiento academico educacion tedxunisabana labelurl  ; j : 1913. Sim : 0.4879189; No similar. 
 graduados mas herramientas humanas profesionales construir mejor pais director policia nacional  ; j : 1914. Sim : 0.5863967; Baja. 
 buscamos jovenes voluntarios visita papa francisco direccioncentraldeestudiantes labelurl  ; j : 1915. Sim : 0.39070016; No similar. 
 firmemos carta magna universidades colombianas ignaciomantilla labelurl via elespectador uncolombia; j : 1916. Sim : 0.3433169; No similar. 
 cientos eafitenses present nacimiento nuevo espacio lectura estudio trabajo eq labelurl  ; j : 1917. Sim : 0.28470218; No similar. 
 comunidadun estan abiertas inscripciones proceso admision programas posgrados labelurl  ; j : 1918. Sim : 0.5950364; Baja. 
 ser voluntario crecer generosidad comprender darnos camino ser felices listo re labelurl  ; j : 1919. Sim : 0.120370336; No similar. 
 ronda preguntas chrissabatini fundador portal opinion latamgoesglobal labelurl  ; j : 1920. Sim : 0.27144596; No similar. 
 aspirantesun conoces programas pregrado posgrado unparatodos labelurl admisionesun  ; j : 1921. Sim : 0.51497823; Baja. 
 4 virtudes papa francisco mundo empresarial jorgeivangomezo profesor inalde via revistadinero label; j : 1922. Sim : 0.3171069; No similar. 
 rt facisouniandes felizmartes comunidadfaciso abierta convocatoria revista estudios sociales labelu; j : 1923. Sim : 0.2708605; No similar. 
 somosorgulloun monitoreamos grandes animales agroexpo2017 labelurl papanutritiva unagroexpo labelur; j : 1924. Sim : 0.20225893; No similar. 
 metodo cientifico prepara ciudadano perseguir exito traves conocimiento silvamoyano labelurl  ; j : 1925. Sim : 0.47779232; No similar. 
 hoyeneafit ceremonias grado felicitaciones nuevos egresados eafitenses labelurl  ; j : 1926. Sim : 0.38916534; No similar. 
 the margarita king aqui historia emprendimiento colombiano labelurl labelurl  ; j : 1927. Sim : 0.2234608; No similar. 
 rt opusdeicolombia carta prelado 4 junio 2017 labelurl familias salen adelante unidas ayudan famili; j : 1928. Sim : 0.12611702; No similar. 
 aspirantesun 15 febrero abren inscripciones periodo 20172 info labelurl unparatodos  ; j : 1929. Sim : 0.28278622; No similar. 
 programa paz americas cartercenter unisabana juntos pedagogia paz labelurl labelurl  ; j : 1930. Sim : 0.39533755; No similar. 
 rt innpulsacol hoy uniandes conociendo exito transferencia tecnologia proyecto phycore apoyado innp; j : 1931. Sim : 0.24847595; No similar. 
 rt cementosargos vicepresidente innovacion lucas moreno habla teleantioquia patente obtenida fruto ; j : 1932. Sim : 0.39488688; No similar. 
 orgullorosarista conoce reconocimientos recibidos profesores estudiantes pediatria oftalmologia lab; j : 1933. Sim : 0.3867682; No similar. 
 rosariogsb propuesta responde necesidades emprendimiento innovacion liderazgo pais labelurl  ; j : 1934. Sim : 0.39736435; No similar. 
 hoyeneafit conferencia horizonte 2020 programa ue investigacion innovacion labelurl  ; j : 1935. Sim : 0.42118385; No similar. 
 rt behrentz posible armonizar busqueda justicia social estabilidad economia mercado via eltiempo la; j : 1936. Sim : 0.30164072; No similar. 
 retos oportunidades futuros docentes ingles pais labelurl studiumusabana labelurl  ; j : 1937. Sim : 0.5579915; Baja. 
