Modulo nnlm-es-dim128-with-normalization-2
Topicos : via noticiaun unisabana unimedios comsabana colombia uniandes mas orgulloun 
 rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at ; j : 1. Sim : 0.13169624; No similar. 
 rt comsabana felices vacacionesa empleados comsabana gracias labor unisabana vemos 10 enero  ; j : 1468. Sim : 0.48181692; No similar. 
 momento pereira orquesta sinfonicaeafit conmemora 50 anos departamento risaralda t labelurl  ; j : 1469. Sim : 0.26499313; No similar. 
 rt comsabana recuerden alumnos comsocial hacen periodismo 247 esperen mayor informacion unisabana l; j : 1470. Sim : 0.40815094; No similar. 
 rt behrentz asi fila manana entrar cicloparqueadero uniandes diasincarroysinmoto labelurl  ; j : 1471. Sim : 0.3011489; No similar. 
 dudas proceso inscripcion asignaturas tutorial contamos usar nueva plataforma  ; j : 1472. Sim : 0.079698496; No similar. 
 rt lasabanaabroad students from usingenieria at niulive learn simulation and study abroad thank to ; j : 1473. Sim : 0.13927466; No similar. 
 noticiaun unpalmira construye propuesta rural posacuerdo vriun via unimedios sedesun labelurl  ; j : 1474. Sim : 0.41097075; No similar. 
 rt simonmolinag concejomedellin condecoramos orden juan corral grado plata julio acosta vicerector ; j : 1475. Sim : 0.290158; No similar. 
 rt cideruniandes fotogaleria marchas feministas traves anos via natgeomag labelurl conozca maestria; j : 1476. Sim : 0.37334868; No similar. 
 rt obsdemocracia analisis 5 datos diainternacionaldelapaz tan significativo colombia labelurl  ; j : 1477. Sim : 0.3161881; No similar. 
 conoce horarios especiales crai bibliotecaur temporada examenes labelurl labelurl  ; j : 1478. Sim : 0.19580403; No similar. 
 eduardo pacheco presidente colpatria habla programa becas quieroestudiar solidaridaduniandes labelu; j : 1479. Sim : 0.31459475; No similar. 
 direccion gestion humana uniandes busca practicantes mas informacion direccionghouniandeseduco labe; j : 1480. Sim : 0.48783135; No similar. 
 jep cumple estandares internacionales juan carlos henao rector uexternado elretodelajep labelurl  ; j : 1481. Sim : 0.2460279; No similar. 
 asi vive semana fopre cafe espacio solidaridad compartir yoapoyoalfopre labelurl  ; j : 1482. Sim : 0.3041207; No similar. 
 rt orgulloun corteza corto mas original alemania comunidadun orgulloun labelurl  ; j : 1483. Sim : 0.46749762; No similar. 
 univ aqui respuesta univ espera informacion direccion central estudiantes labelurl  ; j : 1484. Sim : 0.4087943; No similar. 
 edgardo maya villazon invita participar entrevista corrupcionyposconflicto labelurl labelurl  ; j : 1485. Sim : 0.015964573; No similar. 
 comunidad rodar cuidado medio ambiente pazun labelurl  ; j : 1486. Sim : 0.093302175; No similar. 
 damos bienvenida mas 100 estudiantes ciudades colombia 89 ciudadanos extranjeros habitaran c labelu; j : 1487. Sim : 0.2764048; No similar. 
 cinco mejores noticias ciencia tecnologia uncolombia 2015 labelurl via unimedios  ; j : 1488. Sim : 0.48523435; No similar. 
 recuerden manana concierto obertura cazador furtivo filarmed tmetropolitano 600 pm  ; j : 1489. Sim : 0.18269856; No similar. 
 rt orgulloun estudiante clasifica juegos olimpicos orgulloun comunidadun labelurl  ; j : 1490. Sim : 0.37160236; No similar. 
 jueves cantante argentina marisa martins hara parte xii concierto sinfonicaeafit labelurl  ; j : 1491. Sim : 0.18694071; No similar. 
 rt comsabana plan martes cine unisabana 10 boletas ver homedocu cinematecadb si quieren u  ; j : 1492. Sim : 0.33449146; No similar. 
 juntosporlaguajira promesacontinua2017 labelurl  ; j : 1493. Sim : 0.20843026; No similar. 
 rt smdigital tendenciasdigitales2017 labelurl labelurl  ; j : 1494. Sim : 0.15329394; No similar. 
 gastronomia criticagastronomica labelurl  ; j : 1495. Sim : 0.26973748; No similar. 
 voyentren trenusabana labelurl  ; j : 1496. Sim : 0.082342826; No similar. 
 opencampus2017 comsabana labelurl  ; j : 1497. Sim : 0.28041807; No similar. 
 segun oms medellin novena ciudad mas contaminada america latina cambiamos sosporelaire labelurl  ; j : 1498. Sim : 0.35596937; No similar. 
 valor ayudar demas 17 dias diego sierra cirujano clinunisabana realizo cirugias kenia labelurl  ; j : 1499. Sim : 0.42363647; No similar. 
 deportista laura sofia agudelo logro medalla oro distrital mayores bogota conoce mas labelurl  ; j : 1500. Sim : 0.32500926; No similar. 
 voyentren unisabana labelurl  ; j : 1501. Sim : 0.31861565; No similar. 
 unisabana campusunisabana labelurl  ; j : 1502. Sim : 0.2946336; No similar. 
 rt comsabana plan ideales hoy alumnos periodismo gastronomico unisabana labelurl  ; j : 1503. Sim : 0.30806875; No similar. 
 emprendimiento comsabana labelurl  ; j : 1504. Sim : 0.23490271; No similar. 
 comunidadun recuerda encender luces si necesario aprovecha maximo luz natural ahorraun conectate pl; j : 1505. Sim : 0.20209229; No similar. 
 opencampus2017 unisabana labelurl  ; j : 1506. Sim : 0.32708502; No similar. 
 quieres formar parte 3 day startup rosario descubre labelurl labelurl  ; j : 1507. Sim : 0.11869698; No similar. 
 rt comsabana estudiantes labelurl  ; j : 1508. Sim : 0.23234919; No similar. 
 septiembre unisabana labelurl  ; j : 1509. Sim : 0.2890174; No similar. 
 noticiaun crece movilidad internacional docentes unmanizales internacionalizacionun labelurl via un; j : 1510. Sim : 0.5614416; Baja. 
 19 abril presentara eafit sinfonicaeafit vi concierto temporada 2017 esperamos  ; j : 1511. Sim : 0.085178934; No similar. 
 serie grandes maestros tras huellas virginia gutierrez pineda labelurl orgulloun via elespectador  ; j : 1512. Sim : 0.49268416; No similar. 
 comunidadun conoce caiman llanero estacion biologia tropical roberto franco uncolombia labelurl  ; j : 1513. Sim : 0.3605052; No similar. 
 noticiaun comienza busqueda sol festival equinoxio festequinoxio labelurl unimedios labelurl  ; j : 1514. Sim : 0.42361513; No similar. 
 policia diversa interior mayor parte hace bien trabajo tomarla enserio malbarracin policiaparalapaz; j : 1515. Sim : 0.26883703; No similar. 
 universidad rosario primera universidad colombia rank inversion social privada labelurl  ; j : 1516. Sim : 0.32685858; No similar. 
 articulo unperiodico agroecologia si puede vivir labelurl unpalmira unimedios labelurl  ; j : 1517. Sim : 0.3237206; No similar. 
 uninoseafit invita jovenes grados 9 10 11 12 ser parte proyectos ciencias 2017 ver mas labelurl  ; j : 1518. Sim : 0.24992561; No similar. 
 alumnisabana inicio jornadaactualizacioncomunicacion conectate via stream labelurl comsabana unisab; j : 1519. Sim : 0.54629314; Baja. 
 reserve cupo cursos escueladeveranouniandes departamento matematicas labelurl labelurl  ; j : 1520. Sim : 0.15993975; No similar. 
 proteger ninos pornografia infantil jcdiazbohorquez via eltiempoblogs labelurl labelurl  ; j : 1521. Sim : 0.36211273; No similar. 
 rt comsabana vivo 2periodismou unisabana director elespectador fidelcanoco labelurl  ; j : 1522. Sim : 0.31661806; No similar. 
 problema parques medellin privados todavia espacios segmentados jorge melgui labelurl  ; j : 1523. Sim : 0.24179459; No similar. 
 voyentren llegamos 636 be listos comenzar semana agosto unisabana labelurl  ; j : 1524. Sim : 0.22897089; No similar. 
 noche sinfonicaeafit ofrecera concierto gratuito conmemorar 50 anos risaralda labelurl  ; j : 1525. Sim : 0.2309735; No similar. 
 juan carlos henao rector uexternado carlosholmestru estandares internacionales acogio jep labelurl ; j : 1526. Sim : 0.27074668; No similar. 
 noticiaun tendra red centros innovacion emprendimiento vriun labelurl via unimedios  ; j : 1527. Sim : 0.58473206; Baja. 
 programate festival reune varias mejores tunas bogota labelurl labelurl  ; j : 1528. Sim : 0.26085037; No similar. 
 rt comsabana quieres formar parte univ2017 roma invitamos obtener mas informacion univcongress unis; j : 1529. Sim : 0.36642358; No similar. 
 noticiaun sitio web mayor impacto colombia csic orgulloun labelurl via unimedios  ; j : 1530. Sim : 0.613232; Baja. 
 uniandes lidera presencia colombiana rank qs asignaturas topunis labelurl labelurl  ; j : 1531. Sim : 0.24919839; No similar. 
 comunidadun ahorra energia conectate planeta ahorraun labelurl  ; j : 1532. Sim : 0.36923084; No similar. 
 uniandes lidera presencia colombiana rank qs asignaturas topunis labelurl labelurl  ; j : 1533. Sim : 0.24919839; No similar. 
 videojuegos estan convirtiendo grandes retos pedagogicos ensenanza jaime h borja mediosdigitalesur ; j : 1534. Sim : 0.40164295; No similar. 
 peligros darle espalda rio mas temas edicion domingo unperiodico labelurl  ; j : 1535. Sim : 0.46390897; No similar. 
 rt orgulloun estudiante juegos olimpicos colombia orgulloun comunidadun labelurl  ; j : 1536. Sim : 0.52794915; Baja. 
 rt jrrodriguezgil obduliovp rector unisabana anima estudiantes neiva ser ciudadanos mundo labelurl ; j : 1537. Sim : 0.2608228; No similar. 
 rt hernanolano recordando viajes pontifexes america elpapacol episcopadocol aleteiaes unisabana cri; j : 1538. Sim : 0.37248772; No similar. 
 rt sinfonicaeafit pierdas jueves 6 abril v concierto temporada mass in blue venta boletas eafit blo; j : 1539. Sim : 0.20494513; No similar. 
 ecuador colombia unen esfuerzos ninos america latina educaunisabana labelurl labelurl  ; j : 1540. Sim : 0.37516344; No similar. 
 actuar celeridad entendiendo salga aca ser acuerdo mejor involucre f santos  ; j : 1541. Sim : 0.09367004; No similar. 
 rt urrevista hoy entregando revista sede norte urosarionews admonurosario labelurl  ; j : 1542. Sim : 0.17117931; No similar. 
 rt unisabanaradio vemos seran estudiantes llegaran comsabana disfruten dia labelurl  ; j : 1543. Sim : 0.31417298; No similar. 
 noticiaun universidades piden colciencias corregir politica publicaciones vriun labelurl via unimed; j : 1544. Sim : 0.54992354; Baja. 
 orgullorosarista profesor mas citados colombia conoce mas labelurl labelurl  ; j : 1545. Sim : 0.3035897; No similar. 
 rt uniandesicya 10 sep senek carrera hacer carrera labelurl labelurl  ; j : 1546. Sim : 0.2477506; No similar. 
 satisfecho nuevos espacios vamos disfrutar juanpablogallo eafitpereira labelurl  ; j : 1547. Sim : 0.11144733; No similar. 
 rt comsabana staff unisabanaradio trasnochara tener escenario listo unisabana presentacion santipar; j : 1548. Sim : 0.41094014; No similar. 
 rt lasabanaabroad so proud of our 100kstrongamericas engineer students from unisabana at the engine; j : 1549. Sim : 0.18392527; No similar. 
 deudia emprendimiento uniandino 10 agosto inscribase labelurl  ; j : 1550. Sim : 0.2249181; No similar. 
 rt usingenieria unisabana fortalece programas igenieriacivil abrira tres doctorados entrevista rect; j : 1551. Sim : 0.20584622; No similar. 
 sentimos casa alejandra romero andrea manotas estudiantes uninorteco labelurl labelurl  ; j : 1552. Sim : 0.29714367; No similar. 
 bajo condiciones podria mejorar sistema carcelario labelurl  ; j : 1553. Sim : 0.104950786; No similar. 
 inscribase open day posgradosuandes 17 agosto 530 pm labelurl labelurl  ; j : 1554. Sim : 0.16681235; No similar. 
 rt inguniandes directo periscope primera vez 7 anos perdio bici paso carreramodos labelurl  ; j : 1555. Sim : 0.4105067; No similar. 
 manejo adecuado tiempo herramienta acerca consecucion metas labelurl labelurl  ; j : 1556. Sim : 0.13988228; No similar. 
 exposicion edificio cuantas vidas llega sala u marco ano colombiafrancia unmedellin labelurl  ; j : 1557. Sim : 0.30557215; No similar. 
 rt jrestrp orgulloso urosarionews 1anoconectados traves urosarioradio gran impacto comunidad academ; j : 1558. Sim : 0.21300097; No similar. 
 edificio cable patrimonio arquitectonico uncolombia video labelurl mejoracontinuaun unmanizales  ; j : 1559. Sim : 0.1279656; No similar. 
 nathaliegraber frankcaas enviamos pasado viernes tarde somosorgulloun  ; j : 1560. Sim : 0.09202409; No similar. 
 alcaldiademed eafit unen dar soluciones problemas reales cultura ciudadana labelurl  ; j : 1561. Sim : 0.18332505; No similar. 
 compuesto sequito papal hernanolano habla mas 200 periodistas acompanan hoy labelurl  ; j : 1562. Sim : 0.24854498; No similar. 
 llega bingo fopre 6 octubre 130 pm labelurl labelurl  ; j : 1563. Sim : 0.174942; No similar. 
 valoresun responsabilidad protagonista acciones comportamientos mas labelurl  ; j : 1564. Sim : 0.2769091; No similar. 
 colombia pais ideal lograr gran exito frente problema latinoamerica sbarquera  ; j : 1565. Sim : 0.40612432; No similar. 
 importancia tratado mar conoce detalles labelurl labelurl  ; j : 1566. Sim : -0.017795542; No similar. 
 video estudiantes colombianos participaran competencia vehiculo 100 amigable labelurl via caracol n; j : 1567. Sim : 0.33995143; No similar. 
 rt oaduniandes ayeryhoy bloque t parte campito uniandes antiguo asilo enfermos psiquiatricos throwb; j : 1568. Sim : 0.36470282; No similar. 
 sebastianarizas comsabana buenos dias pedimos disculpas puertas auditorio cerradas saludo  ; j : 1569. Sim : 0.2878859; No similar. 
 grave trinos donald trump puedan afectar economia mundial alberto bernal labelurl  ; j : 1570. Sim : 0.29992056; No similar. 
 comunidadun hoy diadelatierra conectate planeta ahorraun labelurl  ; j : 1571. Sim : 0.31895557; No similar. 
 launcuenta audiencia publica proximo 16 mayo balance social ano 2015 labelurl unal labelurl  ; j : 1572. Sim : 0.17280066; No similar. 
 solo ser seleccionado vivir experiencia inigualable abrira puertas futuro soyuniandino labelurl  ; j : 1573. Sim : 0.14153083; No similar. 
 analisisunisabana reforma tributaria nancy rivera jefe area economia eicea labelurl via eltiempo  ; j : 1574. Sim : 0.3801186; No similar. 
 pbroeuclides eslava lanzamiento secreto parabolas publicacionesunisabana filbo2017 labelurl  ; j : 1575. Sim : 0.083617456; No similar. 
 segun icu medellin tercera ciudad pais mejores condiciones estudiantes universitarios  ; j : 1576. Sim : 0.38471004; No similar. 
 gracias donantes impacto significativo conozca cifras quieroestudiar solidaridaduniandes labelurl  ; j : 1577. Sim : 0.041157138; No similar. 
 rede deben tener algoritmos premien noticias verdaderas falsas j gonzalez  ; j : 1578. Sim : 0.23546612; No similar. 
 rt accarrilloj uniandes manana empieza operar vivienda universitaria uniandes nuevo servicio dispon; j : 1579. Sim : 0.29879868; No similar. 
 363motivosparacelebrar articulo rosarista mas citados ultimos anos labelurl labelurl  ; j : 1580. Sim : 0.35520017; No similar. 
 rt orgulloun institucionalun quimica acreditacion alta calidad orgulloun uncolombia labelurl  ; j : 1581. Sim : 0.32737976; No similar. 
 usar ingenieria industrial mejorar toma decisiones sistema penal acusatorio labelurl  ; j : 1582. Sim : 0.088343024; No similar. 
 diez anos graduamos 583 jovenes brillantes talentosos programa quiero estudiar solidaridaduniandes ; j : 1583. Sim : 0.24558361; No similar. 
 rector uncolombia celebra alianza uisenlineainstituto desarrollo ecologico urbano alemania habitat3; j : 1584. Sim : 0.22742744; No similar. 
 unisabana filbo2017 visitanos hoy pabellon 3 piso 2 estand 341 publicacionesunisabana yoleo labelur; j : 1585. Sim : 0.33376956; No similar. 
 noticiaun acompanara ucundinamarca acreditacion labelurl unimedios labelurl  ; j : 1586. Sim : 0.48618248; No similar. 
 noticiaun crece impacto peama orinoquia labelurl unorinoquia sedesun via unimedios  ; j : 1587. Sim : 0.48610997; No similar. 
 felicitamos psicologos dia diadelpsicologo labelurl labelurl  ; j : 1588. Sim : 0.25656575; No similar. 
 rt lasabanaabroad soon students from usingenieria will visit niulive 100kstrongamericas unisabanain; j : 1589. Sim : 0.24393786; No similar. 
 rt comsabana orgullocomsabana participacion director comestrategicam wsaoffice labelurl  ; j : 1590. Sim : 0.26970476; No similar. 
 agradeceria maestros dia felizdiamaestro graciasprofe labelurl  ; j : 1591. Sim : 0.29891554; No similar. 
 consolida liderazgo nacional investigacion launcuenta sapiensresearch vriun labelurl labelurl  ; j : 1592. Sim : 0.21745844; No similar. 
