Modulo nnlm-es-dim128-with-normalization-2
Topicos : unisabana colombia mas estudiantes paz educacion social cambio investigacion innovacion ser carlos santos 
 1998 francisco santos participo manera activa acuerdos puerta cielo eln carlos velandia gestor paz ; j : 1. Sim : 0.5766231; Baja. 
 alumnisabana siempre labelurl  ; j : 1328. Sim : 0.15217116; No similar. 
 gustaria crear propia empresa proximo miercoles podran aprender hacerlo muestra emprender labelurl ; j : 1329. Sim : 0.3296486; No similar. 
 unisabanaradio siempre  ; j : 1330. Sim : 0.27219442; No similar. 
 comunicado ceuniandino labelurl labelurl  ; j : 1331. Sim : -0.00857203; No similar. 
 rt hernanolano camino futuro unisabana psicosabana1 derechousabana eicea usingenieria trenusabana a; j : 1332. Sim : 0.23029692; No similar. 
 futuros estudiantes labelurl  ; j : 1333. Sim : 0.30872047; No similar. 
 sergiofajardo comparte ideas educacion equidad social conversatorio hacia va colombia labelurl  ; j : 1334. Sim : 0.6474675; Baja. 
 investigacion colombia labelurl  ; j : 1335. Sim : 0.6498341; Baja. 
 ingesta corto estudiantes comsabana participando smart filmsla votacion cierra 600 pm labelurl  ; j : 1336. Sim : 0.31544036; No similar. 
 rt msftcolombia urosarionews casarinmarco latransformaciondigital habilita bienestar social ayuda p; j : 1337. Sim : 0.45847267; No similar. 
 educaunisabana guajira labelurl  ; j : 1338. Sim : 0.15096053; No similar. 
 miprimerdiaenuniandes bienvenidos labelurl  ; j : 1339. Sim : 0.12898992; No similar. 
 literatura elquijote labelurl  ; j : 1340. Sim : 0.27360114; No similar. 
 equipo siga labelurl  ; j : 1341. Sim : 0.12056813; No similar. 
 colegial mayor urosario ascenciolina interviene simposio emociones escenarios conflicto labelurl  ; j : 1342. Sim : 0.15191665; No similar. 
 felicitaciones bienvenidos labelurl  ; j : 1343. Sim : 0.23846859; No similar. 
 emprendimiento comsabana labelurl  ; j : 1344. Sim : 0.07325418; No similar. 
 rt cideruniandes hoy uniandes teorias desarrollo 210 piezas reinvencion concepto luis mauricio cuer; j : 1345. Sim : 0.31204823; No similar. 
 rt obsdemocracia mujeres sobrevivientes violencia sepultaron miedos proyectotumaco noeshoradecallar; j : 1346. Sim : 0.35812548; No similar. 
 estrenando facultad cifeuniandes conozcan objetivos metas reto labelurl labelurl  ; j : 1347. Sim : 0.20285942; No similar. 
 cienciaydesarrollour edad pension hombres mujeres sistemapensional colombia  ; j : 1348. Sim : 0.59516025; Baja. 
 consejos experto correr 10k labelurl inscribase senek labelurl labelurl  ; j : 1349. Sim : 0.089025185; No similar. 
 ingresos movimientos escalafon profesores unisabana felicitaciones labelurl labelurl  ; j : 1350. Sim : 0.47659576; No similar. 
 rt uniandinosiempr colombia necesitamos liderazgo servicio oportunidad contribuir hoy frank pearl i; j : 1351. Sim : 0.45976666; No similar. 
 11 mujeres tejen suenos gracias huggerisland labelurl labelurl  ; j : 1352. Sim : 0.32111314; No similar. 
 participa iniciativa actividad fisica cultura descubre labelurl labelurl  ; j : 1353. Sim : 0.29233173; No similar. 
 papa francisco ensena mensaje hacemos seminariospapaunisabana labelurl  ; j : 1354. Sim : 0.41392323; No similar. 
 rt aniromerowills profesor juan carlos cuervo cuerforce papas crear ambiente confianza hijos labelu; j : 1355. Sim : 0.44310242; No similar. 
 asi tercer congreso suramericano derecho futbol reviva evento labelurl  ; j : 1356. Sim : 0.43639728; No similar. 
 sesquicentenarioun sabias facultad ciencias agropecuarias seccional palmira convirtio labelurl  ; j : 1357. Sim : 0.47911486; No similar. 
 participa espacio dedicado analizar retos desarrollo cultura investigacion sostenible labelurl  ; j : 1358. Sim : 0.32328245; No similar. 
 andes tendra equipo encuentro mas importante programacion mundial icpcnews labelurl labelurl  ; j : 1359. Sim : 0.46172592; No similar. 
 repercusiones sociales acuerdo paz opinion igarzonvallejo hernanolano via cmilanoticia labelurl  ; j : 1360. Sim : 0.43395528; No similar. 
 rt cancilleriaur entorno social politico economico china charla market estrategia comercial china u; j : 1361. Sim : 0.40657404; No similar. 
 refugiados sirios uruguay vivir libano mejor aca conoce articulo labelurl  ; j : 1362. Sim : 0.52926624; Baja. 
 yuliinegrete buenos dias puede solicitar visita guiada telefono 57 4 2619500 ext 9843 email mercade; j : 1363. Sim : 0.23701294; No similar. 
 largo camino alcanzar metas innovacion colombia nidia garcia profesora eicea labelurl labelurl  ; j : 1364. Sim : 0.5782847; Baja. 
 eafitenses mateo velasquez sara marin reconocidos categoria estudiantes pregrado labelurl  ; j : 1365. Sim : 0.6349982; Baja. 
 papa francisco as bajo manga conversaciones eln pazun labelurl piensapazunal ale labelurl  ; j : 1366. Sim : 0.3499046; No similar. 
 mensaje mando pueblo colombiano paz si asi ustedes ponen acuerdo francisco santos exvicepresidente ; j : 1367. Sim : 0.5828811; Baja. 
 participa conoce trabajos mas relevantes grupos investigacion materia labelurl labelurl  ; j : 1368. Sim : 0.3041004; No similar. 
 pierdas espacio dedicado explorar nuevas formas orientar ensenanza labelurl labelurl  ; j : 1369. Sim : 0.212348; No similar. 
 skill tic herramientas digital recursos emprendimiento participa labelurl labelurl  ; j : 1370. Sim : 0.16061495; No similar. 
 juntos podemos ayudar cerrar brecha genero conoce iniciativa todossomosmujer labelurl labelurl  ; j : 1371. Sim : 0.14717649; No similar. 
 unperiodico articulo minibus disenado colombia rodara ee uu europa labelurl unimedios labelurl  ; j : 1372. Sim : 0.53075683; Baja. 
 sido ruta legislativa legalizacion uber colombia labelurl labelurl  ; j : 1373. Sim : 0.56601083; Baja. 
 corrupcion colombia novedad lee articulo completo labelurl labelurl  ; j : 1374. Sim : 0.4791455; No similar. 
 rt bibliosabana epoca parciales olvides colecciones libros electronicos ojoaldato unisabana labelur; j : 1375. Sim : 0.44184884; No similar. 
 conoce criterios evaluacion rank repositorios institucionales webometrics labelurl labelurl  ; j : 1376. Sim : 0.2693766; No similar. 
 hospital universitario nacional exalta aporte donantes labelurl hospitalun labelurl  ; j : 1377. Sim : 0.27396604; No similar. 
 plebiscito desicion mas importante decadas colombia aordonezm labelurl  ; j : 1378. Sim : 0.67551494; Media. 
 pierdas edicion julio revista nova et vetera labelurl urrevista soyrosarista labelurl  ; j : 1379. Sim : 0.16283548; No similar. 
 mas cualquier epoca ventaja emprendimiento gestion talento emprendedoresencrecimiento labelurl  ; j : 1380. Sim : 0.5397814; Baja. 
 satisfaccion lograr nueva meta becas excelencia mineducacion profesores distrito labelurl  ; j : 1381. Sim : 0.4843289; No similar. 
 pueblo hable pueblo mande dice eln quiza puede hacer si convoca constituyente primario carlos velan; j : 1382. Sim : 0.45350024; No similar. 
 transmision expertos mundo reunieron andes analizar educacion ingenieria labelurl  ; j : 1383. Sim : 0.55079913; Baja. 
 rt behrentz posible armonizar busqueda justicia social estabilidad economia mercado via eltiempo la; j : 1384. Sim : 0.49845597; No similar. 
 rt uisenlinea uis bucaramanga acerca cierre inscripciones fwlbga fallingwalls labelurl labelurl  ; j : 1385. Sim : 0.28707; No similar. 
 opinion papel universidades modelo innovacion abierta labelurl labelurl  ; j : 1386. Sim : 0.4568235; No similar. 
 hoyenelrosario papeles panama perspectivas criminologicas economicas labelurl felizjueves labelurl ; j : 1387. Sim : 0.49718902; No similar. 
 somosorgulloun academicos reconocidos colciencias investigadores emeritos labelurl  ; j : 1388. Sim : 0.34835842; No similar. 
 unradio confluyen cultura ciencia academia tecnologia investigacion labelurl labelurl  ; j : 1389. Sim : 0.49986845; No similar. 
 hoyeneafit desarrolla seminario evaluacion riesgo sismico aplicaciones toma decisiones  ; j : 1390. Sim : 0.38208306; No similar. 
 hoy celebramos lanzamiento cifeuniandes formar maestros agentes cambio labelurl labelurl  ; j : 1391. Sim : 0.22025378; No similar. 
 rt unisabanaradio iniciativa colombia centifica palabras mineducacion yanethgiha universidadyempres; j : 1392. Sim : 0.3334456; No similar. 
 rt comsabana sentimos orgullocomsabana recien graduados ahora disfrutan campus unisabana labelurl  ; j : 1393. Sim : 0.42745492; No similar. 
 disfruta mejor culturarte espacio encuentro cultura urosario labelurl labelurl  ; j : 1394. Sim : 0.21161777; No similar. 
 rt cideruniandes centro interdisciplinario debe trabajar regiones generando lazos comunidades javie; j : 1395. Sim : 0.24443881; No similar. 
 ano rural realidad agridulce medicos recien graduados relato vivio labelurl  ; j : 1396. Sim : 0.622359; Baja. 
 rt derechousabana hoy acompana profesor pablo saavedra argentina maestriaderintl maestriadercon ice; j : 1397. Sim : 0.34226167; No similar. 
 podemos apoyar programas filantropia descubra diferentes canal hacerlo solidaridaduniandes labelurl; j : 1398. Sim : 0.17666149; No similar. 
 rt jcdiazbohorquez obduliovp rector unisabana indica visitaapostolica pontifexes traera grandes fru; j : 1399. Sim : 0.29898125; No similar. 
 actua torturador charla conversatorio steven reisner fabio rubiano juan p aranguren labelurl  ; j : 1400. Sim : 0.44667745; No similar. 
 celebramos lanzamiento facultad educacion cifeuniandes conozcanla labelurl labelurl  ; j : 1401. Sim : 0.31718603; No similar. 
 conoce mas importante reto asume universidad labelurl labelurl  ; j : 1402. Sim : 0.2873872; No similar. 
 2006 quieroestudiar ayudado hacer realidad suenos 1853 beneficiarios orgullouniandes labelurl  ; j : 1403. Sim : 0.35452956; No similar. 
 levantas temprano domingo feliz listo ayudar demas asi misionsabana labelurl  ; j : 1404. Sim : 0.27301946; No similar. 
 rt vicecolombia vicecolombia interviene elretodelajep destaca aplicacion jep significa impunidad la; j : 1405. Sim : 0.10379672; No similar. 
 articulo unperiodico educacion garantiza repetir conflicto labelurl labelurl  ; j : 1406. Sim : 0.51187927; Baja. 
 sentimos orgullosos contribuir formacion sigan siendo agentes cambio rector  ; j : 1407. Sim : 0.51157886; Baja. 
 aplicacion modelo justicia transicional significa impunidad grnaranjo vicecolombia elretodelajep  ; j : 1408. Sim : 0.4456808; No similar. 
 participa debate jurisdiccion especial paz elretodelajep labelurl labelurl  ; j : 1409. Sim : 0.3180131; No similar. 
 lapazenfoco hoy francisco tolosa carlos medina amilkar acosta hablando construccion paz partido lab; j : 1410. Sim : 0.5922168; Baja. 
 colombianos actitud positiva 90 hacia emprendimiento labelurl labelurl  ; j : 1411. Sim : 0.23122902; No similar. 
 rt eicea decana eicea unisabana recibe estudiantes admitidos familias reuniondepadres futurosestudi; j : 1412. Sim : 0.33586174; No similar. 
 descubre cerebro responsable emociones participa dementescuriosas labelurl labelurl  ; j : 1413. Sim : 0.029416665; No similar. 
 rt obsdemocracia diadelamujer mujeres deben ganar menos hombres mismo trabajo mas discriminacion la; j : 1414. Sim : 0.46748674; No similar. 
 noticiaun naciones unidas firman acuerdo gestion energetica industria onudicolombia labelurl  ; j : 1415. Sim : 0.45166013; No similar. 
 posconflicto frente justicia gobierno administracion wzcsg nuevos imaginarios colombiafrancia u lab; j : 1416. Sim : 0.46937612; No similar. 
 asi desarrollo ceremonia entrega becas capilla bordadita urosarionews labelurl  ; j : 1417. Sim : 0.35679278; No similar. 
 rt educaunisabana inicio conferencia virtual integrar familia escuela reto educadores unete unisaba; j : 1418. Sim : 0.4252658; No similar. 
 ano tercera edicion umbral 17 propone muestra arte cinco jovenes talentos colombianos labelurl  ; j : 1419. Sim : 0.44342; No similar. 
 trabajo ganadores xxvi concurso mejores trabajos grado pregrado uncolombia labelurl  ; j : 1420. Sim : 0.22882825; No similar. 
 rt senekuniandes ganadores 10k categoria estudiantes dejohuella labelurl  ; j : 1421. Sim : 0.28756315; No similar. 
 rt ifaunisabana consulta revista apuntes familia aqui labelurl edicion especial visita papafrancisc; j : 1422. Sim : 0.38569137; No similar. 
 margarita serje renovada directora antropologia labelurl labelurl  ; j : 1423. Sim : 0.280102; No similar. 
 graduados tambien comparten experiencias muestraempresarial2017 alumnisabana labelurl  ; j : 1424. Sim : 0.44216147; No similar. 
 feliz dia directivos profesores estudiantes graduados derechousabana diadelabogado labelurl  ; j : 1425. Sim : 0.43453878; No similar. 
 pierdas simposio promocion condicion fisica estilos vida rosario labelurl labelurl  ; j : 1426. Sim : 0.51950973; Baja. 
 nueve virtudes empresa constructora paz labelurl labelurl  ; j : 1427. Sim : 0.24830708; No similar. 
 present comsabana iamcr2017 cartagena comunicacion iamcr2017 labelurl  ; j : 1428. Sim : 0.36988932; No similar. 
 rt unisabanaradio aire goldecamerino vivo labelurl conoce ultimas noticias futbol goldecamerino  ; j : 1429. Sim : 0.26561087; No similar. 
 animense ser inscripciones pregrados eafit estan abiertas 9 junio ver labelurl  ; j : 1430. Sim : 0.37609035; No similar. 
 bogota ciudad mas casos violencia intrafamiliar pais estudio ifaunisabana via eltiempo labelurl  ; j : 1431. Sim : 0.60102767; Baja. 
 fomentando vocacion cientifica jovenes investigadores innovadores 2016 labelurl labelurl  ; j : 1432. Sim : 0.496434; No similar. 
 alegrebengali buenos dias situacion puede dirigir comunicacion correo cpiedra8eafiteduco  ; j : 1433. Sim : 0.52606016; Baja. 
 apuesta calidad hace carrerra fisioterapia mas joven pais acreditacion fisioterapia labelurl  ; j : 1434. Sim : 0.4439619; No similar. 
 rt unisabanaradio orgullosos sentimos pertenecer unisabana sersabanavalelapena labelurl  ; j : 1435. Sim : 0.3144549; No similar. 
 carlos molano vicepresidente asociacion internacional hidrogeologos latina labelurl labelurl  ; j : 1436. Sim : 0.41040236; No similar. 
 rt ceasiapacifico primer concurso coreano universidad eafit acompananos tarde kpop officialkoica ce; j : 1437. Sim : 0.3186712; No similar. 
 viernes crear innovar aprender profesores unisabana labelurl  ; j : 1438. Sim : 0.30126387; No similar. 
 rt apgguzman muchas gracias detras proyecto siga unisabana obduliovp  ; j : 1439. Sim : 0.24679519; No similar. 
 unradio recibe reconocimiento trabajo traves programas genero secredistmujer bogota labelurl  ; j : 1440. Sim : 0.49100128; No similar. 
 salon lleno escuchar miedos desmovilizados diapaiz labelurl  ; j : 1441. Sim : 0.35121408; No similar. 
 asia universidad rosario formando lazos educativos conoce mas labelurl labelurl  ; j : 1442. Sim : 0.50064677; Baja. 
 acerca visita papa francisco necesitamos voluntarios direccioncentralestudiantesunisabanaeduco labe; j : 1443. Sim : 0.35058635; No similar. 
 rt alegp1 crewpeligrosos eafit talento paisa hayfestivalmedellin hiphop labelurl  ; j : 1444. Sim : 0.33704698; No similar. 
 palabras paz 30 tercera entrega diccionario paz labelurl labelurl  ; j : 1445. Sim : 0.3772244; No similar. 
 terminemos dia primer articulo serie grandes maestros elespectador yu takeuchi labelurl  ; j : 1446. Sim : 0.3997133; No similar. 
 obsesion siempre lograr pais igualdad desarrollo economico enrique penalosa labelurl  ; j : 1447. Sim : 0.7111346; Media. 
 generar ideas ver oportunidades opinion oscar alvarez labelurl labelurl  ; j : 1448. Sim : 0.51585454; Baja. 
 elmimori funcionan mismo horario feliz tarde  ; j : 1449. Sim : 0.023875987; No similar. 
 propuesta debe ser construir paz destruir acuerdo habla monica hurtado derechousabana labelurl  ; j : 1450. Sim : 0.36540127; No similar. 
 rt jrestrp gran responsabilidad gquinter decano urosarionews nueva comision transformacion educacio; j : 1451. Sim : 0.50589764; Baja. 
 rt lacucaramacara matrices analiticas formas posibles integrar evaluacion formativa procesos d ense; j : 1452. Sim : 0.36885008; No similar. 
 rt gobantioquia gob luisperezg participa encuentro sociedad latinoamericana economia eafit lacealam; j : 1453. Sim : 0.4009972; No similar. 
 listos comenzar reunion padres futuros estudiantes gracias  ; j : 1454. Sim : 0.33982486; No similar. 
