Modulo nnlm-es-dim128-with-normalization-2
Topicos : informe diario andrespardoa colombia eeuu 2018 inflacion 2017 inconvenientes 2014 ofrecemos disculpas tasa 
 bandrespardoa uncertainty over the approval of structural tax reform in the 2nd half of 2016 could ; j : 1. Sim : 0.13900378; No similar. 
 top 3 impacto economicoproduccion industrial zona euro disminuyo eneroinventarios petroleo ee label; j : 1981. Sim : 0.2535483; No similar. 
 andrespardoa minutas feed semana pasada sugieren q habra aumento tasas marzo proximo aumento seria ; j : 1982. Sim : 0.44017315; No similar. 
 andrespardoa informe mensual coyuntura macro hoy esperamos q tasa politica monetaria colombia aumen; j : 1983. Sim : 0.580731; Baja. 
 informe diario noviembre 26 2015 primer ministro china comento busca abrir mas mercado capitales la; j : 1984. Sim : 0.31315896; No similar. 
 informe diario julio 27 2016 feed abre puertas aumentar tasas septiembre nlabelurl  ; j : 1985. Sim : 0.29562223; No similar. 
 informe diario septiembre 28 2016 opep logra acuerdo limitar produccion petroleonlabelurl  ; j : 1986. Sim : 0.34186235; No similar. 
 informe diario noviembre 11 2014 grupo argos emitira 50 millones acciones 1t15 labelurl  ; j : 1987. Sim : 0.36068246; No similar. 
 comentario fiscal junio 18 2013 marco fiscal mediano plazo 2014 labelurl  ; j : 1988. Sim : 0.2902366; No similar. 
 informe diario febrero 4 2015 banco central china une ola relajamiento monetario global labelurl  ; j : 1989. Sim : 0.27262715; No similar. 
 informe diario abril 16 2014 datos economicos china eeuu eurozona influyeron mercados labelurl  ; j : 1990. Sim : 0.58976823; Baja. 
 top3deimpactoeconomicon1china implementara politica monetaria politica fiscal n2banco japonralentiz; j : 1991. Sim : 0.43560907; No similar. 
 andrespardoa colombia analisis mensual coyuntura macrofinanciera hoy esperamos tasa referencia esta; j : 1992. Sim : 0.47936425; No similar. 
 publicaciones boletin economico regional ber iii trimestre 2017 bogota labelurl  ; j : 1993. Sim : 0.6051367; Baja. 
 informe diario junio 22 2017 debiles resultados economicos expectativas colombianlabelurl  ; j : 1994. Sim : 0.5301076; Baja. 
 andrespardoa colombia confianza consumidor mantiene estable niveles altos julio labelurl via revist; j : 1995. Sim : 0.3944031; No similar. 
 colombia pib crecio 49 cuarto trimestre 2013 43 2013 linea expectativa esperabamos 5 42 respectivam; j : 1996. Sim : 0.48472247; No similar. 
 andrespardoa china exportaciones crecen menos esperado persisten dudas economia labelurl via reuter; j : 1997. Sim : 0.3683284; No similar. 
 comienza ano actualizandote impacto economico importancia mercados financieros bcooccidentemd  ; j : 1998. Sim : 0.2604851; No similar. 
 reportesdelemisor inflacion anual precios consumidor 318 cierre 2018 cercana meta 3 labelurl  ; j : 1999. Sim : 0.35312283; No similar. 
 informe diario agosto 24 2016 venta viviendas usadas eeuu caen julionlabelurl  ; j : 2000. Sim : 0.5121544; Baja. 
 andrespardoa porquenosubirtasas mayor escudo reservas internacionales evita recargar esfuerzos excl; j : 2001. Sim : 0.17405744; No similar. 
 bandrespardoa colombia moodys afirma calificacion crediticia ecopetrol baa2 perspectiva estable lab; j : 2002. Sim : 0.50379395; Baja. 
 informe diario febrero 17 2015 incertidumbre eurozona medidas austeridad vs promesas electorales gr; j : 2003. Sim : 0.40748057; No similar. 
 espera 2019 actividad economica siga dinamica favorable demanda interna fortaleceria labelurl  ; j : 2004. Sim : 0.25241122; No similar. 
 andrespardoa siempre sostuvimos q inversionextranjeradirecta col seria mayor 2013 vs 2012en d expec; j : 2005. Sim : 0.30399862; No similar. 
 andrespardoa porquenosubirtasas 1a deficit externo 1t16 cayo mas q esperaba banrep mas bajo 2 anos ; j : 2006. Sim : 0.42437443; No similar. 
 bbanrepeduca banca escolar banca central concursaron 4182 estudiantes grados 10 11 12 prove labelur; j : 2007. Sim : 0.20489542; No similar. 
 danecolombia revelo expansion economica pais ii trimestre ano 28 levemente p labelurl  ; j : 2008. Sim : 0.55149806; Baja. 
 andrespardoa analisis expectativa mas alcista senda inflacion tasas inter colombia 2016 labelurl  ; j : 2009. Sim : 0.57126975; Baja. 
 informesobreinflacion materia inflacion 2018 enero 2019 baja devaluacion tasa cambio h labelurl  ; j : 2010. Sim : 0.4381311; No similar. 
 fmiorg aprobo nueva linea credito flexible colombia cerca us 11400 millones plazo labelurl  ; j : 2011. Sim : 0.37192395; No similar. 
 andrespardoa colombia opinion minutas bancorepublica sugieren habra nueva alza tasa referencia juni; j : 2012. Sim : 0.54523176; Baja. 
 bandrespardoa moodys sube calificacion riesgo colombia baa3 baa2 segun anticipamos diciembre 2013 v; j : 2013. Sim : 0.54475206; Baja. 
 dane informo pib colombia crecimiento 18 2017 ultimo trimestre ano labelurl  ; j : 2014. Sim : 0.65144056; Baja. 
 acuerdo ultimo reporte mercado laboral eeuu economia anadio 250 mil nuevos puestos trabajo labelurl; j : 2015. Sim : 0.5532108; Baja. 
 ayer dane anuncio desaceleracion crecimiento pib 2t 2 nivel mas bajo 2009 labelurl  ; j : 2016. Sim : 0.42191964; No similar. 
 historiaeconomica 45 joaquin viloria hoz labelurl haganos saber piensa labelurl  ; j : 2017. Sim : 0.18591563; No similar. 
 informe diario marzo 11 2019 continua incertidumbre votacion brexitnlabelurl  ; j : 2018. Sim : 0.42134267; No similar. 
 informe diario diciembre 3 2018 qatar anuncia retiro opep labelurl  ; j : 2019. Sim : 0.3823253; No similar. 
 eventosclavedelajornadademanananeeuu 945 indice seguimiento economia pmi octnzona euro 430 labelurl; j : 2020. Sim : 0.31492132; No similar. 
 tras inesperado anuncio unidos mantener amenaza imponer aranceles importaciones chi labelurl  ; j : 2021. Sim : 0.13949011; No similar. 
 andrespardoa significan cifras fiscales plan financiero 20142015 titulos deuda publica analisis htt; j : 2022. Sim : 0.5550728; Baja. 
 informe diario junio 13 2018 feed preve do alzas adicionales tasa inter 2018nlabelurl  ; j : 2023. Sim : 0.5193408; Baja. 
 andrespardoa economia ecuador crecio 45 2013 banco central labelurl via reuterslatam  ; j : 2024. Sim : 0.3673848; No similar. 
 albertgiss ipc indice precios consumidor inflacion indicadores precios diferen labelurl  ; j : 2025. Sim : 0.43534964; No similar. 
 juliandcg juliandcg ofrecemos disculpas inconvenientes ocasionados invitamos activar tok labelurl  ; j : 2026. Sim : 0.13689652; No similar. 
 ben marco globalmoneyweek banco republica desarrollado actividades taller alcancia labelurl  ; j : 2027. Sim : 0.19504037; No similar. 
 elecciones brasil debemos preocuparnosnmauricio reina investigador asociado fedesarrollo comparte l; j : 2028. Sim : 0.31550294; No similar. 
 informe diario febrero 25 2015 venta vivienda nueva eeuu confirma tendencia positiva presente 2011 ; j : 2029. Sim : 0.411278; No similar. 
 top3deimpactoeconomicon1cae inflacion china septimo mes consecutivon2caen ventas minoristas eeuu la; j : 2030. Sim : 0.4329174; No similar. 
 andrespardoa colombia exportaciones crecieron 85 anual julio buen dato  ; j : 2031. Sim : 0.4259497; No similar. 
 letocayo hiperinflacion venezuela medida sirve caso colombia diferente tenem labelurl  ; j : 2032. Sim : 0.4333219; No similar. 
 informe semanal abril 21 2014 acciones pendientes labelurl  ; j : 2033. Sim : 0.2950224; No similar. 
 informe inflacion abril 13 2018 rapida convergencia meta nlabelurl  ; j : 2034. Sim : 0.5287697; Baja. 
 celcondor reconocimiento top 5 emisores mejores estandares contenido revelacion informacion  ; j : 2035. Sim : 0.29871613; No similar. 
 domingo brasil eligio segunda vuelta ultraderechista jair bolsonaro presidente mayor poten labelurl; j : 2036. Sim : 0.2301189; No similar. 
 tasas inter comerciales hipotecarias dtf bajado significativamente gracias politica mon labelurl  ; j : 2037. Sim : 0.3512581; No similar. 
 publicacionesbanrep informe especial estabilidadfinanciera segundo semestre 2017 riesgo credito lab; j : 2038. Sim : 0.31057206; No similar. 
 andrespardoa eurozona inflacion desacelera agosto bajando 03 04 julio  ; j : 2039. Sim : 0.43021756; No similar. 
 top 3 impacto economicoel bce debatira proxima semana terminacion compras bonossector servicios lab; j : 2040. Sim : 0.3217566; No similar. 
 andrespardoa colombia ventas vivienda aumentaron 34 primer trimestre 2014 labelurl via portafolioco; j : 2041. Sim : 0.43661633; No similar. 
 andrespardoa argentina presidenta coqueteo nueva cesacion pagos deuda publica final mes labelurl  ; j : 2042. Sim : 0.3167811; No similar. 
 juntabanrep continuo abril2018 proceso reduccion tasas inter inicio diciembre2016 conve labelurl  ; j : 2043. Sim : 0.33084488; No similar. 
 top 3 impacto economico mercado accionario inicia semana recuperacion opep preve mercado p labelurl; j : 2044. Sim : 0.2979876; No similar. 
 andrespardoa datos pib inflacion eurozona aumentado probabilidad mas estimulo monetario proximos 2 ; j : 2045. Sim : 0.5418304; Baja. 
 andrespardoa mayor fortaleza euro impulsa necesidad estimulo coeure bce labelurl via reuters fin am; j : 2046. Sim : 0.26613835; No similar. 
 publicaciones informe especial estabilidadfinanciera segundo semestre 2017 analisis cartera m label; j : 2047. Sim : 0.33264062; No similar. 
 negociacion salario minimonmauricio reina investigador asociado fedesarrollo comparte perspectivas ; j : 2048. Sim : 0.29460168; No similar. 
 eventosclavedelajornadademanananeeuu 815 cambio empleo privado adp novneeuu 1000 indicador be label; j : 2049. Sim : 0.2833079; No similar. 
 ayudanos proteger planetaazul evita arrojar aceites pinturas acidos desague sustancias contaminan a; j : 2050. Sim : 0.03273017; No similar. 
 reportesdelemisor expectativas inflacion 2019 acuerdo encuesta realizada mediados marz labelurl  ; j : 2051. Sim : 0.41637734; No similar. 
 andrespardoa espejismo normalizacion monetaria global analisis mensual mercado renta fija labelurl ; j : 2052. Sim : 0.2943798; No similar. 
 bandrespardoa moodys ratifica calificacion soberana colombia baa2 perspectiva estable  ; j : 2053. Sim : 0.47065005; No similar. 
 prometieron volver colombia llega fep2018 lcd soundsystem labelurl  ; j : 2054. Sim : 0.33936855; No similar. 
 publicacionesbanrep informe especial estabilidadfinanciera segundo semestre 2017 indicadores intern; j : 2055. Sim : 0.29835808; No similar. 
 acuerdo diciembre 2016 beneficio 800 trabajadores octubre 2017 beneficiara 1200 mas nlabelurl  ; j : 2056. Sim : 0.28660324; No similar. 
 profesora martha rivera ensena vigente pensamiento marx influencia lucha politi labelurl  ; j : 2057. Sim : 0.2510667; No similar. 
 informe diario julio 14 2016 decision boe sorprendio mercados nlabelurl  ; j : 2058. Sim : 0.5096236; Baja. 
 informe diario marzo 26 2015 indices bursatiles baja pesar datos economicos positivos eeuu labelurl; j : 2059. Sim : 0.5985593; Baja. 
 informe diario octubre 21 2015 inventarios petroleo eeuu volvieron subir 4686 millones barrilesnlab; j : 2060. Sim : 0.4686663; No similar. 
 andrespardoa prenden alarmas mayor alza precios llegue nino via larepublicaco labelurl  ; j : 2061. Sim : 0.34697488; No similar. 
 indicadores inflacionbasica continuan descendiendo embargo promedio 45aun ubica encima labelurl  ; j : 2062. Sim : 0.2669857; No similar. 
 inalde ameisel explico mayo evidencia recuperacion precios internacionales petr labelurl  ; j : 2063. Sim : 0.35897183; No similar. 
 informe diario marzo 6 2019 deficit comercial eeuu toca maximo diez anosnlabelurl  ; j : 2064. Sim : 0.4861138; No similar. 
 economiauandes panel subsidios comestibles salud alimentacion panelistas ceugeniadvila minsaludcol ; j : 2065. Sim : 0.253647; No similar. 
 andrespardoa colombia tasa desempleo bajo 93 julio 2014 frente 99 mismo mes 2013 buen dato  ; j : 2066. Sim : 0.5139363; Baja. 
 andrespardoa 4 fmi bajo pronostico crecimiento pib paises emergentes 2014 49 46 menos q 2013 espera; j : 2067. Sim : 0.5111325; Baja. 
 andrespardoa crisis bonos argentinos enciende alarmas mercado global deuda labelurl via wsjamericas; j : 2068. Sim : 0.25641036; No similar. 
 informe diario marzo 29 2017 reino unido da inicio formal brexitnlabelurl  ; j : 2069. Sim : 0.22020572; No similar. 
 copusd sube jornada 2965 empujado us pmi servicios 548 vs 523 labelurl  ; j : 2070. Sim : -0.00795664; No similar. 
 reportesdelemisor reporte mercados financieros 2t18 senala nivel local presento panorama par labelu; j : 2071. Sim : 0.32066062; No similar. 
 mauricio reinanos comparte perspectivas acerca movimientos economicos nivel mundial labelurl  ; j : 2072. Sim : 0.26579347; No similar. 
 joseantonioocampo destaca inflacion colombia tendencia positiva 2017 mas aun 1t18 po labelurl  ; j : 2073. Sim : 0.5565166; Baja. 
 andrespardoa analisis mensual expectativas comportamiento mercado deuda publica colombia labelurl  ; j : 2074. Sim : 0.58104783; Baja. 
 informesobreinflacion juanjoseechavarria explico julio 2016 julio 2017 inflacion paso d labelurl  ; j : 2075. Sim : 0.37867206; No similar. 
 lunes festivo cuentanos sera plannlike cine familianrt montar bici  ; j : 2076. Sim : 0.14677256; No similar. 
 andrespardoa colombia marzo expectativas empleo industria 3 meses avanzan forma importante fedesarr; j : 2077. Sim : 0.30413455; No similar. 
 informe diario febrero 24 2014 inflacion eurozona aun encuentra distante meta bcelabelurl  ; j : 2078. Sim : 0.5645293; Baja. 
 remusqs1 hola astridte ofrecemos disculpas presentamos evento tecnico manifesto disponibilid labelu; j : 2079. Sim : 0.4826403; No similar. 
 pilarbolivar hola pilarte ofrecemos disculpas presentamos evento tecnico manifesto disponibi labelu; j : 2080. Sim : 0.38898048; No similar. 
 pronosticos equipo tecnico bancorepublica indican finalizar 2017 inflacion ubicara cerca pu labelur; j : 2081. Sim : 0.44861567; No similar. 
 orlandmorenol hola henryte ofrecemos disculpas presentamos evento tecnico manifesto disponib labelu; j : 2082. Sim : 0.42144367; No similar. 
 jvergar2 hola juante ofrecemos disculpas presentamos evento tecnico manifesto disponibilidad labelu; j : 2083. Sim : 0.30287236; No similar. 
 invitamos leer ultimo informe semanal 2018 encontrara resumen expectativ labelurl  ; j : 2084. Sim : 0.31634408; No similar. 
 eventosclavedelajornadademanananjapon 1850 pib 3tnchina 2100 produccion industrial oct labelurl  ; j : 2085. Sim : 0.28550065; No similar. 
 deficit fiscal tambien reducido despues choque petrolero pasar 40 2016 36 2017 p labelurl  ; j : 2086. Sim : 0.41986126; No similar. 
 bandrespardoa finales d 2013 expectativa q moodys subiria calificacion colombia 2do semestre ver pa; j : 2087. Sim : 0.4806873; No similar. 
 informe semanal septiembre 29 2014 seguimiento marco estrategico ecopetrol labelurl  ; j : 2088. Sim : 0.34912172; No similar. 
 macrovisioncolombia2018 organizada banco itau joseantonioocampo concluye necesario enfocar labelurl; j : 2089. Sim : -0.06937022; No similar. 
 informe diario mayo 20 2014 ecopetrol emitio deuda 2 mil millones dolares mercados internacionales ; j : 2090. Sim : 0.532391; Baja. 
 banco inglaterra mantuvo estable jueves tipos inter reino unido 075 mientras anuncio labelurl  ; j : 2091. Sim : 0.18514752; No similar. 
 colombia tasa empleo subio 592 septiembre vs 58 hace ano tasa participacion laboral tambien aumento; j : 2092. Sim : 0.55892754; Baja. 
 mauricio reina vez comparte perspectivas acerca movimientos economicos futbol mundial labelurl  ; j : 2093. Sim : 0.19911706; No similar. 
 andrespardoa inflacion eurozona cae 05 labelurl via ft viene mas estimulo monetario jueves retiro  ; j : 2094. Sim : 0.5098013; Baja. 
 andrespardoa colombia analisis mensual va inflacion pronostico marzo 027 mm 238 aa  ; j : 2095. Sim : 0.5810314; Baja. 
 desempleo zona euro cayo enero minimos nueve anos gracias fuerte crecimiento economico ofic labelur; j : 2096. Sim : 0.4054863; No similar. 
 top3deimpactoeconomicon1banco popular china pronostica menor crecimiento economicon2pmi manufacture; j : 2097. Sim : 0.12290451; No similar. 
 jorgeluiduran hola carrera 51a 134a 58 av carrera 45 149 57 av kr 45 149 57 lc 103 saludos  ; j : 2098. Sim : 0.2345881; No similar. 
 conozca resultados macroeconomicos primer semestre 2018 perspectivas resta ano labelurl  ; j : 2099. Sim : 0.3508073; No similar. 
 informe renta fija agosto 12 2015 via libre miranlabelurl  ; j : 2100. Sim : 0.25177136; No similar. 
 lunes festivo cuentanos sera plan like cine familianrt montar bici  ; j : 2101. Sim : 0.106203265; No similar. 
 andrespardoa banco central colombia sube tasa inter 025 puntos 375 terra peru labelurl comentarios ; j : 2102. Sim : 0.49075192; No similar. 
 informe semanal enero 25 2016 pasos gigante chino labelurl  ; j : 2103. Sim : 0.16348855; No similar. 
 acuerdo ultimo reporte mercado laboral economia anadio 155 mil nuevos puestos trabajo labelurl  ; j : 2104. Sim : 0.4255918; No similar. 
 andrespardoa colombia hoy esperamos bancorepublica suba tasa intervencion 375 425antes esperabamos ; j : 2105. Sim : 0.5158961; Baja. 
 festereopicnic revelaciones fepx labelurl  ; j : 2106. Sim : 0.08111364; No similar. 
 informe semanal septiembre 25 2017 prudencia ser neutralnlabelurl  ; j : 2107. Sim : 0.45070997; No similar. 
