Modulo nnlm-es-dim128-with-normalization-2
Topicos : favor gracias mensaje cuentanos detalles escribirnos directo ayudarte ocurrido dm 
 bandrespardoa we expect authorities to secure passage of significant structural tax reform to prese; j : 1. Sim : 0.17445107; No similar. 
 gonzaloacte hola gonzaloacte agradecemos informacion compart haremos reporte internamente feliz mar; j : 1944. Sim : 0.44860598; No similar. 
 diegoamayav hola diegoamayav agradecemos informacion compart haremos reporte internamente feliz tar; j : 1945. Sim : 0.5067217; Baja. 
 cesartriana cesar comunicate interno brindarte par aoder resolver todas dudas  ; j : 1946. Sim : 0.38884655; No similar. 
 seru15 hola cdlm favor escribenos mensaje interno alli solicitaremos datos adicionales rev labelurl; j : 1947. Sim : 0.63692886; Baja. 
 ilbaguerra buen dia contamos detectado inconsistencia informacion mostrada pantallas  ; j : 1948. Sim : 0.31746942; No similar. 
 dandyikal le0nbenlarregui buenas fotos sabemos recuerda puedes seguir participando co labelurl  ; j : 1949. Sim : 0.37260386; No similar. 
 aristi1 hola juan c permitenos ayudarte amplianos favor informacion dm adicionalmente alli pedir la; j : 1950. Sim : 0.49453238; No similar. 
 hola defensalegal200 gustaria tener mas informacion caso favor cuentanos via dm gracias  ; j : 1951. Sim : 0.63374406; Baja. 
 fabiandelgadop hola fabiandelgadop agradecemos opinion ayudas mejorar servicio favor ind labelurl  ; j : 1952. Sim : 0.5059432; Baja. 
 angelabeltranc hola angela permitenos ayudarte escribenos dm ocurrido validar caso labelurl  ; j : 1953. Sim : 0.48428735; No similar. 
 andresmania cuentas claras honestidad absoluta resultados financieros grupo aval asamblea accionist; j : 1954. Sim : 0.32024947; No similar. 
 andresmania cuentas claras honestidad absoluta resultados financieros grupo aval asamblea accionist; j : 1955. Sim : 0.301526; No similar. 
 lilianarstrepo liliana poder colaborarte favor cuentanos dm dia horario comunicaron contigo  ; j : 1956. Sim : 0.61877143; Baja. 
 mafedht1601 hola mafe favor siguenos podernos comunicar contigo dm modo colaborarte mas labelurl  ; j : 1957. Sim : 0.6241977; Baja. 
 hola soloalimentos1 lamentamos molestias numero telefonico comunicando podemos ayudar  ; j : 1958. Sim : 0.51328987; Baja. 
 marianaumbria mariana consulta atendida mensaje directo recuerda canal siempre estaran labelurl  ; j : 1959. Sim : 0.43627274; No similar. 
 tjog malbarracin mintrabajocol sfcsupervisor sicresponde hola tomatyno favor amplianos informacion ; j : 1960. Sim : 0.39654565; No similar. 
 colombiainvisi asobancaria hola colombia invisible mensaje interno respondimos feliz dia  ; j : 1961. Sim : 0.47192913; No similar. 
 jrteatino mlcolombia hola jrteatino gracias escribirnos cuentanos favor mas detalles ocurrido label; j : 1962. Sim : 0.7527491; Media. 
 luiespitia hola lu ayudarte solicitud escribenos favor mensaje interno alli solicitar labelurl  ; j : 1963. Sim : 0.60955995; Baja. 
 ojelap iebancodebogota hola ojelap gracias escribirnos rede sociales disponibles asesor labelurl  ; j : 1964. Sim : 0.52195334; Baja. 
 jhonmavargas citicolombia sicsuper sfcsupervisor gusgomez1701 invitamos contactar sfcsupervisor par; j : 1965. Sim : 0.23717952; No similar. 
 naganicol lawneira buen doble recuerda puedes participar mas vez sube mas fotos do labelurl  ; j : 1966. Sim : 0.32183403; No similar. 
 roloalzate hola roloalzate queremos ayudarte favor compartenos numero cedula mensaje directo par la; j : 1967. Sim : 0.63004875; Baja. 
 flaviorestrepo pfrobledo telefono contacto modo podremos validar internamente ocu labelurl  ; j : 1968. Sim : 0.41878074; No similar. 
 andrerodriigue hola andrea mil gracias compartir comentarios positivos experiencia feliz tarde  ; j : 1969. Sim : 0.55951786; Baja. 
 workersuniting workers unite condemn the horrendous attack on dibeth quintana of our sister union u; j : 1970. Sim : 0.14935121; No similar. 
 esedesebas buenos dias sebastian cuentanos podemos colaborar quedamos atentos  ; j : 1971. Sim : 0.54098195; Baja. 
 naniwh disculpa inconvenientes comentanos mensaje directo ocurrido podremos generar reporte labelur; j : 1972. Sim : 0.5819349; Baja. 
 borradordeeconomia 1020 juan jose echavarria mauricio villamizar sara restrepo juan d hernandez lab; j : 1973. Sim : 0.21523537; No similar. 
 sriomalo porveniroficial sicsuper pfrobledo hola sebastian permitenos ayudarte amplianos favor info; j : 1974. Sim : 0.32553437; No similar. 
 lasrt03 hola lasrt03 queremos ayudarte favor compartenos numero cedula mensaje directo cuentan labe; j : 1975. Sim : 0.58465433; Baja. 
 stherton holadarth amplianos favor detalles sucedido dm alli pediremos datos adicionales labelurl  ; j : 1976. Sim : 0.5966738; Baja. 
 nafo84 hola natalia amplianos favor informacion acerca ocurrido dm revisar area labelurl  ; j : 1977. Sim : 0.568839; Baja. 
 mariaacosta7 sfcsupervisor mariaacosta7 confirmanos mensaje directo tipo transacciones refie labelu; j : 1978. Sim : 0.23565333; No similar. 
 mariafernandaea hola maria fernanda permitenos ayudarte amplianos favor informacion inconformidad l; j : 1979. Sim : 0.51629794; Baja. 
 jairfonseca hola jairfonseca gracias escribirnos respondimos consulta traves mensaje directo feli l; j : 1980. Sim : 0.68016785; Media. 
 crisjgar01 bancosaval corficolombiana hola cristian permitenos ayudarte envianos detalles sucedido ; j : 1981. Sim : 0.5540472; Baja. 
 julianatabares5 jsanchezcristo vickydavilah hola juliana permitenos ayudarte escribenos favor detal; j : 1982. Sim : 0.4692527; No similar. 
 diofantoo minhacienda sfcsupervisor lamentamos sucedido favor siguenos contactanos mensaje i labelu; j : 1983. Sim : 0.54142666; Baja. 
 valen20011 claudiamiguela hola valentina recuerda doble asesoria colombianos tomen mej labelurl  ; j : 1984. Sim : 0.3190879; No similar. 
 katerincaro21 hola bancos perteneces favor envianos datos dm nombre cedula celular contactarte  ; j : 1985. Sim : 0.55240244; Baja. 
 neilmartinuni energy sector workers will not be derail by ecopetrolsas lie threats or blackmail  ; j : 1986. Sim : 0.13886578; No similar. 
 andresteologia sfcsupervisor minhacienda sicsuper hola andres permitenos ayudarte amplianos favor i; j : 1987. Sim : 0.4284257; No similar. 
 edwinaos sfcsupervisor comunicando contigo interno favor dejanos datos interno poder colaborarte  ; j : 1988. Sim : 0.4747048; No similar. 
 g3rbar hola german permitenos ayudarte si caso puntual escribenos favor dm revisar c labelurl  ; j : 1989. Sim : 0.52011526; Baja. 
 hwocampo sfcsupervisor hola hector atendiendo requerimiento facebook saludos  ; j : 1990. Sim : 0.54320174; Baja. 
 albornouz17 hola albornouz17 lamentamos molestias favor indicanos consulta mensaje directo labelurl; j : 1991. Sim : 0.5339887; Baja. 
 justreadandlove hola justreadandlove gracias escribirnos lamentamos mala experiencia invitamos inf ; j : 1992. Sim : 0.5161072; Baja. 
 allejo1093 diego puedes enviarnos favor numero contacto mensaje interno  ; j : 1993. Sim : 0.5717462; Baja. 
 juanda1996 bancodebogota hola juan david gracias comentarios positivos feliz tarde  ; j : 1994. Sim : 0.57007575; Baja. 
 e2tovar bancosaval asobancaria fiscaliacol hola e2tovar gracias escribirnos confirmamos ofici label; j : 1995. Sim : 0.5059842; Baja. 
 muozbaquero porfirio indicamos anteriormente poder ayudarte canal necesitamos fav labelurl  ; j : 1996. Sim : 0.34988424; No similar. 
 jvaleriabecerra hola jvaleriabecerra gracias escribirnos favor indicanos paso solicitu labelurl  ; j : 1997. Sim : 0.55986893; Baja. 
 jfmorenog sfcsupervisor jenny ayudarte necesitamos favor escribas mensaje interno dm labelurl  ; j : 1998. Sim : 0.66590077; Baja. 
 doblepersona hola camilo cuentanos favor detalles ocurrido dm tambien indicanos si podemos ay label; j : 1999. Sim : 0.59260446; Baja. 
 coronadokiller escribenos interno  ; j : 2000. Sim : 0.087722085; No similar. 
 vktrhgo hola cuentanos ocurrido  ; j : 2001. Sim : 0.44141072; No similar. 
 sandracanoss hola cuentanos sucedido  ; j : 2002. Sim : 0.5129475; Baja. 
 fierita83 hola fierita ocurrio  ; j : 2003. Sim : 0.21676885; No similar. 
 hola elsyjane21 podemos ayudarte  ; j : 2004. Sim : 0.43429595; No similar. 
 hola futvega podemos ayudarte  ; j : 2005. Sim : 0.3991684; No similar. 
 ajllanderson471 hola podemos ayudarte  ; j : 2006. Sim : 0.44644752; No similar. 
 gerardjose hola podemos ayudarte  ; j : 2007. Sim : 0.45484495; No similar. 
 hola donaldozabaleta podemos ayudarte  ; j : 2008. Sim : 0.470909; No similar. 
 juanvenegas75 podemos ayudarte  ; j : 2009. Sim : 0.27426258; No similar. 
 hola purpuradelirio podemos ayudarte  ; j : 2010. Sim : 0.45867875; No similar. 
 hola marcocarzap podemos ayudarte  ; j : 2011. Sim : 0.3635065; No similar. 
 hola daniloyepes podemos ayudarte  ; j : 2012. Sim : 0.38831118; No similar. 
 hola gilbertsteben podemos ayudarte  ; j : 2013. Sim : 0.41323522; No similar. 
 hola shadiadager podemos ayudarte  ; j : 2014. Sim : 0.43778598; No similar. 
 hola kellybrun podemos ayudarte  ; j : 2015. Sim : 0.43941385; No similar. 
 encanta gusten anita29tati  ; j : 2016. Sim : 0.09312366; No similar. 
 viernessaag hola podemos colaborar  ; j : 2017. Sim : 0.47119236; No similar. 
 uyaline hola oficina ocurrio  ; j : 2018. Sim : 0.37589672; No similar. 
 mrpelafustan hola cuentanos ocurrido  ; j : 2019. Sim : 0.473179; No similar. 
 hola panchitagalindo podemos ayudarte  ; j : 2020. Sim : 0.43933362; No similar. 
 giankarlo04 iebancodebogota sicsuper hola giankarlo04 gracias escribirnos contamos ges labelurl  ; j : 2021. Sim : 0.3767267; No similar. 
 cuentanos persona labelurl participa nota espn apple watch labelurl  ; j : 2022. Sim : 0.39469552; No similar. 
 persona cuentanos labelurl participa nota espn apple watch labelurl  ; j : 2023. Sim : 0.39469552; No similar. 
 diegoamayav hola diegoamayav atendiendo consulta traves mensaje directo invitamos revisar labelurl ; j : 2024. Sim : 0.5919877; Baja. 
 rasquinball hola mario gracias escribirnos cuidar datos personales favor indicanos numero d labelur; j : 2025. Sim : 0.6560595; Baja. 
 kardenal13 desanime intentalo  ; j : 2026. Sim : 0.20359324; No similar. 
 gonzalezcalejo hola gonzalezcalejo alegra saludarte queremos saber mas detalles ayudarte resolver t; j : 2027. Sim : 0.59435326; Baja. 
 soalja acceda mas informacion labelurl  ; j : 2028. Sim : 0.44874832; No similar. 
 siguientes canal mas frecuentas  ; j : 2029. Sim : 0.16423924; No similar. 
 ganadores mmb 2016nsoylanacion labelurl  ; j : 2030. Sim : 0.03532879; No similar. 
 hola cacd87 podemos ayudarte  ; j : 2031. Sim : 0.42663303; No similar. 
 marisamg2 hola marisamg2 queremos ayudarte favor compartenos numero cedula mensaje directo rev labe; j : 2032. Sim : 0.6460894; Baja. 
 sfcsupervisor superfinanciero jorge castano recuerda simposiomercadocapitales divulgar informacion ; j : 2033. Sim : 0.3666467; No similar. 
 andresyfh cuentanos dudas  ; j : 2034. Sim : 0.5341486; Baja. 
 cesarin155 cesss informamos imagen envias pantallazo informacion envio labelurl  ; j : 2035. Sim : 0.5464168; Baja. 
 marcelamac71 sicsuper hola marcela amplianos favor informacion ocurrido dm revisar labelurl  ; j : 2036. Sim : 0.47897393; No similar. 
 lilivasquez7 lilivasquez7 lamentamos informas favor escribe queja formulario labelurl  ; j : 2037. Sim : 0.43511134; No similar. 
 julianasinmas hola j amplianos favor informacion sucedido dm revisar inquietud area labelurl  ; j : 2038. Sim : 0.54169977; Baja. 
 hefos98 hola hefos98 lamentamos molestias compartenos mensaje directo detalles inconveniente p labe; j : 2039. Sim : 0.5359215; Baja. 
 jumacoac hola jumacoac queremos ayudarte cuentanos mas detalles sucedido mensaje directo ayudar lab; j : 2040. Sim : 0.7476733; Media. 
 e2tovar datacredito bancosaval fiscaliacol asobancaria sfcsupervisor hola edgar gracias escribirnos; j : 2041. Sim : 0.5338151; Baja. 
 castafelipe queremos conocer mas detalles sucedido ayudarte resolver inquietudes escribenos labelur; j : 2042. Sim : 0.6058879; Baja. 
 pronto mas informacion gnrconaval labelurl  ; j : 2043. Sim : 0.32419738; No similar. 
 hola paradajairo lamentamos inconvenientes favor cuentanos oficina sucedio hacer reporte saludos  ; j : 2044. Sim : 0.6058424; Baja. 
 queremos expresarles toda gratitud confiar asegurarles 2019 avancemosjuntos labelurl  ; j : 2045. Sim : 0.39026204; No similar. 
 beckf47 cierto billete 100 mil pueda ser retirado cajeros tamano dimension labelurl  ; j : 2046. Sim : 0.28545105; No similar. 
 colcobcolombia vital capacitar actores industria aprehension garantiasmobiliarias apoyo des congest; j : 2047. Sim : 0.15615103; No similar. 
 dgilcalero hola dgilcalero lamentamos molestias compartenos mensaje directo detalles inconveni labe; j : 2048. Sim : 0.6296194; Baja. 
 alejoct29 disculpa inconvenientes favor compartenos mas detalle ocurrido mensaje directo labelurl  ; j : 2049. Sim : 0.66582084; Baja. 
 lmaf12 sfcsupervisor sicsuper hola lmaf12 gracias escribirnos respondiendo consulta mensaje directo; j : 2050. Sim : 0.67497456; Media. 
 julianarouge bienvenida canal digital indicanos traves mensaje directo podemos ayudarte atentos  ; j : 2051. Sim : 0.67695326; Media. 
 dmendozacas sfcsupervisor hola dayana indicado dm solucion temporal mientras be labelurl  ; j : 2052. Sim : 0.4635781; No similar. 
 marfantastica hola maria estefany puedes validar informacion traves pagina credibanco labelurl  ; j : 2053. Sim : 0.50139153; Baja. 
 jorgeagomezh hola jorge permitenos ayudarte cuentanos favor dm detalles ocurrido revisarlo c labelu; j : 2054. Sim : 0.6919191; Media. 
 manaqui83 participando premionde 5 millones pesos labelurl tribunaaval bancosaval  ; j : 2055. Sim : 0.18477692; No similar. 
 girodriguezc hola girodriguezc gracias notificacion gestionando consulta mensaje directo  ; j : 2056. Sim : 0.53689295; Baja. 
 pduquev hola pedro gracias escribirnos si requieres atencion escribenos favor traves dm labelurl  ; j : 2057. Sim : 0.65978223; Baja. 
 pcallej buenas tardes permitenos ayudarte cuentanos favor detalles caso dm revisarlo labelurl  ; j : 2058. Sim : 0.6974194; Media. 
 mariorobertop mario comunicate interno poder colaborarte solicitud necesitas  ; j : 2059. Sim : 0.25442627; No similar. 
 gabytc81 hola gabytc81 gracias escribirnos indicanos numero cedula mensaje directo ayudarem labelur; j : 2060. Sim : 0.5554353; Baja. 
 maryelypena hola maryelypena gracias creer poder hacer cosas juntos recuerda can labelurl  ; j : 2061. Sim : 0.41238803; No similar. 
 galvisx25 valen20011 claudiamiguela hola maiguela edad realizaste doble asesoria  ; j : 2062. Sim : 0.31805015; No similar. 
 vichentedc vichentedc favor comunicate interno mera podremos colaborar  ; j : 2063. Sim : 0.3366984; No similar. 
 betesco1 hola betesco1 podrias dejar datos interno nombre completo cedula ciudadania telefono d lab; j : 2064. Sim : 0.4648388; No similar. 
 gataconrizos gataconrizos favor indicanos mensaje directo numero telefonico contacto poder ay label; j : 2065. Sim : 0.542277; Baja. 
 asiste jbiebercolombia participando boleta doble platino carpoolbelieber labelurl  ; j : 2066. Sim : 0.25029075; No similar. 
 buna buena chica conoce limit mujer sabe ninguno n marylin monroe  ; j : 2067. Sim : 0.080089524; No similar. 
 gracias hicieron parte movamonosporteletonbdb actividad cerro 830 pm gracias uste labelurl  ; j : 2068. Sim : 0.26047617; No similar. 
 davidhidriogo hola davidhidriogo enviamos toda informacion mensaje directo seguimos contacto  ; j : 2069. Sim : 0.5718124; Baja. 
 negociamos intervenimos gestionamos tendemos puentes relacionamiento comunidades petrol labelurl  ; j : 2070. Sim : 0.12821485; No similar. 
 osierra50 sfcsupervisor hola sierra comunicaremos interno contigo alli pediremos datos po labelurl ; j : 2071. Sim : 0.5493805; Baja. 
 sindemedilegal celebro eje cafetero gran exito xiii asamblea nal delegados sindemedilegal 1o 4nov20; j : 2072. Sim : 0.14775442; No similar. 
 ailrodriguez23 hola ailrodriguez23 gracias escribirnos queremos mejorar experiencia favor cuentano ; j : 2073. Sim : 0.5211479; Baja. 
 jusemohe hola juan sebastian muchas gracias palabras tipo comentarios motivan creer labelurl  ; j : 2074. Sim : 0.5549266; Baja. 
 jdavidare sfcsupervisor david recuerda canal siempre estaran disponibles consultas eat labelurl  ; j : 2075. Sim : 0.3980815; No similar. 
 mangochancleta hola man gracias escribirnos cuentanos favor mensaje directo podemos ayudarte labelu; j : 2076. Sim : 0.84161925; Alta. 
 sriomalo bcooccidente sicsuper pfrobledo hola sebastian regalanos datos medio mensaje interno label; j : 2077. Sim : 0.39067993; No similar. 
 musictrendscol estendencia hoy hace 13 anos estrenaba whatever people say i be thats what im not ar; j : 2078. Sim : 0.19882487; No similar. 
 laaleka hola alejandra intenta favor nuevamente si logras comunicarte escribenos favor dm sobr labe; j : 2079. Sim : 0.5595226; Baja. 
 jarclow bancosaval bcooccidente bcopopular hola jarclow gracias escribirnos contamos feria labelurl; j : 2080. Sim : 0.45236412; No similar. 
 jusemohe hola juan sebastian escribenos favor dm alli solicitaremos datos adicionales re labelurl  ; j : 2081. Sim : 0.5587162; Baja. 
 rodridelsolar hola rodriguez permitenos ayudarte envianos favor traves mensaje interno detalles lab; j : 2082. Sim : 0.71270853; Media. 
 cheivs latamco sicsuper hola cheivs lamentamos molestias indicanos mensaje directo numero cedu labe; j : 2083. Sim : 0.5027018; Baja. 
 andrewdeazat lamentamos inconveniente presentaste cuentanos dm solicitud necesitabas  ; j : 2084. Sim : 0.5376879; Baja. 
 mariaacosta7 sfcsupervisor hola mariaacosta7 indicamos mensaje directo necesario datos so labelurl ; j : 2085. Sim : 0.47465137; No similar. 
 hola paradajairo cuentanos mas caso mensaje directo poder ayudarte  ; j : 2086. Sim : 0.67787033; Media. 
